"Output11","EVC1","CXK2","FKO3","IWU4","ANT5","PZK6","EZW7","SFA8","CLB9","LQW10","TKH11"
"Class3",35.597,28.147,34.814,47.541,"S","D",12.636,25.669,60,88.619,32.025
"Class1",14.24,31.799,46.776,71.457,"W","B",71.506,31.077,27,47.232,46.619
"Class1",6.364,26.078,51.154,54.193,"V","V",74.37,25.944,24,22.75,30.09
"Class1",16.658,38.918,51.37,66.508,"V","B",71.027,23.496,27,15.403,33.333
"Class4",60.672,57.006,4.073,NA,"G","J",46.237,78.164,32,53.751,97.397
"Class2",40.165,75.854,10.369,94.097,"R","H",29.109,62.042,12,24.014,41.136
"Class1",24.805,17.301,80.42,56.054,"W","W",79.534,31.043,34,24.891,46.852
"Class5",87.035,19.274,15.763,46.276,"N","X",13.123,44.975,12,35.496,59.034
"Class4",77.279,59.253,16.177,40.457,"Z","W",80.002,79.589,33,52.58,61.697
"Class5",85.155,79.419,16.343,NA,"L","S",4.244,45.797,14,32.201,60.561
"Class4",55.174,58.629,12.187,45.88,"W","M",63.047,80.384,34,43.574,77.469
"Class4",48.4,59.688,15.664,56.538,"W","J",51.397,76.415,32,17.475,73.536
"Class1",50.219,59.307,76.561,54.703,"W","Q",69.778,22.247,34,22.623,46.031
"Class5",84.276,19.424,15.309,48.03,"N","S",17.037,43.954,8,2.096,55.292
"Class1",35.935,19.748,87.466,58.696,"V","R",72.268,27.769,48,46.058,40.456
"Class1",35.136,33.224,76.069,55.052,"W","W",73.024,25.208,41,18.537,58.866
"Class3",98.538,26.898,31.749,56.819,"J","D",15.201,38.361,74,82.519,38.454
"Class2",22.921,50.566,38.219,64.161,"K","N",30.436,63.4,23,10.571,-0.168
"Class4",35.694,59.299,17.955,44.881,"Q","J",86.045,76.161,30,32.265,49.448
"Class5",86.105,74.816,15.193,44.759,"A","G",3.405,3.1,7,6.6,48.903
"Class5",88.736,31.254,16.309,51.754,"I","G",15.703,68.703,19,18.845,69.304
"Class2",42.704,50.381,29.68,52.481,"K","B",11.62,61.44,7,16.573,45.125
"Class5",88.31,53.508,15.29,45.985,"W","G",14.339,21.014,27,2.185,55.069
"Class5",92.277,82.139,15.679,48.567,"A","A",12.859,23.077,28,23.321,52.841
"Class5",87.956,64.556,15.276,48.981,"W","B",23.169,31.582,6,34.96,63.191
"Class3",74.922,27.997,31.628,69.202,"C","D",22.773,23.611,72,90.887,39.736
"Class3",50.701,32.993,33.864,27.695,"A","U",14.624,76.076,58,86.931,32.004
"Class3",84.144,26.671,35.744,63.334,"C","A",14.923,70.408,78,82.716,41.997
"Class2",11.687,74.161,37.806,64.496,"F","B",18.71,69.662,36,33.871,66.865
"Class5",86.328,49.777,16.721,46.49,"W","X",26.14,18.073,25,36.273,61.04
"Class5",86.632,62.551,15.446,41.254,"A","B",16.782,71.195,13,27.793,53.557
"Class1",55.032,30.525,52.265,52.568,"N","W",74.306,23.191,26,17.055,54.491
"Class3",44.299,33.592,27.009,37.434,"J","U",16.347,40.663,65,76.204,36.626
"Class5",84.688,29.255,15.328,45.466,"L","A",23.583,25.337,7,41.351,64.347
"Class1",18.298,56.645,67.218,70.088,"W","Q",71.49,28.327,47,33.997,29.108
"Class5",88.155,75.358,15.853,41.749,"A","G",5.323,49.268,37,35.363,65.38
"Class5",88.997,16.673,15.949,40.526,"A","S",14.79,72.986,5,27.478,55.951
"Class3",102.304,27.997,35.12,39.612,"J","T",13.485,50.39,68,79.255,42.688
"Class4",32.026,59.772,5.729,46.604,"Q","C",102.097,78.885,33,31.223,66.519
"Class5",85.333,55.742,15.536,NA,"A","G",21.156,28.48,11,15.798,51.619
"Class5",86.727,29.976,15.556,43.643,"A","S",18.056,41.931,7,30.967,51.878
"Class3",69.94,38.743,32.283,53.384,"Z","U",13.441,29.935,73,78.908,38.565
"Class5",86.638,31.565,15.986,51.209,"W","A",20.099,68.648,10,18.251,53.637
"Class3",61.622,28.383,34.999,69.197,"C","R",15.456,58.208,56,85.578,42.394
"Class3",48.446,30.146,34.711,36.193,"S","A",10.609,75.474,63,81.913,34.699
"Class3",17.088,28.443,29.817,46.571,"C","T",12.89,34.106,76,84.418,49.943
"Class1",7.039,25.9,86.309,38.215,"V","V",75.12,26.044,36,23.578,33.104
"Class1",29.304,30.412,63.671,39.171,"O","R",68.577,31.597,50,10.064,16.37
"Class3",108.066,33.591,32.223,65.041,"S","U",17.2,44.092,58,69.03,47.398
"Class4",57.81,59.332,4.832,49.102,"K","W",62.078,78.375,31,24.164,78.421
"Class5",83.767,76.5,16.369,41.725,"W","G",14.656,7.741,22,16.976,58.728
"Class5",88.696,32.061,16.268,39.869,"L","A",7.198,21.1,13,34.972,47.476
"Class4",55.821,58.641,8.761,51.438,"G","M",46.053,75.891,32,42.187,77.772
"Class3",46.299,31.081,35.676,37.987,"J","R",9.941,74.446,61,81.42,35.066
"Class5",89.039,70.017,15.359,54.306,"A","A",25.727,55.467,13,42.33,60.162
"Class5",87.533,13.601,16.41,45.206,"I","X",30.848,7.756,11,7.655,40.34
"Class1",48.216,18.073,96.023,61.112,"N","B",68.368,24.379,43,36.393,36.732
"Class3",81.037,35.563,33.251,50.015,"C","T",18.823,48.051,63,69.949,41.662
"Class5",95.589,63.357,15.768,41.852,"N","B",8.93,46.135,33,36.669,63.156
"Class2",6.967,71.575,30.925,84.647,NA,"W",49.949,69.369,10,15.621,19.478
"Class2",26.422,60.18,32.022,83.43,"D","B",38.137,68.838,17,27.126,44.648
"Class5",87.97,29.772,16.129,42.994,"W","A",19.891,66.981,25,12.788,80.516
"Class4",82.547,59.557,7.537,56.745,"K","C",53.497,80.767,32,38.42,52.972
"Class3",43.525,33.519,32.649,66.805,"J","T",11.841,64.443,56,79.075,39.051
"Class3",21.535,30.727,33.396,62.774,"C","D",16.648,42.22,78,75.96,41.745
"Class1",23.523,46.737,88.911,57.15,"T","B",66.836,31.955,32,12.315,56.229
"Class1",48.389,28.683,44.067,NA,"W","R",74.411,29.963,39,42.682,40.624
"Class4",75.18,58.188,16.562,40.449,"Q","W",73.83,76.993,32,33.632,65.986
"Class1",19.185,50.709,86.243,61.279,"W","Q",70.141,28.141,29,26.351,11.895
"Class3",54.514,29.793,35.179,73.842,"Z","T",14.325,36.625,74,73.253,27.523
"Class1",42.524,23.336,57.332,67.995,"W","V",70.439,28.507,52,20.859,36.554
"Class1",55.794,51.33,98.072,62.715,"W","R",72.726,31.713,25,43.197,20.913
"Class1",54.379,30.522,84.014,51.083,"T","Q",65.29,31.968,36,24.956,53.163
"Class2",-4.984,81.717,29.819,74.241,"F","N",1.125,63.005,12,26.681,42.524
"Class2",13.27,73.439,16.994,65.256,"X","B",35.637,63.53,42,12.46,30.395
"Class3",34.163,40.912,27.258,56.379,"S","A",11.837,21.801,83,71.494,38.581
"Class3",105.491,34.837,34.57,32.706,"J","D",17.613,31.005,68,77.478,34.737
"Class1",-20.577,45.444,95.061,55.665,"V","V",73.021,30.346,41,44.597,40.62
"Class3",62.473,31.423,35.392,NA,"Z","D",13.756,34.068,70,88.577,44.528
"Class1",53.019,42.776,43.505,50.433,"W","B",71.318,30.095,42,18.765,-0.348
"Class5",82.878,58.522,16.138,38.982,"N","S",27.199,42.84,28,7.386,73.482
"Class4",54.589,58.375,4.617,47.451,NA,"M",59.383,79.461,29,42.185,59.419
"Class5",83.915,44.759,15.157,44.282,"L","B",23.785,21.181,22,8.92,56.991
"Class2",17.604,50.101,17.958,97.529,"R","B",59.715,68.628,4,22.016,90.135
"Class4",76.894,59.938,17.543,45.147,"K","J",103.379,79.144,29,49.907,86.247
"Class5",84.32,62.926,16.67,45.375,"L","B",24.018,29.17,5,20.521,72.33
"Class1",41.017,19.943,91.958,53.504,"W","W",69.854,24.897,35,45.231,38.864
"Class5",86.762,55.019,15.285,44.679,"A","G",4.766,68.257,36,43.796,58.418
"Class2",57.06,50.197,17.257,32.619,"R","N",28.465,64.007,41,21.744,27.229
"Class3",80.312,34.193,31.005,48.274,"Z","R",9.572,54.138,56,89.62,38.143
"Class3",55.177,37.391,33.554,30.223,NA,"R",12.447,41.75,80,90.924,38.903
"Class5",83.4,30.556,15.79,42.212,"W","X",5.4,73.781,6,8.833,62.728
"Class5",84.753,53.558,15.907,48.987,"A","X",16.541,67.825,39,28.143,46.684
"Class3",76.784,27.808,28.666,47.598,"C","U",13.211,27.783,68,70.92,31.176
"Class4",23.653,58.209,8.59,42.172,"K","J",58.725,79.532,34,60.39,80.79
"Class4",62.613,57.481,7.503,48.695,"Q","Z",67.249,77.887,32,37.092,64.96
"Class5",86.568,45.252,16.024,45.224,"N","G",20.261,66.592,24,36.344,60.014
"Class1",40.54,41.318,86.837,NA,"V","W",69.73,24.672,42,39.214,42.714
"Class2",29.258,55.293,24.269,72.861,NA,"W",11.769,62.913,24,5.373,43.557
"Class2",33.803,45.981,36.007,48.615,"F","W",23.637,65.496,15,5.52,55.39
"Class4",59.51,58.039,16.951,45.646,"G","Z",75.408,78.806,34,59.448,86.436
"Class1",29.703,44.104,94.946,73.377,"N","V",71.749,28.94,50,30.352,44.243
"Class1",37.209,47.314,68.19,66.035,"N","R",72.784,27.251,49,25.309,54.18
"Class3",10.194,41.637,31.669,52.147,"C","R",16.604,44.361,78,85.089,41.2
"Class5",88.871,39.417,16.25,44.706,"W","G",29.747,62.073,8,25.288,67.729
"Class4",65.829,59.699,6.621,39.676,"Q","M",69.237,77.02,32,23.271,72.862
"Class3",52.858,27.778,28.135,35.075,"S","T",20.435,69.847,64,89.518,38.19
"Class4",66.155,58.152,6.684,39.325,"W","M",73.423,78.11,31,22.698,55.983
"Class5",79.353,14.183,16.893,41.446,"W","A",6.526,8.032,12,34.922,63.841
"Class1",55.815,45.788,64.868,59.402,"O","R",73.126,31.29,38,38.232,30.628
"Class2",21.002,76.51,37.63,66.338,NA,"B",62.433,62.813,45,4.045,38.311
"Class5",85.452,69.353,16.97,46.131,"A","X",11.592,65.658,36,40.949,62.191
"Class1",51.405,48.293,46.036,39.743,"T","V",76.409,26.237,38,24.815,33.956
"Class1",11.4,37.424,46.069,48.139,"V","B",67.953,25.498,28,49.471,4.385
"Class4",59.68,59.337,11.679,43.568,"K","J",92.967,80.567,30,59.36,62.36
"Class1",9.073,39.397,77.485,64.559,"T","V",72.8,27.217,26,35.481,31.822
"Class4",37.172,59.765,6.643,45.616,"K","C",62.973,79.813,32,62.438,55.3
"Class1",14.086,23.898,59.221,64.197,"N","W",72.2,31.223,30,14.273,57.202
"Class2",28.127,64.151,27.801,77.633,"X","Z",10.37,62.997,10,14.253,19.607
"Class1",41.184,44.358,77.194,53.119,"N","W",72.352,28.83,31,25.91,15.323
"Class3",45.691,40.027,33.633,79.456,"A","D",13.793,61.497,83,72.67,44.453
"Class1",12.572,59.908,48.022,47.289,"T","V",68.997,26.818,28,31.267,7.516
"Class4",55.92,59.476,16.197,43.303,"Q","W",49.941,79.996,34,32.957,81.552
"Class1",55.728,16.55,58.476,70.442,"O","W",74.288,26.86,30,46.857,5.305
"Class1",-18.188,31.756,69.171,57.292,"W","Q",73.053,30.232,32,26.143,40.859
"Class4",91.818,57.722,6.407,45.345,"G","Z",66.278,80.734,29,31.483,41.713
"Class4",40.254,57.894,8.793,44.712,"Z","J",94.339,77.742,33,47.85,74.051
"Class5",86.048,54.041,16.064,41.385,"I","S",21.88,50.659,35,23.776,71.247
"Class1",27.499,17.173,70.457,55.153,"W","B",74.489,22.416,49,38.955,4.875
"Class3",42.573,30.439,29.186,40.27,NA,"U",19.846,71.638,81,83.622,35.078
"Class4",61.457,57.195,5.197,NA,"Q","C",50.163,80.063,31,47.512,74.605
"Class5",84.028,69.74,16.995,39.023,"W","A",2.236,74.81,14,12.715,61.924
"Class5",85.748,7.748,16.476,49.76,"I","X",5.456,9.773,38,37.921,61.116
"Class5",92.068,36.095,15.458,43.945,"W","A",14.553,47.895,16,35.145,65.173
"Class2",18.482,65.403,30.713,75.993,"F","H",56.087,64.945,29,16,56.684
"Class4",40.699,58.331,15.888,41.674,"W","W",91.758,77.537,31,19.68,71.085
"Class3",65.633,41.154,31.573,NA,NA,"D",19.721,62.579,82,72.681,43.959
"Class4",80.398,59.512,13.876,57.291,"G","M",75.353,76.777,29,27.416,75.881
"Class2",-13.293,67.303,29.229,55.162,"F","N",33.287,66.72,5,26.133,36.286
"Class2",18.273,74.323,36.846,66.032,"F","Z",47.027,69.036,9,27.939,18.03
"Class1",27.245,55.635,43.085,41.85,"V","B",74.788,25.461,42,22.293,8.781
"Class5",87.634,20.106,16.091,43.881,"L","G",21.257,8.608,33,31.671,52.53
"Class4",45.8,59.592,13.689,45.83,"G","C",64.242,80.102,32,28.346,61.353
"Class5",88.644,30.248,15.257,40.326,"N","S",29.246,72.055,25,25.485,52.93
"Class1",43.461,50.08,89.483,54.833,NA,"B",68.015,31.545,53,48.589,29.88
"Class2",32.861,59.261,26.682,67.249,"D","N",9.93,64.139,24,25.521,27.94
"Class4",82.613,57.319,17.591,46.2,"G","M",58.863,76.322,33,63.666,92.359
"Class4",43.236,59.712,17.573,32.533,"Q","M",37.459,78.646,30,33.137,75.31
"Class1",33.809,35.842,87.871,55.981,"O","V",67.736,23.816,26,39.693,58.612
"Class4",36.992,59.11,5.81,49.518,NA,"M",55.7,75.453,33,61.952,65.677
"Class4",75.165,57.622,14.558,39.959,"Q","W",70.01,77.914,30,17.816,79.165
"Class3",87.736,33.883,27.427,NA,"A","D",14.35,41.13,68,86.796,39.498
"Class5",89.159,23.057,16.836,46.316,"W","X",15.048,14.43,16,28.859,53.199
"Class2",6.747,56.872,36.264,62.522,NA,"B",50.909,67.776,26,13.431,52.528
"Class3",5.588,37.811,31.384,34.421,"C","R",17.341,53.893,61,79.367,39.385
"Class1",16.163,45.117,81.946,46.219,"V","W",71.861,24.891,48,20.752,21.94
"Class4",76.2,57.442,18.961,37.469,"W","M",79.523,75.501,33,60.916,63.777
"Class2",26.619,70.756,17.726,79.633,"X","Z",30.507,64.64,29,34.234,22.85
"Class2",13.884,64.21,18.772,NA,"F","Z",41.998,63.533,31,4.355,39.096
"Class5",87.269,44.126,16.606,46.189,NA,"A",35.811,48.888,11,27.187,81.367
"Class3",79.849,30.468,28.617,58.24,"C","T",15.471,44.581,59,86.743,34.798
"Class5",89.174,41.157,16.775,39.82,"I","X",23.009,25.564,28,16.179,59.348
"Class4",34.955,59.345,12.888,49.573,"W","W",77.036,80.063,31,27.217,60.581
"Class5",87.113,44.849,15.628,47.732,"W","A",18.526,48.188,29,16.713,55.276
"Class5",84.46,34.935,16.188,37.812,"A","A",29.092,18.458,16,28.589,60.118
"Class5",88.842,10.243,16.826,41.968,"I","B",17.418,33.872,27,18.506,64.741
"Class2",-1.088,55.002,15.924,62.128,"K","B",40.069,61.143,10,26.998,44.005
"Class3",48.444,31.057,30.295,56.07,"Z","D",17.758,71.903,67,83.556,42.456
"Class3",70.284,33.328,34.614,45.104,"A","R",15.192,73.84,72,70.769,34.889
"Class4",35.576,58.353,10.497,52.901,"Q","J",88.19,80.812,29,43.136,84.721
"Class4",47.382,57.448,16.111,36.224,"Z","M",78.1,80.378,31,41.219,56.731
"Class2",40.119,75.376,14.328,71.048,"D","W",34.067,66.891,21,8.284,8.855
"Class1",14.153,25.776,66.99,60.57,"V","V",72.812,25.828,33,40.097,22.247
"Class2",19.859,46.825,30.03,49.269,"K","Z",45.413,62.297,11,33.897,17.955
"Class3",70.338,29.192,30.696,53.802,"Z","R",14.636,66.843,83,71.391,43.768
"Class1",16.223,37.521,90.236,55.313,"O","B",76.045,26.797,24,23.886,39.653
"Class3",86.079,38.946,29.321,54.649,"Z","U",22.243,54.008,80,82.096,39.537
"Class2",20.164,73.733,25.936,NA,"K","Z",23.27,63.435,4,15.845,21.071
"Class1",32.96,45.633,93.48,67.862,"V","B",70.807,22.583,26,14.567,27.952
"Class4",39.999,57.241,7.06,52.868,"Z","J",78.069,75.6,32,60.301,60.628
"Class3",15.151,28.812,33.794,67.288,"Z","U",17.192,38.169,75,87.184,37.898
"Class4",62.897,58.066,9.994,44.473,"Z","M",67.359,79.073,33,57.173,61.484
"Class4",50.08,57.552,8.68,45.812,"G","M",63.21,75.25,31,56.967,78.232
"Class5",85.328,77.757,15.243,41.128,"A","S",9.289,24.211,22,17.047,50.073
"Class3",47.416,26.882,27.838,38.848,"A","A",17.762,57.783,74,78.48,46.894
"Class2",27.262,53.983,36.171,78.724,"R","N",60.316,68.826,39,17.293,23.692
"Class1",33.439,45.679,95.627,59.055,"T","R",75.24,30.229,24,27.164,24.159
"Class4",45.812,59.694,7.541,51.198,"W","C",45.495,75.692,32,36.737,72.088
"Class3",17.717,35.976,33.632,52.751,"Z","U",15.567,22.733,80,80.078,47.307
"Class5",88.563,78.379,15.264,47.491,"I","B",34.34,58.558,30,23.787,52.262
"Class5",88.604,76.087,16.403,41.664,"W","S",9.967,68.189,29,20.62,64.298
"Class3",36.248,30.045,27.397,66.349,"J","D",19.676,65.084,73,82.766,35.125
"Class2",41.06,52.716,20.512,66.247,"F","B",12.904,62.96,38,22.612,20.578
"Class2",3.91,44.022,37.703,49.439,"X","H",43.422,63.666,43,17.642,39.714
"Class5",87.647,35.172,16.902,NA,"L","S",13.008,73.681,30,3.332,54.91
"Class2",22.779,41.212,34.764,63,"X","Z",18.135,66.13,26,15.819,41.314
"Class3",51.934,34.005,33.315,78.034,"J","T",15.811,59.702,75,71.253,34.485
"Class4",66.863,59.539,18.798,46.549,"W","J",72.584,80.363,34,42.025,80.601
"Class3",41.556,27.118,34.744,44.897,"J","U",13.003,21.445,80,75.924,48
"Class1",51.938,44.752,75.68,65.71,"T","R",71.755,31.772,50,37.084,23.716
"Class5",88.523,64.754,16.887,53.61,"I","A",20.644,14.856,10,35.025,46.687
"Class5",86.914,57.882,15.522,44.791,"N","B",8.462,54.855,27,26.932,52.21
"Class4",56.838,57.068,13.132,NA,"K","Z",50.586,76.334,31,47.733,65.688
"Class3",108.065,26.484,29.697,76.792,"C","T",17.879,69.324,69,82.297,47.056
"Class3",62.345,27.827,30.034,66.819,"C","R",12.678,23.532,79,71.738,49.212
"Class2",13.866,51.956,14.387,61.277,"X","Z",15.93,65.354,16,27.269,30.147
"Class4",51.994,57.713,6.914,54.992,"G","W",77.404,78.773,33,20.808,65.9
"Class2",19.209,50.151,11.537,69.888,"F","W",6.519,63.314,4,16.092,23.987
"Class2",22.588,47.079,32.442,72.518,"K","W",39.59,62.126,23,13.03,39.445
"Class5",92.707,17.679,15.318,44.516,"A","G",20.341,28.918,32,1.689,65.344
"Class4",70.349,59.742,5.172,38.132,"W","Z",42.681,77.636,33,24.237,56.339
"Class2",45.172,73.041,40.03,83.066,"X","Z",30.08,61.968,12,17.357,42.404
"Class4",72.912,57.035,11.741,54.309,NA,"M",60.766,75.237,30,47.089,77.491
"Class1",37.2,24.111,43.457,51.004,"T","B",70.165,28.895,23,33.619,81.6
"Class2",32.065,68.976,10.157,81.41,NA,"H",20.063,67.632,8,14.734,18.415
"Class5",89.189,23.925,16.733,44.226,"N","S",17.577,69.331,30,0.53,55.451
"Class4",61.153,57.58,15.749,43.749,"Z","W",56.131,77.633,33,28.507,71.491
"Class2",36.979,67.336,31.323,80.376,"X","W",56.037,66.087,21,18.611,79.03
"Class2",29.519,69.992,34.031,55.773,"X","B",76.238,61.912,7,9.055,50.974
"Class1",29.629,56.228,53.962,45.314,"O","Q",73.244,30.036,53,24.278,30.893
"Class2",23.151,39.639,25.173,83.51,"F","H",29.407,68.83,10,15.276,51.378
"Class5",88.605,25.823,16.774,49.811,"L","B",28.145,63.09,25,8.44,76.218
"Class4",74.639,59.211,13.951,45.605,"K","C",80.059,77.242,29,19.333,93.675
"Class5",84.85,21.451,15.628,43.999,"L","X",22.926,65.316,30,35.229,67.261
"Class5",87.103,11.354,15.333,42.584,"A","G",24.43,74.453,15,31.51,64.703
"Class3",56.719,34.865,34.901,37.888,"S","D",16.578,56.928,67,89.205,40.76
"Class1",23.641,53.41,80.036,67.533,"W","Q",71.084,25.881,24,23.115,35.779
"Class3",53.313,37.022,29.048,65.024,"S","D",16.648,69.882,75,71.221,34.476
"Class4",26.48,57.487,4.075,33.332,"K","J",38.64,79.19,32,19.789,52.006
"Class2",34.387,58.711,19.914,63.507,"X","H",15.758,63.185,42,21.485,16.465
"Class3",42.901,35.46,28.858,NA,"Z","T",17.176,22.782,57,69.264,39.001
"Class5",86.326,40.23,16.005,43.752,"N","A",29.465,61.5,32,7.106,75.623
"Class4",71.846,57.351,17.021,49.153,"G","M",73.351,78.933,33,32.745,70.426
"Class4",58.915,59.95,4.086,48.029,"Z","C",76.27,80.375,31,48.431,73.345
"Class4",43.017,59.92,18.216,38.345,"G","M",71.489,78.323,34,46.4,78.321
"Class2",2.783,59.907,12.907,82.494,"F","N",40.974,63.694,30,30.396,39.737
"Class2",45.365,69.112,28.685,72.543,"X","W",61.031,63.353,26,21.362,36.358
"Class4",50.696,57.543,11.677,54.7,"K","Z",46.422,76.342,30,56.276,52.03
"Class4",63.433,57.125,13.736,45.083,"Z","M",94.809,80.841,30,52.262,51.52
"Class2",33.306,51.33,10.655,86.898,"F","H",26.385,63.639,14,14.344,3.368
"Class2",55.635,70.348,15.255,54.809,"K","W",73.314,68.848,44,24.283,60.118
"Class3",61.989,26.086,35.79,59.531,"S","T",19.318,33.935,77,78.026,40.426
"Class4",30.547,58.757,8.71,53.755,"W","Z",58.612,75.994,30,36.091,76.711
"Class2",24.425,61.064,24.932,74.437,"K","W",33.421,66.674,11,9.508,35.526
"Class1",43.348,29.103,75.638,58.623,"T","R",79.897,24.769,27,37.525,47.842
"Class3",47.358,26.296,33.106,51.628,NA,"U",11.249,62.382,73,86.345,47.69
"Class4",56.875,57.087,9.763,31.789,"W","W",63.346,80.76,34,61.889,57.78
"Class4",30.451,58.327,15.493,51.33,"Q","C",79.17,76.461,30,53.378,89.444
"Class3",34.981,36.267,35.422,40.277,"S","U",15.052,24.87,81,74.973,42.298
"Class3",86.684,30.205,28.813,46.457,"Z","A",10.591,31.094,56,84.299,43.248
"Class4",54.55,59.587,12.171,43.096,"Z","Z",76.445,76.68,30,42.434,58.896
"Class5",86.135,10.204,16.126,48.338,"A","G",16.132,20.275,23,6.061,56.525
"Class2",4.366,45.614,9.994,83.993,"R","W",32.323,64.588,16,10.803,35.562
"Class3",68.937,26.109,28.334,39.047,"S","A",16.798,40.378,63,83.328,35.932
"Class5",87.652,21.677,15.526,49.389,"I","A",22.758,5.688,33,38.725,64.144
"Class5",85.493,74.309,15.788,46.499,"I","X",18,15.899,27,43.365,63.504
"Class5",81.019,55.566,15.42,45.472,"A","G",18.336,13.701,37,11.097,67.705
"Class4",66.971,59.329,11.979,48.709,"K","C",45.093,78.118,31,35.36,60.88
"Class2",39.277,80.346,28.151,82.467,"F","Z",42.121,65.078,36,7.457,72.145
"Class2",21.845,63.824,22.326,63.2,"D","W",39.227,66.239,47,23.994,8.876
"Class2",29.585,55.513,35.974,65.351,"D","B",35.843,67.095,44,22.847,27.929
"Class3",53.342,38.132,27.447,53.143,"S","A",17.402,79.84,83,76.998,37.139
"Class5",89.083,43.959,16.68,42.999,"L","A",20.203,69.182,7,43.099,75.604
"Class3",47.243,29.93,35.68,38.916,"A","T",16.405,21.106,75,74.507,50.007
"Class3",43.521,41.981,34.913,NA,"Z","U",18.992,36.437,68,89.196,40.858
"Class1",14.637,53.463,76.161,60.766,"W","V",76.139,24.458,44,23.684,-12.891
"Class4",48.992,57.745,10.617,42.686,"G","M",44.79,79.562,29,46.3,63.082
"Class4",52.74,59.247,5.435,52.494,"W","Z",81.149,78.209,31,42.166,55.778
"Class4",43.951,57.709,18.901,NA,NA,"J",52.054,76.109,34,20.021,49.97
"Class2",33.326,65.866,33.208,62.752,"F","N",43.768,68.89,24,21.815,27.805
"Class2",21.703,64.418,36.584,52.592,"F","B",21.776,68.041,35,13.411,34.943
"Class2",2.487,80.721,26.088,61.458,"R","H",16.738,63.777,18,6.105,42.868
"Class5",85.635,50.369,15.884,NA,"W","B",16.885,56.023,15,29.223,45.263
"Class2",21.974,73.593,25.026,52.133,"F","B",51.623,64.596,12,22.842,15.303
"Class5",86.777,35.72,15.342,46.912,"N","B",20.403,64.776,34,6.994,66.258
"Class4",58.494,57.631,9.747,35.261,"K","W",76.926,76.356,34,52.878,81.919
"Class2",35.937,79.706,11.013,69.567,"X","N",40.223,65.968,21,33.002,43.777
"Class5",84.76,9.749,16.358,44.579,"W","G",4.286,16.723,34,5.986,63.3
"Class3",15.208,40.271,29.367,35.543,"S","R",15.02,51.128,59,74.619,39.093
"Class4",45.594,58.423,12.139,52.66,"Z","J",97.542,80.706,31,21.645,73.046
"Class5",89.799,55.258,16.204,44.938,"N","G",27.007,22.421,5,24.505,64.581
"Class2",6.979,63.271,40.084,38.607,"R","W",20.982,68.436,17,32.669,28.607
"Class4",82.408,59.984,16.341,42.108,"K","W",65.447,80.2,31,42.973,56.017
"Class2",38.162,69.573,31.066,71.466,"X","B",15.077,66.164,20,4.856,6.205
"Class4",8.746,59.914,15.515,46.702,"W","C",45.158,75.145,32,29.917,74.802
"Class4",38.224,57.284,7.344,37.883,"Z","W",61.879,75.179,31,27.247,80.472
"Class3",55.587,36.062,31.199,27.984,"Z","R",17.802,55.862,62,88.369,40.248
"Class5",82.424,51.042,15.475,46.278,"L","X",9.141,25.278,34,40.901,72.465
"Class4",54.088,57.896,13.646,46.88,"Z","J",87.38,77.787,34,53.177,85.596
"Class2",2.16,48.218,29.306,67.764,"X","W",56.861,67.713,5,22.979,40.977
"Class3",84.698,26.303,34.195,39.647,"J","T",15.592,72.107,61,72.693,30.837
