"JBT1","RNA2","XJB3","UAS4","YOU5","Output15","EZQ6","RPB7","WOI8","FZT9"
64,31.076,40.56,97.702,71.64,"Class5","Z",54.129,66.337,23.946
44,57.842,48.362,88.849,37.333,"Class3","T",70.076,6.054,46.334
39,76.943,46.139,86.992,69.888,"Class3","N",70.955,15.643,47.481
16,71.068,44.066,84.038,89.55,"Class3","I",73.008,1.548,47.054
11,66.095,44.765,89.959,82.093,"Class3","I",73.265,25.903,47.02
26,30.883,45.803,59.2,71.074,"Class4","X",64.031,42.203,12.569
69,42.982,32.336,94.686,87.424,"Class5","Z",35.994,66.806,30.013
55,33.878,31.984,26.451,79.246,"Class1","K",80.613,64.913,66.165
77,13.252,69.089,25.841,80.152,"Class2","H",52.024,33.339,51.722
20,56.356,50.582,90.375,43.483,"Class3","I",71.246,11.765,47.118
51,42.228,-8.428,83.045,68.184,"Class5","P",30.919,66.208,35.126
68,13.348,75.942,65.823,12.757,"Class2","K",57.942,46.808,51.859
14,91.5,59.745,57.182,69.81,"Class4","S",63.567,74.671,12.735
64,33.745,8.842,77.927,59.997,"Class5","W",22.746,66.022,34.597
61,26.568,43.731,80.727,84.116,"Class1","U",70.964,88.772,65.379
16,46.268,44.316,90.998,13.975,"Class3","S",68.06,14.671,47.652
28,NA,29.44,94.918,71.885,"Class5","W",35.172,66.259,42.14
57,15.083,63.992,18.408,31.637,"Class2","K",46.089,35.206,51.179
36,9.231,37.288,83.225,63.961,"Class5","P",48.331,66.66,30.754
22,81.487,47.42,83.946,81.559,"Class3","N",68.255,18.83,46.036
55,61.912,59.11,64.202,74.787,"Class4","X",31.559,57.411,12.323
67,12.296,4.316,78.501,67.864,"Class5","S",71.89,66.831,37.619
28,-7.272,75.367,81.794,23.851,"Class2","T",52.678,28.078,51.114
56,39.104,47.565,61.028,72.139,"Class4","C",80.536,61.633,12.688
49,47.601,52.122,59.47,72.214,"Class4","C",31.481,76.366,12.556
85,9.192,59.584,58.471,75.891,"Class4","H",21.352,74.26,12.365
48,31.98,24.111,75.101,67.829,"Class5","W",58.236,66.12,32.409
46,77.228,43.506,84.569,76.354,"Class3","Q",71.711,6.816,47.664
57,20.593,27.702,78.36,71.052,"Class1","K",35.849,29.571,63.823
36,54.579,20.591,71.954,58.706,"Class5","Z",57.5,66.299,29.56
57,23.052,31.79,93.571,96.587,"Class1","X",68.277,77.377,66.149
56,44.529,42.109,48.686,78.938,"Class1","F",59.054,83.021,69.863
33,20.381,40.996,61.844,77.032,"Class4","C",13.788,46.968,12.265
64,7.211,10.11,67.912,71.096,"Class5","Q",47.686,66.827,28.932
54,33.392,73.367,56.697,79.025,"Class1","U",48.065,49.714,68.259
56,21.512,24.101,82.415,101.724,"Class1","T",87.718,21.488,66.342
35,22.073,27.347,76.721,64.115,"Class5","Z",55.223,66.027,41.872
56,32.682,20.008,18.993,91.024,"Class1","K",18.465,39.175,68.753
50,51.487,44.163,80.343,78.345,"Class3","Q",73.723,10.527,47.636
16,61.785,58.332,62.671,72.973,"Class4","C",54.022,75.678,12.49
38,16.641,75.508,71.533,112.744,"Class2","Y",53.01,13.653,51.173
72,73.495,53.835,64.586,70.451,"Class4","C",54.433,43.429,12.884
26,65.086,50.984,86.132,-12.237,"Class3","I",74.919,11.351,46.435
29,43.53,9.369,69.397,76.516,"Class5","W",42.152,66.008,25.661
55,13.966,68.006,87.863,24.556,"Class2","Y",49.012,47.8,51.437
11,73.319,42.037,90.727,89.231,"Class3","N",79.826,30.442,46.635
27,10.669,71.18,54.91,-6.313,"Class2","X",52.675,45.341,51.262
44,19.007,20.487,77.308,50.998,"Class5","Q",44.754,66.571,27.638
69,18.663,40.442,86.899,76.485,"Class5","Z",29.758,66.918,39.137
54,-8.445,48.04,56.607,71.187,"Class4","I",42.386,82.147,12.597
48,36.551,47.8,61.831,72.067,"Class4","H",43.643,45.435,12.797
40,72.961,45.191,82.696,67.633,"Class3","T",56.377,1.916,46.791
47,53.428,NA,97.015,65.592,"Class5","W",49.926,66.087,27.284
81,78.608,70.389,61.048,72.384,"Class4","S",56.201,40.118,12.736
64,76.007,NA,56.18,72.652,"Class4","I",66.195,43.701,12.47
53,32.387,NA,90.763,101.101,"Class1","X",45.983,53.95,64.811
21,70.328,45.842,84.935,57.317,"Class3","T",65.182,12.834,47.769
37,30.865,36.13,80.994,53.408,"Class5","W",27.968,66.779,23.143
63,23.625,32.19,48.158,90.194,"Class1","F",57.973,48.905,64.526
19,75.13,39.257,62.241,72.709,"Class4","C",52.381,39.594,12.128
58,11.882,41.371,33.232,89.941,"Class1","U",55.837,18.41,68.49
52,24.198,NA,55.912,43.222,"Class2","K",51.469,7.535,51.774
55,17.212,73.67,48.44,44.728,"Class2","K",53.308,24.968,51.36
73,28.163,NA,62.553,71.516,"Class4","I",41.054,30.039,12.859
30,44.045,21.125,87.622,76.234,"Class5","Z",34.072,66.249,35.094
82,27.076,30.201,74.121,59.627,"Class5","Z",56.876,66.442,40.874
78,33.682,7.3,82.358,78.396,"Class5","Z",39.453,66.857,40.062
32,47.628,46.844,88.847,59.721,"Class3","T",70.215,11.891,47.556
42,26.555,38.01,84.554,57.118,"Class5","Q",61.691,66.455,35.709
55,29.285,39.849,37.116,107.021,"Class1","U",89.392,36.226,68.177
24,54.843,45.57,62.475,71.525,"Class4","H",60.051,31.303,12.523
44,77.209,51.079,79.392,84.801,"Class3","I",69.281,30.159,46.524
33,38.115,-4.27,70.575,69.071,"Class5","S",65.632,66.959,40.466
56,NA,71.136,35.662,88.472,"Class1","F",30.983,34.629,65.734
24,30.453,41.984,60.937,72.935,"Class4","H",54.736,62.315,12.529
42,NA,46.76,80.42,27.613,"Class3","S",76.263,23.956,46.402
45,16.547,64.662,80.205,70.13,"Class2","Y",52.927,31.133,51.53
31,NA,48.06,88.557,110.107,"Class3","S",64.134,23.707,46.877
43,9.387,NA,22.722,55.107,"Class2","X",50.729,41.939,51.86
51,49.488,40.8,74.33,74.361,"Class5","Z",58.622,66.352,37.358
46,16.09,63.338,18.433,21.652,"Class2","K",58.108,9.248,51.06
75,51.748,-12.806,70.068,71.196,"Class5","Q",25.367,66.171,38.234
77,74.17,60.804,62.381,65.614,"Class4","S",43.556,19.624,12.406
55,46.765,18.41,75.403,85.383,"Class1","T",54.061,29.254,66.812
62,16.887,21.014,28.886,92.004,"Class1","U",43.047,82.618,63.273
61,42.298,-5.352,52.863,80.794,"Class1","T",20.06,70.233,64.477
39,21.962,16.259,72.076,58.929,"Class5","Z",54.658,66.274,31.345
45,30.581,15.647,77.303,70.334,"Class5","Z",73.698,66.889,39.199
53,34.391,21.729,80.394,83.06,"Class1","F",57.473,59.309,65.643
60,46.608,59.835,83.634,97.843,"Class1","K",89.609,20.323,64.607
25,15.096,53.395,56.873,68.861,"Class4","H",32.376,19.777,12.96
81,74.141,55.574,61.021,71.595,"Class4","C",42.346,66.829,12.674
40,73.034,45.282,87.821,90.296,"Class3","Q",78.358,17.97,47.507
57,13.934,78.127,42.306,5.459,"Class2","T",45.582,25.192,51.363
86,62.398,49.829,57.111,72.142,"Class4","S",70.962,45.241,12.806
74,NA,73.945,29.354,-40.091,"Class2","X",48.742,5.407,51.051
45,6.548,80.018,27.508,-18.024,"Class2","H",51.031,28.79,51.001
69,33.136,17.241,95.683,75.469,"Class5","P",50.575,66.745,41.471
62,18.913,39.419,60.731,93.884,"Class1","F",40.385,40.694,69.962
81,9.885,64.667,31.815,76.265,"Class2","T",60.428,28.772,51.428
21,NA,40.253,85.364,39.598,"Class3","T",62.403,8.733,47.14
75,52.126,53.619,63.853,71.486,"Class4","I",41.286,78.389,12.856
54,44.406,23.505,97.586,68.246,"Class5","Q",64.026,66.702,26.614
53,51.842,31.999,45.308,73.21,"Class1","U",69.511,22.342,67.075
35,NA,52.01,57.555,73.938,"Class4","H",49.826,14.981,12.167
40,36.947,50.406,56.327,75.041,"Class4","X",35.743,72.067,12.408
34,63.153,47.98,81.392,76.99,"Class3","T",77.91,4.644,47.778
18,65.277,43.21,84.23,68.831,"Class3","N",66.029,31.142,46.042
64,31.909,7.08,65.748,64.803,"Class5","S",49.403,66.108,41.063
17,74.816,49.433,88.143,106.149,"Class3","T",63.159,9.208,46.931
42,56.871,46.487,79.954,74.239,"Class3","S",65.069,14.984,47.502
7,66.313,46.283,85.212,83.885,"Class3","Q",78.959,0.83,47.782
41,17.129,80.169,77.431,105.183,"Class2","K",52.802,13.214,51.217
54,29.143,44.099,27.227,94.822,"Class1","K",82.443,63.468,66.253
37,3.536,76.776,29.047,52.541,"Class2","T",60.159,15.315,51.166
65,94.292,53.817,59.833,74.959,"Class4","C",57.658,42.342,12.472
81,42.773,24.213,67.151,67.036,"Class5","P",49.79,66.363,26.162
63,NA,18.218,68.688,44.008,"Class5","S",22.679,66.95,35.595
54,26.848,49.051,45.526,88.758,"Class1","K",44.322,46.886,66.426
39,36.27,44.044,88.818,63.925,"Class5","W",66.203,66.744,28.736
70,9.43,67.61,46.699,77.705,"Class2","T",47.927,9.197,51.297
62,NA,54.172,64.323,74.158,"Class4","X",58.403,75.504,12.382
34,66.992,34.153,79.605,71.107,"Class5","Q",56.336,66.83,23.755
59,26.219,17.789,33.432,89.125,"Class1","F",87.674,50.95,64.711
57,NA,40.294,50.82,92.943,"Class1","X",67.488,38.968,67.448
26,11.657,58.218,59.35,73.266,"Class4","X",40.481,89,12.874
74,10.515,69.165,85.34,70.412,"Class2","Y",55.022,10.199,51.041
14,60.275,51.168,83.662,48.718,"Class3","I",78.189,15.669,46.663
63,16.616,36.256,83.218,77.09,"Class5","Z",59.366,66.468,35.42
50,42.279,24.784,85.351,58.683,"Class5","P",60.356,66.939,28.48
5,35.9,45.766,88.992,19.072,"Class3","I",70.147,13.236,46.699
54,27.667,72.591,50.651,94.215,"Class1","T",52.623,79.972,64.128
47,17.819,74.63,54.017,28.732,"Class2","K",56.041,14.415,51.344
56,11.221,70.057,33.362,19.743,"Class2","T",48.579,36.035,51.37
50,19.696,-9.399,89.859,69.617,"Class5","Q",83.034,66.704,28.271
49,37.752,NA,58.186,71.009,"Class4","C",55.728,58.33,12.317
26,43.32,45.013,56.415,70.492,"Class4","X",44.624,21.854,12.045
30,47.221,9.449,97.124,79.151,"Class5","Q",41.329,66.149,39.674
49,28.711,28.444,71.012,53.806,"Class5","Z",57.67,66.355,30.79
40,32.775,27.052,90.175,82.929,"Class5","Q",51.356,66.358,36.026
72,3.982,67.076,33.731,65.567,"Class2","X",58.821,30.699,51.568
29,55.299,54.12,58.772,72.475,"Class4","H",45.515,23.927,12.848
45,35.289,20.581,84.872,66.338,"Class5","Z",56.796,66.343,33.957
21,88.669,46.858,81.403,46.687,"Class3","N",68.292,28.495,46.377
18,61.407,59.301,64.32,71.262,"Class4","C",40.262,70.89,12.596
53,27.966,36.511,65.482,83.507,"Class1","X",46.038,85.114,69.426
80,39.292,23.68,74.666,71.221,"Class5","P",45.659,66.338,31.397
7,NA,46.7,79.213,58.694,"Class3","N",73.39,20.991,47.057
31,51.536,45.027,86.005,84.948,"Class3","T",72.032,12.282,46.931
34,31.508,55.057,57.319,75.275,"Class4","I",52.782,72.626,12.852
65,16.043,67.434,88.751,86.516,"Class2","Y",58.181,31.761,51.59
57,NA,44.564,18.157,86.358,"Class1","X",33.166,69.269,63.461
28,18.32,79.616,33.37,79.383,"Class2","Y",49.858,19.527,51.174
54,23.865,50.122,59.779,98.799,"Class1","X",66.806,28.76,68.067
37,NA,39.55,80.552,70.007,"Class3","I",71.133,1.346,46.291
80,4.996,75.54,43.721,45.213,"Class2","T",49.428,44.634,51.099
47,64.273,46.682,79.068,55.384,"Class3","T",68.754,30.976,47.623
86,-22.376,43.779,56.665,71.492,"Class4","S",47.328,44.896,12.847
58,25.584,46.962,55.74,81.708,"Class1","T",39.229,54.869,67.253
52,46.324,37.61,85.9,59.476,"Class5","Q",50.61,66.607,22.406
21,41.085,43.679,58.367,73.412,"Class4","C",67.422,20.06,12.708
41,36.217,28.264,66.459,47.221,"Class5","P",41.036,66.446,42.034
76,27.578,15.422,86.308,56.558,"Class5","S",42.256,66.811,33.56
9,43.071,46.619,83.339,51.401,"Class3","I",75.784,1.605,46.828
8,66.531,44.771,85.354,19.293,"Class3","Q",68.765,23.627,47.876
44,13.776,45.527,57.941,73.987,"Class4","H",48.928,91.944,12.734
16,65.351,46.753,83.74,29.716,"Class3","S",72.183,21.341,46.489
52,8.18,72.813,56.966,37.957,"Class2","T",56.898,36.93,51.353
59,17.707,66.642,57.667,89.608,"Class2","T",58.043,47.678,51.999
15,32.618,51.899,59.574,75.632,"Class4","C",66.586,27.035,12.749
46,24.164,63.77,93.332,81.764,"Class2","K",54.35,4.094,51.323
91,2.177,54.928,64.714,77.691,"Class4","X",59.629,53.225,12.735
12,51.609,49.431,62.272,74.385,"Class4","I",46.391,27.605,12.525
31,18.118,61.258,42.837,67.803,"Class2","H",49.96,3.876,51.657
74,80.603,55.508,64.845,74.217,"Class4","I",25.499,20.661,12.717
40,17.959,NA,26.091,49.936,"Class2","K",49.11,46.231,51.671
51,36.75,39.949,60.92,69.399,"Class4","C",51.251,55.547,12.614
58,31.706,43.401,24.061,94.372,"Class1","T",65.354,55.974,66.746
24,13.688,34.995,57.722,72.295,"Class4","X",34.919,23.309,12.108
66,36.556,28.093,73.189,65.521,"Class5","Q",40.407,66.573,30.229
28,13.835,69.796,70.654,69.01,"Class2","X",45.86,29.455,51.873
6,70.938,46.847,86.109,58.368,"Class3","Q",62.603,4.104,46.618
55,29.06,10.989,18.768,75.684,"Class1","U",83.744,31.193,69.079
1,79.389,47.866,85.653,49.225,"Class3","T",68.215,9.685,47.539
30,NA,49.372,63.784,70.615,"Class4","S",34.001,16.021,12.014
54,44.989,13.715,83.737,65.334,"Class5","Z",45.489,66.391,22.965
63,8.326,71.878,61.964,76.253,"Class2","T",48.925,20.989,51.733
17,78.396,46.631,86.874,45.838,"Class3","S",63.821,13.446,46.294
18,57.812,49.241,80.555,31.292,"Class3","I",72.198,12.637,47.673
49,20.516,67.09,65.876,56.472,"Class2","Y",48.228,11.353,51.497
82,6.137,77.594,21.247,72.664,"Class2","T",53.685,24.41,51.073
62,32.182,NA,89.198,91.252,"Class1","X",48.994,50.307,68.852
67,64.707,27.925,80.956,62.63,"Class5","S",51.093,66.784,24.536
20,12.91,51.844,64.962,72.965,"Class4","S",31.133,24.687,12.307
34,20.057,50.449,58.758,73.452,"Class4","C",36.551,31.779,12.166
63,10.431,74.294,92.491,50.911,"Class2","H",47.022,38.316,51.21
59,9.209,13.981,86.842,92.78,"Class1","K",71.644,70.968,68.293
21,63.298,52.375,85.967,40.342,"Class3","Q",66.797,13.208,47.727
54,11.498,NA,52.151,61.232,"Class2","Y",47.523,42.27,51.326
43,45.589,50.947,64.901,72.944,"Class4","X",40.165,40.915,12.568
85,1.996,64.903,67.439,13.483,"Class2","X",55.914,17.498,51.033
34,10.507,78.413,74.119,8.872,"Class2","H",52.107,8.043,51.407
24,79.786,43.199,60.998,71.168,"Class4","S",57.411,19.068,12.776
50,-3.715,56.775,59.985,73.791,"Class4","C",74.006,30.203,12.682
9,66.034,46.854,83.734,82.43,"Class3","S",76.173,11.005,46.839
70,12.965,71.241,79.557,25.813,"Class2","X",46.767,23.052,51.443
14,52.862,55.123,61.656,73.289,"Class4","I",26.033,51.506,12.239
3,72.64,45.306,89.288,52.548,"Class3","N",78.574,30.67,47.898
32,50.612,51.102,56.518,75.577,"Class4","H",65.203,40.096,12.524
53,15.485,29.93,85.203,71.213,"Class5","S",61.927,66.917,39.227
58,50.181,77.68,36.775,86.104,"Class1","T",50.603,46.395,68.648
65,14.337,13.436,88.575,70.072,"Class5","P",48.847,66.42,36.715
55,7.81,66.073,51.439,70.874,"Class1","U",69.645,69.308,67.237
55,45.293,20.068,98.286,72.171,"Class5","Q",39.271,66.921,38.308
81,11.483,67.036,86.766,85.524,"Class2","H",57.93,29.056,51.244
26,66.957,47.296,85.757,99.711,"Class3","T",68.459,30.295,46.376
43,30.023,69.168,81.606,56.02,"Class2","X",52.388,47.521,51.227
28,4.462,76.605,50.667,35.874,"Class2","Y",48.274,29.074,51.258
60,55.649,53.197,63.195,75.676,"Class4","S",50.967,52.961,12.841
24,52.107,56.684,57.925,72.244,"Class4","I",45.303,70.358,12.268
57,13.284,37.399,28.729,92.441,"Class1","U",65.045,37.275,69.581
70,15.413,66.205,54.06,28.074,"Class2","X",52.848,45.389,51.761
34,24.307,46.924,89.345,67.804,"Class5","S",51.786,66.969,36.744
54,NA,17.753,69.122,107.472,"Class1","F",55.312,61.428,69.474
37,35.224,6.256,86.778,79.874,"Class5","W",45.456,66.635,41.563
47,73.324,NA,85.442,69.822,"Class3","S",67.043,4.636,47.668
69,15.466,64.51,78.466,37.991,"Class2","Y",57.129,15.72,51.039
54,46.767,12.866,82.358,65.381,"Class5","S",36.915,66.246,32.211
29,11.903,74.16,66.933,37.985,"Class2","K",50.036,35.802,51.638
36,14.154,24.244,93.064,66.346,"Class5","P",63.911,66.519,30.814
33,34.233,25.468,84.901,61.929,"Class5","P",59.417,66.5,27.537
66,9.674,49.239,75.193,72.27,"Class5","Z",45.232,66.534,35.925
16,73.092,44.149,82.387,76.455,"Class3","I",75.489,6.962,47.579
57,28.94,25.494,84.494,79.391,"Class1","K",49.998,45.515,69.619
4,53.233,41.659,88.322,71.774,"Class3","S",75.055,4.425,47.597
55,36.549,17.236,57.846,81.222,"Class1","U",59.988,57.585,68.606
61,11.918,59.178,93.079,78.296,"Class1","T",82.873,64.344,68.473
56,29.265,51.772,58.559,69.851,"Class1","X",43.842,77.912,66.067
7,40.978,46.874,85.587,92.519,"Class3","Q",70.869,18.058,46.558
61,37.725,90.22,26.717,88.222,"Class1","T",48.795,20.819,66.534
30,49.629,24.763,65.552,61.563,"Class5","Q",61.102,66.521,42.8
40,22.44,60.513,57.657,70.986,"Class4","C",34.869,56.118,12.972
53,9.005,63.509,22.647,58.735,"Class2","Y",52.979,15.823,51.497
61,28.819,34.937,55.197,77.263,"Class1","X",55.329,32.163,69.298
33,NA,35.903,77.751,60.073,"Class5","Z",44.206,66.334,38.922
62,37.386,31.278,54.537,68.345,"Class1","X",51.976,43.98,69.804
50,20.684,74.252,83.007,41.973,"Class2","K",52.989,47.069,51.593
48,NA,44.572,88.565,71.96,"Class5","Q",26.862,66.051,27.971
46,63.737,51.09,86.815,69.7,"Class3","I",67.171,7.86,47.182
61,21.198,7.779,59.576,90.715,"Class1","T",58.876,87.317,65.639
74,16.532,67.856,86.584,-19.18,"Class2","H",52.113,18.098,51.873
44,20.422,70.734,80.197,56.536,"Class2","T",44.832,18.925,51.169
31,7.614,76.603,45.917,100.447,"Class2","K",57.937,24.467,51.537
77,NA,17.944,95.551,75.778,"Class5","Z",43.356,66.583,40.984
33,59.971,54.111,61.261,74.576,"Class4","S",64.268,56.181,12.066
70,27.689,49.678,61.177,71.192,"Class4","H",38.695,32.743,12.436
46,11.356,78.161,32.265,10.336,"Class2","X",57.807,48.837,51.634
59,29.089,54.216,90.607,82.589,"Class1","F",70.306,29.116,69.519
19,80.089,44.661,85.715,62.589,"Class3","Q",75.22,30.683,47.076
31,20.051,78.77,25.827,48.75,"Class2","X",45.24,7.082,51.121
53,37.287,34.312,83.613,82.301,"Class5","W",57.724,66.857,39.403
35,19.288,72.125,44.475,54.746,"Class2","H",53.256,41.89,51.269
90,49.985,46.894,62.692,74.522,"Class4","C",38.366,54.205,12.362
38,69.629,46.287,80.409,101.917,"Class3","I",64.928,20.918,47.107
69,45.486,26.911,65.572,62.083,"Class5","P",77.191,66.886,30.142
54,12.815,47.415,85.974,84.002,"Class1","U",66.295,83.391,64.326
34,74.529,43.011,87.559,66.379,"Class3","S",77.574,18.229,47.798
58,36.989,56.551,29.273,92.835,"Class1","T",69.106,79.907,64.97
28,38.163,12.426,94.903,71.991,"Class5","Z",48.589,66.807,26.113
49,56.174,32.538,56.273,73.238,"Class4","H",62.953,36.596,12.599
34,10.641,75.759,51.598,49.159,"Class2","T",51.673,28.561,51.366
13,75.78,50.371,59.051,72.797,"Class4","H",21.395,84.158,12.33
8,60.846,45.034,80.193,72.583,"Class3","S",75.212,15.077,47.351
84,35.545,46.613,60.78,74.883,"Class4","X",28.424,38.066,12.223
17,53.161,43.899,84.797,78.187,"Class3","T",70.208,26.238,47.211
54,19.817,73.175,66.795,93.085,"Class1","U",74.118,79.947,65.421
47,71.513,48.106,84.898,69.225,"Class3","N",71.891,8.301,46.258
34,65.327,47.093,80.3,64.847,"Class3","I",68.677,26.202,47.98
74,43.661,9.466,70.737,69.073,"Class5","P",47,66.733,41.216
60,26.981,70.029,73.797,97.744,"Class1","X",50.722,62.45,64.229
55,NA,37.793,54.057,93.457,"Class1","X",70.441,37.879,67.84
56,37.367,NA,63.624,82.768,"Class1","K",40.381,50.304,69.045
45,7.314,65.551,47.131,16.194,"Class2","Y",49.629,44.305,51.85
57,13.448,61.917,70.259,86.005,"Class1","K",55.032,19.151,63.081
54,12.183,68.938,72.041,43.572,"Class2","T",55.892,5.226,51.394
57,3.471,73.425,88.775,46.847,"Class2","Y",53.322,5.941,51.483
41,3.329,60.922,87.403,59.388,"Class2","X",50.414,48.131,51.336
61,38.341,21.042,25.07,88.536,"Class1","T",78.264,44.864,67.957
63,47.459,57.455,61.619,98.584,"Class1","K",81.336,85.445,64.403
11,75.742,44.325,82.857,21.935,"Class3","S",72.448,6.644,47.687
60,9.842,79.487,78.409,92.713,"Class1","X",35.39,50.75,66.589
67,48.309,29.517,93.929,71.902,"Class5","P",48.474,66.668,42.416
43,45.138,-8.325,94.754,58.897,"Class5","W",40.568,66.964,36.649
24,53.804,67.7,57.718,74.566,"Class4","S",60.235,52.849,12.699
85,10.525,72.668,61.493,91.397,"Class2","H",48.144,22.801,51.429
60,35.971,71.622,39.335,89.883,"Class1","X",69.861,68.705,65.253
7,54.497,44.717,89.275,54.269,"Class3","S",69.427,28.246,46.974
18,NA,44.697,81.761,31.719,"Class3","T",72.156,14.602,47.769
29,87.125,38.506,62.802,74.161,"Class4","X",68.12,66.836,12.195
62,9.729,75.829,53.693,35.526,"Class2","Y",49.127,13.662,51.16
55,22.041,76.353,72.214,45.287,"Class2","T",45.675,44.989,51.319
46,21.821,66.121,53.336,22.092,"Class2","Y",46.131,11.468,51.016
53,55.526,37.908,81.995,58.302,"Class5","P",63.167,66.069,31.271
68,2.594,73.275,22.342,-5.021,"Class2","T",49.472,12.1,51.208
40,24.481,24.262,69.688,72.497,"Class5","W",40.893,66.901,27.311
48,34.457,37.09,75.49,61.847,"Class5","Z",73.951,66.861,30.631
67,0.916,70.078,25.859,55.055,"Class2","X",44.688,15.659,51.799
48,18.527,70.976,47.16,95.427,"Class2","K",48.66,17.082,51.22
31,13.173,64.187,63.695,73.193,"Class4","H",45.728,74.594,12.765
59,16.286,47.489,57.216,67.652,"Class1","U",68.927,56.598,68.629
42,76.96,47.853,86.882,66.454,"Class3","T",70.519,18.427,47.568
30,26.896,5.323,80.357,60.77,"Class5","P",38.008,66.036,42.496
47,50.05,55.078,64.5,76.059,"Class4","S",21.797,83.782,12.73
57,32.894,67.542,88.284,95.382,"Class1","T",52.68,62.904,63.895
61,24.564,73.477,75.962,93.778,"Class1","U",42.565,70.198,65.447
31,39.613,54.397,64.655,71.633,"Class4","S",65.31,87.858,12.87
77,11.088,70.414,82.553,140.255,"Class2","T",54.473,31.921,51.212
39,46.593,43.392,68.427,76.328,"Class5","Q",47.976,66.46,36.379
41,64.085,50.409,85.881,34.639,"Class3","I",68.346,9.526,46.463
65,14.804,69.108,63.657,92.934,"Class2","X",53.945,8.077,51.924
41,9.559,73.6,22.319,43.849,"Class2","H",48.281,33.536,51.568
11,81.301,46.453,80.261,53.288,"Class3","Q",76.544,18.542,47.937
39,10.667,81.152,38.133,63.316,"Class2","H",46.859,31.575,51.043
31,44.084,45.006,89.768,43.955,"Class3","N",69.976,20.697,47.366
58,14.659,71.512,26.088,61.004,"Class2","X",50.674,36.161,51.614
81,7.348,67.309,84.844,44.066,"Class2","Y",52.817,17.77,51.782
30,62.565,48.505,88.556,68.711,"Class3","T",65.402,24.251,46.242
33,105.959,42.824,58.316,71.458,"Class4","X",67.161,80.502,12.386
44,13.505,72.57,50.104,48.198,"Class2","H",48.877,27.575,51.732
79,13.637,79.55,80.2,45.327,"Class2","T",50.515,14.754,51.202
15,76.974,45.588,81.021,49.094,"Class3","N",68.492,19.226,47.563
