"OJC1","TNS2","HZG3","FMR4","QPZ5","POJ6","Output4","NKG7","NRB8","CUJ9","WRT10","QNS11"
41.444,93.952,62.762,25.841,60,44.397,"Class2","C",26.426,53,80.341,48.023
38.586,2.935,42.683,42.07,22,53.81,"Class3","P",7.682,37,69.309,7.919
98.803,21.048,36.279,44.326,91,62.965,"Class5","U",68.145,58,60.233,65.359
45.354,57.823,51.128,29.745,49,27.37,"Class2","W",45.761,46,80.846,49.391
24.085,57.796,73.6,36.351,23,38.302,"Class4","H",32.007,24,66.029,37.063
56.963,41.686,41.539,14.636,69,26.334,"Class2","C",51.498,50,77.749,49.404
44.798,28.762,50.957,30.55,57,22.819,"Class2","C",45.233,53,77.455,44.889
34.633,73.999,60.271,67.296,26,85.393,"Class1","X",53.31,33,23.005,35.679
60.376,77.012,43.302,24.808,67,44.319,"Class2","A",38.765,50,76.482,50.341
71.987,1.689,51.431,45.199,77,46.675,"Class3","P",7.273,29,59.603,3.191
62.24,2.877,64.461,40.971,50,52.29,"Class3","P",4.703,47,89.521,0.733
55.709,38.902,58.385,15.263,68,43.782,"Class2","C",26.708,60,79.628,48.305
69.739,58.338,48.781,5.45,64,45.84,"Class2","C",45.451,57,76.938,49.503
98.459,36.372,16.946,44.573,96,55.825,"Class5","Z",77.104,70,58.13,82.526
50.241,78.561,30.818,12.556,38,43.299,"Class2","X",8.774,32,81.524,51.591
22.533,85.311,65.699,59.84,33,75.048,"Class1","H",37.772,24,14.232,19.265
NA,49.958,69.237,66.58,12,83.628,"Class1","X",12.428,39,26.337,10.352
98.264,34.502,31.875,43.874,81,58.095,"Class5","D",68.5,76,61.906,28.007
43.76,52.588,63.167,72.675,64,80.928,"Class1","X",32.882,77,4.814,18.57
59.256,49.786,43.387,8.18,47,81.046,"Class2","X",35.893,62,77.862,46.642
98.317,43.336,19.527,42.597,92,30.492,"Class5","H",76.859,63,61.054,63.506
99.056,37.07,39.934,43.656,95,35.127,"Class5","U",73.98,73,62.872,84.065
98.089,23.721,13.894,42.929,90,49.386,"Class5","C",78.515,59,55.284,73.767
98.905,20.359,10.177,42.35,84,52.288,"Class5","C",75.186,70,62.506,41.917
53.083,61.195,40.043,6.881,42,25.395,"Class2","J",20.754,37,78.746,47.735
56.782,1.566,61.722,38.198,55,40.868,"Class3","X",5.604,37,82.823,5.539
98.313,44.971,-5.718,42.289,86,52.459,"Class5","D",73.814,56,59.77,43.285
19.916,65.65,57.595,35.377,14,75.935,"Class1","X",38.246,56,14.125,21.23
32.061,2.404,82.739,41.918,43,56.844,"Class3","X",7.926,49,54.578,7.96
98.389,29.799,16.904,44.489,95,71.792,"Class5","Z",68.366,66,61.188,65.615
31.885,75.598,74.457,64.503,32,94.107,"Class1","H",35.4,69,26.099,94.33
59.395,2.99,80.696,38.553,31,49.223,"Class3","X",0.961,46,81.406,14.019
98.756,39.202,27.826,43.209,78,56.658,"Class5","Z",68.471,61,64.642,33.026
32.155,68.716,87.117,31.894,49,37.923,"Class4","V",67.288,42,64.783,27.834
98.762,15.968,17.675,43.431,79,80.754,"Class5","H",78.938,76,64.076,39.226
51.509,76.085,59.153,27.911,67,-2.428,"Class2","W",13.71,48,81.551,50.067
49.294,93.809,8.13,17.932,43,5.585,"Class2","J",28.808,56,77.437,51.391
35.089,54.517,82.831,51.952,22,37.177,"Class4","H",26.164,10,67.983,28.859
84.76,1.896,8.156,42.757,31,55.292,"Class3","I",6.413,45,69.146,7.334
98.642,19.319,31.529,43.763,89,27.685,"Class5","U",73.551,70,56.063,40.251
98.197,38.914,-7.019,44.199,89,22.686,"Class5","U",75.998,55,55.574,66.852
56.68,84.057,79.587,37.874,19,73.795,"Class1","X",9.356,48,20.41,27.592
98.27,37.673,14.063,43.067,96,54.305,"Class5","D",73.098,75,61.089,70.5
-10.325,45.631,65.217,56.109,58,87.029,"Class1","X",24.094,79,12.016,42.414
98.514,45.669,34.976,44.477,81,42.298,"Class5","Z",69.858,75,62.906,52.292
22.831,60.236,65.355,64.786,43,37.916,"Class4","F",2.792,29,61.96,38.057
41.842,87.255,45.963,16.276,68,39.937,"Class2","X",48.658,42,76.311,49.941
56.247,81.276,77.759,47.069,1,NA,"Class1","P",53.906,71,17.135,-3.247
32.004,52.412,79.797,51.576,40,NA,"Class4","H",72.846,26,61.798,32.163
NA,2.23,56.904,39.134,73,53.092,"Class3","F",5.008,58,84.758,11.017
98.651,40.625,12.794,44.522,96,41.249,"Class5","U",69.707,77,59.97,26.576
98.707,27.176,20.596,43.698,85,49.4,"Class5","H",67.754,74,58.083,76.329
72.686,2.677,57.773,46.37,34,50.289,"Class3","P",1.992,46,84.009,10.779
24.115,57.052,69.433,7.625,14,36.276,"Class4","H",55.212,35,69.061,30.768
39.99,33.251,41.094,10.306,55,-9.552,"Class2","X",46.4,33,79.054,48.801
46.688,1.653,81.11,44.045,24,56.981,"Class3","X",3.769,39,78.259,10.62
60.908,1.874,23.517,37.49,49,52.062,"Class3","F",5.663,79,86.392,12.586
55.797,60.977,74.926,21.051,67,22.442,"Class2","X",44.753,59,80.427,50.342
82.559,2.695,61.53,33.143,25,52.754,"Class3","I",0.046,33,52.482,16.712
39.211,76.917,64.65,23.331,66,38.796,"Class2","C",11.87,44,80.799,51.278
98.481,23.1,27.462,42.31,89,51.775,"Class5","Z",69.359,66,57.966,72.712
33.632,68.317,78.227,54.747,40,38.5,"Class4","Y",12.63,22,66.422,24.382
88.008,2.513,67.152,43.59,53,53.225,"Class3","P",1.072,74,51.976,16.402
37.099,2.658,52.52,34.228,58,46.997,"Class3","W",6.467,60,82.788,15.749
74.598,2.535,84.423,41.245,32,49.605,"Class3","W",0.62,60,63.5,4.879
63.928,82.503,56.725,69.178,17,71.754,"Class1","S",35.714,35,5.645,39.083
75.046,65.801,51.549,52.557,24,94.518,"Class1","X",35.161,54,3.881,56.233
40.671,72.457,80.326,19.654,44,17.906,"Class2","X",27.968,56,76.283,46.328
53.705,2.684,50.802,34.725,52,50.222,"Class3","W",0.986,61,78.547,1.142
62.223,64.818,67.184,42.411,55,84.444,"Class1","Q",32.869,52,26.861,19.131
27.191,70.085,78.987,27.53,17,37.963,"Class4","F",30.697,18,57.653,41.697
74.095,2.914,41.188,35.319,72,42.56,"Class3","X",3.369,74,86.385,13.406
28.181,2.897,114.161,40.135,18,47.621,"Class3","P",0.549,71,71.67,11.499
NA,64.603,73.439,35.032,35,38.175,"Class4","H",61.038,34,68.029,49.978
97.966,24.717,-41.292,42.984,95,48.171,"Class5","Z",73.845,68,63.139,80.917
23.984,71.949,68.058,12.962,38,36.48,"Class4","F",49.974,20,56.19,39.583
20.115,57.276,58.439,65.095,29,36.342,"Class4","H",75.328,32,66.35,25.147
NA,70.661,63.686,80.127,46,38.779,"Class4","D",68.507,42,64.537,39.441
61.068,61.24,49.248,21.993,39,16.385,"Class2","J",30.01,61,79.672,51.616
10.814,65.589,70.723,37.139,17,36.717,"Class4","H",62.344,35,68.278,37.706
30.016,55.188,74.334,18.578,27,37.979,"Class4","F",73.948,31,65.735,48.814
52.444,82.493,64.656,49.359,19,84.042,"Class1","Q",33.139,64,21.086,43.37
34.432,2.128,50.371,45.768,32,43.951,"Class3","I",7.109,79,61.822,16.704
31.734,66.212,71.176,37.105,34,91.384,"Class1","P",43.501,62,4.501,48.013
26.981,69.116,96.116,26.972,46,38.338,"Class4","V",33.391,21,62.991,53.199
33.174,65.498,53.194,65.8,40,98.73,"Class1","X",14.801,90,25.876,35.69
98.501,44.908,29.756,44.321,87,44.967,"Class5","D",67.531,68,62.938,60.68
NA,27.513,24.047,42.661,77,56.775,"Class5","C",79.715,58,60.289,49.974
98.912,15.253,7.449,43.762,79,41.237,"Class5","Z",74.048,75,57.602,67.007
41.608,59.626,55.627,30.848,42,28.42,"Class2","A",27.199,38,76.279,51.468
56.142,55.736,55.394,51.351,54,85.195,"Class1","X",16.352,56,11.586,37.184
78.003,60.128,66.092,60.187,12,82.325,"Class1","X",51.026,46,17.404,46.009
76.884,2.269,63.236,41.636,49,49.684,"Class3","P",1.009,52,69.571,4.638
67.524,54.99,56.072,36.316,11,71.184,"Class1","H",27.036,71,29.218,50.814
42.856,2.713,40.588,34.214,10,55.567,"Class3","P",1.621,60,76.909,12.326
61.495,74.829,42.285,17.088,60,13.786,"Class2","J",40.986,38,76.222,48.115
52.129,80.809,27.037,29.047,66,67.086,"Class2","X",41.19,49,79.377,48.171
30.927,59.682,66.388,9.925,40,37.345,"Class4","F",72.211,45,70.379,40.431
51.304,46.323,70.441,37.107,38,105.17,"Class1","Q",16.15,38,8.602,50.46
8.002,67.656,92.408,44.18,18,NA,"Class4","H",1.815,39,55.329,42.491
76.197,49.945,67.221,51.367,27,82.969,"Class1","X",18.253,49,9.737,42.442
36.715,64.022,70.048,70.92,20,NA,"Class4","V",5.636,32,73.401,44.034
98.58,46.284,-3.922,43.622,90,57.679,"Class5","D",79.442,73,55.643,63.569
-2.55,59.772,70.346,41.652,31,98.188,"Class1","P",49.938,40,14.2,31.152
27.509,69.954,61.869,73.789,24,39.276,"Class4","F",55.289,14,68.304,34.45
53.5,93.59,34.112,5.09,68,31.566,"Class2","W",39.77,54,77.679,47.392
58.638,53.949,42.738,64.571,14,82.236,"Class1","X",24.588,63,12.795,51.124
98.355,15.973,38.623,43.252,82,65.643,"Class5","Z",68.477,75,55.621,44.981
31.357,50.722,71.628,59.537,34,37.768,"Class4","Y",26.084,44,60.873,27.966
98.385,26.987,20.374,43.87,80,54.278,"Class5","Z",74.666,79,58.123,64.245
54.103,39.379,54.981,22.39,39,58.705,"Class2","C",8.896,54,80.641,47.728
57.141,68.257,64.739,67.432,6,72.582,"Class1","Q",43.396,84,8.007,34.83
45.282,1.694,94.544,45.713,40,46.314,"Class3","X",4.84,35,73.245,15.518
51.415,80.892,88.64,47.669,32,76.074,"Class1","Q",29.438,82,24.197,30.799
98.105,22.777,19.942,43.733,79,68.612,"Class5","D",79.668,70,61.329,85.754
32.584,66.132,45.085,11.779,59,1.705,"Class2","C",30.007,55,77.374,48.184
55.389,88.424,54.16,29.178,61,37.499,"Class2","A",38.026,57,78.488,51.983
38.723,37.045,27.022,26.129,62,37.474,"Class2","A",50.628,45,78.916,50.59
2.05,62.352,70.505,45.65,16,65.655,"Class1","X",8.933,53,24.989,36.326
56.22,50.036,71.112,14.901,68,53.161,"Class2","J",16.429,51,80.754,45.625
98.667,16.943,20.12,44.873,91,66.321,"Class5","U",69.154,56,63.276,48.959
48.48,93.267,44.926,20.153,56,-24.041,"Class2","A",44.809,60,78.298,47.721
56.186,93.034,37.294,22.847,67,22.61,"Class2","J",46.597,38,80.587,46.464
98.206,17.87,5.699,44.214,78,33.73,"Class5","D",68.902,75,58.779,69.954
51.543,90.078,71.668,14.946,59,36.413,"Class2","X",11.126,40,77.67,47.047
38.685,43.8,57.297,21.836,42,57.977,"Class2","X",19.769,32,79.148,50.759
96.529,1.331,65.655,41.635,60,48.737,"Class3","W",3.962,43,55.238,20.315
33.53,60.672,80.045,29.468,25,37.188,"Class4","F",57.158,38,62.226,28.882
59.65,44.151,83.779,38.646,28,73.735,"Class1","H",53.52,63,8.726,65.736
56.905,52.214,30.475,17.996,63,36.227,"Class2","W",39.688,43,80.489,48.687
37.343,49.335,42.296,13.1,58,12.739,"Class2","J",36.41,39,77.343,48.37
13.476,63.929,83.464,73.842,23,36.253,"Class4","F",12.366,37,59.347,27.942
98.563,16.936,10.749,42.787,79,28.324,"Class5","Z",73.969,59,60.2,64.334
40.391,51.808,81.729,27.258,25,36.818,"Class4","F",27.648,13,67.466,40.555
98.667,46.638,55.9,44.453,91,39.872,"Class5","U",73.508,77,62.031,77.862
50.616,61.691,52.371,30.835,66,15.572,"Class2","A",28.155,54,81.854,46.619
15.301,55.576,71.838,29.363,24,37.614,"Class4","V",67.44,34,71.604,24.672
31.653,59.357,82.92,87.684,47,37.462,"Class4","V",26.225,38,75.815,29.21
58.432,29.925,25.392,30.673,53,65.806,"Class2","A",32.419,59,81.473,49.46
44.136,37.896,39.94,19.261,63,33.006,"Class2","C",42.038,59,79.848,48.722
98.136,32.508,76.548,44.526,83,49.021,"Class5","U",69.429,80,59.443,62.913
99.125,41.498,40.243,43.93,82,33.33,"Class5","Z",77.278,78,58.058,63.83
NA,17.338,13.588,44.03,83,57.124,"Class5","D",76.549,55,57.767,44.603
NA,61.719,18.964,15.896,43,107.822,"Class2","X",19.85,53,77.845,49.583
33.807,60.287,71.977,43.758,38,38,"Class4","H",58.405,39,71.576,22.779
98.217,30.143,10.42,42.484,83,62.495,"Class5","Z",69.222,64,55.773,46.491
19.295,54.41,73.845,22.424,42,38.123,"Class4","F",52.341,16,63.003,33.365
70.333,82.468,81.189,74.835,15,69.793,"Class1","H",18.746,53,6.818,45.302
67.122,59.239,73.845,41.314,35,86.453,"Class1","P",30.167,82,25.883,33.433
46.963,67.176,68.201,71.889,59,NA,"Class1","P",14.66,83,3.151,39.53
103.648,1.584,59.955,36.488,62,53.763,"Class3","P",2.16,65,86.923,15.635
98.108,25.74,26.053,44.281,83,18.88,"Class5","Z",79.381,66,64.437,76.205
47.191,31.74,52.704,10.292,57,47.652,"Class2","A",26.792,41,80.655,50.641
63.773,1.696,53.068,44.104,56,47.809,"Class3","I",1.604,83,74.768,16.289
31.252,51.328,77.592,59.523,14,37.993,"Class4","V",9.433,10,69.425,26.625
19.937,61.757,59.252,89.953,49,37.923,"Class4","V",62.135,29,66.146,28.916
44.995,1.774,67.884,35.818,29,55.067,"Class3","F",0.947,70,60.753,19.15
48.885,1.788,3.243,39.668,64,41.436,"Class3","F",7.389,50,70.976,15.326
59.825,2.449,45.23,35.762,23,50.113,"Class3","X",1.311,63,85.555,3.921
98.539,20.412,11.548,42.635,93,97.615,"Class5","U",71.24,82,62.606,70.28
21.05,71.903,71.426,33.021,48,39.023,"Class4","F",1.71,32,62.893,36.258
25.592,56.981,94.382,41.011,43,37.451,"Class4","V",51.87,44,65.753,37.825
15.606,53.184,66.352,61.064,38,36.621,"Class4","Y",21.242,36,70.12,39.66
45.65,47.24,83.036,66.081,14,NA,"Class1","Q",37.47,54,31.756,76.343
98.547,17.246,34.805,44.862,91,39.818,"Class5","D",71.789,70,57.859,82.124
NA,18.737,5.096,43.674,93,NA,"Class5","D",77.496,75,63.77,66.88
62.038,1.882,44.114,39.299,75,50.658,"Class3","I",6.832,31,57.94,8.492
44.65,30.759,66.363,6.666,62,22.969,"Class2","X",22.419,36,79.028,46.369
13.785,73.637,52.2,39.486,17,37.343,"Class4","D",37.987,32,71.782,35.907
20.708,57.006,89.311,53.453,33,37.243,"Class4","F",3.031,30,55.972,37.064
23.392,55.779,74.094,79.764,43,37.613,"Class4","H",5.425,12,62.133,51.061
63.13,82.569,39.945,27.264,65,32.382,"Class2","A",52.432,48,76.101,51.462
47.865,82.558,49.556,12.964,41,37.549,"Class2","J",37.707,40,76.32,46.224
59.808,78.908,67.025,40.616,20,78.997,"Class1","P",17.536,33,9.909,32.455
88.554,1.801,93.82,35.175,66,50.257,"Class3","F",4.073,81,74.311,7.814
82.091,1.715,47.421,44.765,57,45.243,"Class3","X",2.49,66,86.815,4.515
60.402,79.373,61.738,60.332,46,74.201,"Class1","Q",38.396,62,23.788,49.63
26.027,59.961,72.707,25.359,24,37.245,"Class4","V",73.409,13,68.32,33.663
98.723,15.968,2.479,43.771,79,NA,"Class5","C",79.224,82,56.139,45.099
98.704,39.593,29.07,43.936,83,49.973,"Class5","Z",74.533,83,64.917,74.491
36.011,1.23,66.457,40.714,53,60.483,"Class3","X",2.723,80,89.261,13.317
57.173,40.838,60.353,22.336,52,38.294,"Class2","C",25.161,50,76.822,51.365
98.484,43.338,25.464,44.12,87,NA,"Class5","H",73.574,72,55.058,77.983
49.367,29.213,73.403,24.69,53,NA,"Class2","W",38.558,35,79.99,48.714
37.471,72.288,36.915,12.171,51,1.607,"Class2","C",42.731,54,80.135,51.975
61.873,79.319,52.809,52.976,50,76.62,"Class1","X",37.621,59,7.936,55.743
49.002,1.836,99.394,33.631,24,52.497,"Class3","W",7.076,34,73.505,1.681
40.1,77.379,74.142,67.629,3,91.943,"Class1","X",21.047,68,11.573,25.421
98.414,43.053,8.835,43.121,92,62.231,"Class5","U",79.016,78,58.946,55.743
98.807,39.436,17.865,42.737,80,62.843,"Class5","D",77.588,81,64.644,88.722
20.082,69.162,65.266,45.74,35,95.319,"Class1","P",36.347,79,8.385,42.123
52.235,77.297,60.114,14.962,52,51.136,"Class2","X",17.543,50,80.59,48.026
54.617,68.501,43.742,15.889,64,46.155,"Class2","X",44.629,45,79.019,42.942
42.797,27.269,23.12,26.209,62,38.728,"Class2","J",43.796,37,81.968,50.263
50.61,2.147,73.065,42.503,8,50.603,"Class3","X",1.379,64,75.97,10.685
NA,2.205,68.766,42.327,32,42.442,"Class3","P",8.653,43,87.352,14.395
84.623,1.867,49.341,39.455,48,49.877,"Class3","P",8.503,55,70.399,3.3
98.488,46.244,0.994,43.899,81,86.533,"Class5","C",79.164,66,63.902,107.559
98.769,39.331,14.017,42.152,79,56.376,"Class5","U",78.13,55,64.666,30.115
99.066,15.339,-8.181,42.581,81,43.769,"Class5","U",67.109,70,63.243,51.556
92.768,45.537,82.647,34.555,29,69.839,"Class1","P",9.774,27,15.183,27.35
23.529,73.696,51.123,42.476,17,38.218,"Class4","H",11.873,34,71.99,29.058
18.751,71.66,87.428,46.811,37,38.884,"Class4","D",7.448,16,69.376,39.035
98.197,41.517,19.122,43.102,86,57.396,"Class5","C",72.211,64,56.494,43.712
53.704,33.28,69.625,5.468,44,14.599,"Class2","A",29.882,39,76.624,49.177
50.727,37.814,60.457,9.13,43,23.934,"Class2","W",20.649,45,80.26,51.176
63.881,2.18,42.939,37.068,60,44.084,"Class3","I",5.527,67,86.817,4.865
98.432,23.192,13.617,44.669,84,76.014,"Class5","D",79.021,67,59.282,82.222
14.99,72.689,75.827,49.276,29,38.951,"Class4","H",13.946,32,58.509,16.913
98.411,25.253,31.042,44.131,88,47.616,"Class5","C",75.39,75,60.918,57.121
50.833,2.271,55.858,35.899,40,50.501,"Class3","F",6.93,64,56.575,7.527
67.153,60.148,83.958,60.287,21,72.294,"Class1","H",30.048,89,20.303,31.193
98.967,31.309,20.938,44.903,79,58.418,"Class5","C",73.419,62,58.599,36.037
32.282,1.474,29.472,34.748,49,51.34,"Class3","F",0.375,39,81.307,4.897
98.731,20.623,39.837,44.968,93,44.519,"Class5","H",78.969,66,61.958,76.348
NA,66.904,53.792,23.528,30,38.733,"Class4","F",30.995,40,67.956,36.028
70.893,1.652,72.348,45.592,11,58.005,"Class3","I",8.912,68,54.024,22.632
44.04,29.048,59.633,24.937,44,107.206,"Class2","J",14.943,35,77.508,51.839
50.116,73.599,25.204,23.958,59,50.932,"Class2","W",11.672,54,76.03,47.221
54.19,95.791,50.908,17.881,42,54.997,"Class2","X",28.606,37,76.637,49.91
52.114,49.229,47.314,14.132,63,28.045,"Class2","C",35.486,35,81.545,49.678
20.573,62.643,55.056,66.281,12,36.284,"Class4","H",64.297,28,61.122,30.593
98.991,18.41,62.96,43.354,84,33.697,"Class5","H",76.032,62,64.07,78.635
NA,2.076,54.66,33.346,13,58.49,"Class3","P",4.231,76,81.431,0.108
98.455,35.54,35.397,44.555,96,60.155,"Class5","Z",76.658,66,61.834,88.756
NA,59.442,69.85,45.695,49,91.435,"Class1","P",9.064,47,3.343,45.604
20.657,66.702,85.297,60.761,36,36.88,"Class4","Y",20.451,31,66.644,34.534
81.855,2.926,79.926,34.021,23,46.866,"Class3","F",6.302,28,79.254,9.224
60.592,69.52,79.931,34.919,25,89.522,"Class1","Q",40.564,27,31.47,8.769
64.342,1.693,84.281,39.282,15,54.429,"Class3","I",6.149,35,67.919,2.143
17.238,73.887,64.689,37,28,37.453,"Class4","V",33.966,14,66.088,33.485
32.223,1.099,41.108,32.647,27,49.157,"Class3","F",2.362,55,81.987,7.899
58.826,70.88,58.14,48.589,41,72.696,"Class1","P",9.258,76,17.313,46.41
73.514,53.667,81.666,57.107,29,89.127,"Class1","Q",48.393,82,5.561,48.422
24.651,72.186,67.035,71.063,51,35.751,"Class4","D",15.791,33,60.253,43.947
100.715,1.811,81.512,36.898,35,50.403,"Class3","X",2.436,53,86.79,8.332
58.825,60.802,75.331,34.954,40,82.947,"Class1","S",44.49,72,10.261,33.245
57.097,62.303,34.267,6.28,53,36.028,"Class2","A",12.306,43,80.449,51.994
59.029,66.776,69.696,21.071,41,43.067,"Class2","C",12.563,39,77.802,49.017
8.825,64.919,66.052,32.983,21,39.533,"Class4","H",13.344,17,63.058,40.353
15.61,69.402,47.584,35.561,40,37.737,"Class4","Y",21.793,12,75.83,16.041
10.925,70.123,72.225,86.787,47,38.178,"Class4","V",46.328,19,67.805,34.976
48.983,44.582,84.566,49.119,56,84.535,"Class1","H",34.154,47,4.621,38.731
47.624,86.501,73.745,17.068,61,33.292,"Class2","A",19.365,58,76.25,48.415
98.414,24.663,31.499,43.356,81,68.736,"Class5","U",76.621,66,62.42,89.565
65.824,1.029,56.277,46.518,71,53.215,"Class3","X",8.139,67,83.902,11.519
68.284,78.761,89.822,73.382,29,66.99,"Class1","S",19.575,33,11.412,56.737
98.037,28.761,37.065,44.779,93,NA,"Class5","H",70.314,57,55.855,50.599
25.005,54.19,67.359,49.878,44,36.683,"Class4","D",7.089,43,61.33,34.683
98.798,26.306,11.959,44.957,93,44.394,"Class5","D",71.245,67,64.992,41.831
34.378,2.141,68.354,40.566,45,40.506,"Class3","P",4.937,46,89.677,11.751
98.905,27.144,0.292,42.288,80,63.907,"Class5","Z",70.35,78,56.267,97.08
5.139,73.168,75.31,58.662,58,88.385,"Class1","X",47.378,82,10.079,16.194
75.85,2.83,42.045,43.137,16,52.424,"Class3","F",1.283,67,81.957,14.532
54.532,48.906,73.749,47.815,7,88.768,"Class1","H",42.712,78,5.027,27.505
99.124,18.472,3.621,44.296,79,61.882,"Class5","U",73.361,81,59.211,79.206
42.516,2.203,59.156,33.938,72,53.012,"Class3","W",7.121,71,63.103,2.119
49.633,73.393,63.268,30.335,48,73.353,"Class1","P",29.206,90,5.111,40.101
69.745,62.266,71.477,33.187,42,87.579,"Class1","H",25.76,45,24.663,62.348
99.063,21.258,21.491,43.737,93,47.964,"Class5","Z",70.111,73,59.708,40.34
30.1,54.785,79.799,35.027,12,38.336,"Class4","F",26.507,20,65.164,24.877
74.518,53.805,73.579,39.307,54,88.057,"Class1","Q",18.955,75,14.731,66.975
27.976,67.34,77.597,50.247,13,NA,"Class4","V",37.179,40,71.394,34.774
28.108,74.311,66.625,64.384,7,75.016,"Class1","S",44.301,40,31.485,59.199
52.781,1.45,31.757,39.711,66,52.51,"Class3","P",7.327,76,59.319,9.536
61.881,47.41,50.672,26.495,38,5.644,"Class2","C",30.779,57,80.045,49.384
98.692,16.247,4.83,43.333,77,50.034,"Class5","C",79.995,81,60.57,60.286
63.452,1.367,68.666,43.85,72,48.939,"Class3","I",5.747,44,72.264,11.478
44.831,53.519,71.861,24.269,44,64.65,"Class2","W",27.788,44,81.375,48.541
11.657,71.836,71.708,77.094,39,37.323,"Class4","H",76.308,30,61.415,34.248
NA,15.902,42.143,42.701,90,80.081,"Class5","C",68.657,70,62.853,66.468
60.197,47.004,42.862,8.112,68,32.639,"Class2","W",21.433,50,80.313,54.54
32.427,52.201,35.336,23.313,63,-11.787,"Class2","A",32.33,46,81.801,47.556
75.218,1.089,55.489,41.246,44,51.26,"Class3","F",2.069,55,65.658,15.097
48.848,61.721,45.197,13.665,52,40.759,"Class2","W",37.574,36,78.954,49.537
36.771,65.503,65.018,49.617,31,75.343,"Class1","Q",13.323,48,12.716,49.206
98.642,21.797,48.739,43.885,82,46.443,"Class5","Z",72.537,74,63.851,71.012
14.732,60.427,34.547,82.231,15,36.15,"Class4","D",23.148,18,65.435,32.267
66.804,2.653,3.396,37.486,34,53.693,"Class3","F",0.858,72,69.7,14.722
48.512,85.632,39.169,19.362,69,18.004,"Class2","X",36.51,32,77.797,45.032
98.494,44.075,17.37,43.169,88,44.33,"Class5","Z",72.539,64,61.011,64.437
46.764,83.819,78.066,66.027,51,80.166,"Class1","S",27.953,46,11.519,51.502
98.642,19.394,46.282,44.981,89,92.576,"Class5","C",69.711,76,55.108,69.144
76.143,2.067,41.766,35.94,40,NA,"Class3","X",7.052,25,65.071,10.611
19.637,55.445,81.956,17.904,31,37.343,"Class4","F",68.196,44,74.577,34.444
NA,32.362,48.792,21.868,67,6.044,"Class2","W",32.663,32,78.967,50.075
54.212,45.112,34.329,26.131,40,29.392,"Class2","W",9.207,42,77.072,48.82
98.14,19.604,35.535,43.129,90,NA,"Class5","U",77.903,78,59.734,55.389
32.357,63.448,85.732,77.977,27,37.431,"Class4","D",11.168,27,62.912,30.92
17.092,71.475,41.711,70.872,14,37.421,"Class4","D",57.716,30,75.945,20.71
71.886,2.769,45.177,37.163,33,45.231,"Class3","F",5.716,56,72.189,0.831
98.737,15.952,31.709,43.205,93,66.89,"Class5","D",79.507,62,57.174,74.687
98.168,39.809,12.867,42.973,84,29.322,"Class5","Z",67.041,68,60.569,39.262
