"PVT1","EWU2","YVT3","XIU4","VWP5","TGF6","WGR7","OEX8","EBD9","JXG10","XGE11","Output7"
"V",24.333,17.186,86.743,47.06,31.167,21.914,15,"U",6.017,70.261,"Class1"
"P",71.11,71.981,8.128,15.1,70.267,84.29,NA,"E",68.396,53.457,"Class2"
"O",21.754,21.697,9.92,33.66,15.341,67.395,2,"O",54.478,90.074,"Class3"
"X",24.775,18.725,102.418,62.463,30.884,24.533,7,"S",35.101,70.281,"Class1"
"J",76.065,66.043,29.88,24.374,76.981,62.966,75,"W",64.88,59.766,"Class2"
"F",19.159,44.617,19.559,56.897,17.767,71.383,3,"S",58.157,90.575,"Class3"
"X",23.995,17.283,68.636,68.416,32.295,32.074,11,"E",5.267,63.309,"Class1"
"L",23.746,43.482,12.645,43.216,17.817,72.528,3,"O",55.315,81.048,"Class3"
"M",74.424,70.177,11.79,33.573,69.082,73.11,80,"Y",91.687,39.414,"Class2"
"J",70.165,63.859,8.787,55.509,66.806,72.262,NA,"E",87.947,79.625,"Class2"
"P",21.947,18.035,77.076,70.268,32.004,24.921,6,"T",36.919,54.985,"Class1"
"G",20.923,21.394,14.073,75.362,19.591,66.497,4,"S",59.076,81.612,"Class3"
"D",24.443,17.238,71.558,49.587,32.29,29.666,22,"S",11.215,79.987,"Class1"
"H",28.259,44.611,13.602,41.724,22.618,69.191,3,"S",58.72,92.337,"Class3"
"W",71.27,63.614,27.254,20.275,64.398,54.559,72,"E",95.546,56.473,"Class2"
"V",25.074,19.159,78.831,65.467,31.6,18.469,10,"E",27.961,69.207,"Class1"
NA,71.623,68.858,29.491,43.175,87.315,64.877,56,"E",84.501,17.434,"Class2"
"Y",25.049,17.446,62.998,51.802,33.971,28.897,4,"S",28.978,71.814,"Class1"
"O",15.801,21.94,29.548,52.438,13.599,69.702,4,"S",58.608,92.892,"Class3"
"J",74.929,70.89,40.231,31.442,64.065,69.754,86,"T",86.952,23.824,"Class2"
"M",69.386,67.263,34.212,17.805,79.76,63.167,78,"T",78.624,23.565,"Class2"
"C",73.209,64.867,9.918,30.924,50.646,73.263,79,"W",75.51,16.699,"Class2"
"D",25.73,17.013,70.076,65.533,31.836,27.038,23,"T",26.818,51.968,"Class1"
"C",66.214,73.605,31.208,15.764,63.761,76.633,69,"W",74.879,91.438,"Class2"
"W",72.405,65.192,27.853,40.286,70.883,68.507,73,"T",71.802,59.672,"Class2"
"C",72.543,71.111,16.498,24.587,67.387,60.968,91,"Y",81.463,75.347,"Class2"
"L",27.456,30.182,19.205,42.109,18.082,68.407,2,"S",58.192,91.714,"Class3"
"J",75.499,64.327,22.625,26.66,69.698,72.124,56,"W",87.408,11.133,"Class2"
"V",26.601,19.669,73.006,44.44,31.967,7.096,15,"E",19.161,62.98,"Class1"
"L",34.079,48.506,17.11,40.25,13.351,68.734,3,"S",53.052,82.03,"Class3"
NA,71.858,63.535,18.066,32.75,50.385,55.646,90,"Y",76.491,21.901,"Class2"
"Y",24.563,17.199,69.673,69.69,33.202,14.138,3,"E",17.124,67.592,"Class1"
NA,25.425,37.016,17.695,56.15,12.001,68.505,2,"G",59.508,81.179,"Class3"
"P",72.226,68.307,28.307,12.509,31.492,63.008,NA,"W",89.144,26.517,"Class2"
"V",17.714,19.984,75.299,52.255,32.381,7.757,9,"T",32.278,47.155,"Class1"
"O",20.14,36.128,15.728,78.459,21.138,66.579,4,"E",61.564,90.69,"Class3"
"J",73.703,70.253,31.82,45.161,76.889,68.166,71,"E",91.324,57.254,"Class2"
"Y",18.01,18.926,89.593,59.761,30.844,3.265,22,"S",21.627,51.707,"Class1"
"O",15.177,48.675,14.386,82.811,22.088,66.268,2,"S",56.27,91.616,"Class3"
"C",70.367,70.73,9.616,28.718,87.256,60.412,74,"Q",70.34,87.675,"Class2"
"J",71.514,65.022,33.769,54.873,59.191,68.461,91,"W",76.228,72.462,"Class2"
"L",29.356,35.173,28.328,75.971,23.937,69.618,4,"E",57.302,82.244,"Class3"
NA,23.807,19.528,85.14,57.508,30.884,23.031,15,"S",3.237,53.841,"Class1"
"L",31.945,30.826,14.388,27.343,17.127,70.085,4,"S",53.63,86.6,"Class3"
"F",29.854,47.347,23.933,45.195,23.671,71.415,4,"G",56.416,87.325,"Class3"
"P",18.387,19.159,71.876,64.863,32.671,35.241,7,"T",7.595,81.501,"Class1"
"O",26.35,24.291,21.85,72.524,19.008,71.292,4,"G",59.1,89.431,"Class3"
"P",19.266,19.902,64.213,52.166,32.142,14.983,7,"T",32.834,74.382,"Class1"
"M",72.869,70.486,22.853,22.15,81.106,67.677,83,"E",79.725,90.199,"Class2"
"P",72.631,72.405,18.282,54.303,72.427,62.314,NA,"Y",91.094,78.399,"Class2"
"H",15.344,49.825,28.458,52.758,14.34,65.668,2,"D",63.728,81.669,"Class3"
"C",70.394,72.527,22.453,21.872,49.397,61.305,85,"E",79.054,48.386,"Class2"
"O",26.553,32.883,9.267,26.386,23.07,68.031,3,"S",55.683,88.395,"Class3"
"D",21.464,17.191,102.619,70.713,31.216,17.944,22,"E",13.649,45.543,"Class1"
"J",69.752,63.012,26.973,16.692,53.276,62.758,53,"T",92.869,48.773,"Class2"
"M",67.83,73.841,27.214,57.591,64.715,58.912,73,"W",64.848,95.677,"Class2"
"O",19.093,22.49,24.31,78.075,17.954,70.083,4,"D",59.931,90.172,"Class3"
"V",20.053,17.909,77.241,59.058,32.21,-1.439,14,"S",1.475,70.237,"Class1"
"D",21.358,17.706,101.894,43.887,32.782,35.885,22,"E",6.325,75.887,"Class1"
"F",35.049,39.79,10.731,45.849,19.456,70.061,4,"S",63.178,86.97,"Class3"
"M",69.654,71.813,22.155,44.837,73.095,63.576,78,"T",97.151,3.708,"Class2"
"W",74.74,65.139,30.502,22.948,64.681,60.987,76,"T",87.356,74.933,"Class2"
"O",16.203,34.64,18.21,84.86,23.428,74.636,3,"S",54.014,86.511,"Class3"
"O",18.365,33.218,20.689,79.993,26.379,65.11,4,"E",60.584,81.954,"Class3"
"X",17.35,17.621,73.753,59.222,31.807,29.147,20,"A",4.594,56.729,"Class1"
"F",27.711,29.297,11.682,32.543,13.781,71.186,2,"E",58.136,83.106,"Class3"
"O",28.202,47.801,23.531,47.856,21.739,69.394,4,"D",61.28,85.237,"Class3"
"J",72.136,64.078,25.003,38.329,52.414,66.451,62,"E",81.071,70.155,"Class2"
NA,72.708,70.469,36.319,18.791,49.436,62.356,82,"T",65.582,15.002,"Class2"
"D",20.973,19.98,81.431,48.598,31.722,28.617,5,"T",8.606,70.622,"Class1"
"P",21.262,18.175,71.866,68.431,32.033,5.914,9,"U",17.032,84.775,"Class1"
"W",67.776,68.515,1.597,53.882,78.096,61.438,83,"T",75.818,14.612,"Class2"
"P",23.2,17.72,85.324,70.905,31.903,23.149,17,"U",8.174,53.365,"Class1"
"V",21.312,17.403,75.582,40.138,32.739,10.482,11,"T",32.983,56.252,"Class1"
"J",69.02,68.739,17.485,52.915,59.165,64.458,75,"W",99.374,68.755,"Class2"
"O",31.213,48.932,25.561,53.621,15.1,74.147,3,"D",58.014,89.129,"Class3"
"C",71.582,73.523,15.325,12.276,70.809,72.358,79,"E",85.113,6.171,"Class2"
"J",77.351,64.639,25.709,20.443,77.942,71.896,72,"T",65.332,72.323,"Class2"
"O",28.401,36.792,25.704,54.482,20.004,64.157,2,"O",60.965,91.303,"Class3"
"J",71.644,64.716,28.606,44.228,60.472,80.459,77,"Q",90.998,73.232,"Class2"
"O",27.851,37.964,13.875,53.374,15.761,70.094,2,"S",63.98,87.287,"Class3"
"M",70.358,63.477,14.647,28.581,82.339,58.49,65,"Y",87.733,62.838,"Class2"
"C",65.554,64.935,27.645,27.39,68.943,59.867,NA,"T",78.683,71.03,"Class2"
"Y",23.333,19.62,68.928,53.502,32.687,8.737,5,"T",15.163,48.547,"Class1"
"L",17.925,27.362,2.745,76.707,25.041,75.077,2,"O",62.883,90.175,"Class3"
"Y",22.525,18.335,101.919,44.099,31.231,26.604,23,"S",0.179,56.981,"Class1"
"L",26.086,30.351,10.229,65.053,19.239,72.814,4,"D",59.6,91.324,"Class3"
"P",66.302,63.98,55.118,41.813,65.508,71.524,91,"E",78.602,29.804,"Class2"
"F",27.658,47.707,13.591,82.817,18.711,73.349,3,"S",57.773,85.004,"Class3"
"O",18.434,35.107,4.174,69.778,17.261,76.802,2,"E",54.547,85.429,"Class3"
"W",69.598,68.65,11.201,23.178,49.603,64.451,64,"T",78.489,24.851,"Class2"
"P",75.439,64.338,32.575,23.432,64.125,65.642,78,"W",63.835,99.878,"Class2"
"H",29.07,40.988,9.211,35.98,14.703,71.876,3,"E",57.78,85.24,"Class3"
"H",43.127,27.191,14.719,83.236,18.309,72.313,2,"D",53.378,84.1,"Class3"
"P",25.959,18.115,77.059,59.018,31.052,17.701,11,"A",32.827,54.949,"Class1"
"O",27.047,21.887,14.035,68.723,21.135,72.783,4,"S",58.225,84.037,"Class3"
"G",29.856,39.186,24.487,84.476,19.746,68.733,2,"G",63.6,82.593,"Class3"
"P",22.333,18.744,94.626,55.48,32.01,45.771,22,"S",23.161,84.537,"Class1"
"L",22.74,32.854,28.819,47.349,18.138,67.537,2,"S",63.168,82.133,"Class3"
"W",69.288,71.382,22.292,37.708,73.391,44.557,86,"Q",95.689,11.958,"Class2"
"X",20.294,19.644,75.434,69.259,32.718,34.368,25,"U",26.728,47.955,"Class1"
"Y",18.021,19.948,93.746,61.164,33.056,14.918,18,"A",8.11,49.993,"Class1"
"G",22.047,48.655,20.215,52.695,15.747,71.327,3,"G",57.494,84.355,"Class3"
"L",25.903,39.059,23.635,27.472,16.728,74.739,3,"O",62.392,84.054,"Class3"
"W",78.071,72.774,30.152,23.562,69.338,62.447,73,"Q",78.58,27.184,"Class2"
"H",25.555,32.068,16.685,68.723,16.555,73.076,3,"D",60.479,91.525,"Class3"
"H",29.355,35.583,28.475,81.939,18.424,72.636,4,"D",57.215,91.149,"Class3"
"L",25.786,22.176,20.696,38.798,15.926,72.916,4,"G",57.873,84.904,"Class3"
"L",16.691,46.211,24.387,35.387,17.29,71.829,NA,"D",59.254,83.462,"Class3"
"F",24.333,45.38,22.398,51.538,13.76,69.086,NA,"O",60.293,84.976,"Class3"
"F",31.067,33.206,24.438,50.596,21.222,65.192,3,"E",58.765,83.248,"Class3"
"D",24.398,19.517,89.202,46.849,32.574,22.675,15,"S",17.72,83.699,"Class1"
"P",68.746,70.314,42.346,35.603,58.769,65.399,83,"W",73.608,70.164,"Class2"
"V",20.47,17.386,85.509,45.989,32.428,18.324,21,"T",24.784,63.479,"Class1"
"D",21.772,17.22,60.425,69.18,31.146,50.447,8,"S",28.4,67.487,"Class1"
"D",20.847,19.428,77.853,55.551,31.646,19.308,26,"E",13.396,82.63,"Class1"
"D",18.966,19.799,58.789,38.526,32.081,22.703,17,"E",31.111,69.583,"Class1"
"L",23.538,41.245,9.927,29.17,15.649,71.277,3,"S",54.416,90.124,"Class3"
"F",14.11,37.724,22.002,32.97,11.044,70.928,3,"S",53.637,92.063,"Class3"
"J",66.884,65.139,10.814,46.048,69.151,70.256,71,"Q",88.826,23.434,"Class2"
"M",69.921,73.544,36.426,52.855,64.612,64.785,88,"T",76.504,56.373,"Class2"
"M",74.454,72.921,18.665,34.365,63.352,59.867,74,"W",80.061,17.709,"Class2"
"C",74.487,71.592,2.906,54.467,75.417,64.869,63,"Y",71.788,29.554,"Class2"
"C",70.719,64.939,11.3,16.342,62.28,72.344,52,"T",76.976,87.796,"Class2"
"D",22.286,18.457,68.482,56.532,31.507,31.592,14,"A",11.952,57.819,"Class1"
"F",27.065,25.933,11.74,53.671,17.946,68.003,3,"G",59.935,89.598,"Class3"
"J",73.4,73.284,37.14,36.898,75.866,78.579,69,"T",89.628,79.744,"Class2"
"W",77.369,71.399,11.194,26.169,70.732,69.1,87,"Q",87.821,22.629,"Class2"
"X",23.734,18.026,67.172,60.183,31.567,18.017,6,"S",34.775,66.159,"Class1"
"G",30.529,31.116,20.802,59.771,22.758,70.685,3,"O",56.123,85.912,"Class3"
"G",32.125,23.066,14.95,65.308,20.062,70.07,3,"G",54.026,81.355,"Class3"
"J",76.314,70.807,13.492,26.643,65.304,70.219,62,"T",83.347,23.479,"Class2"
"Y",23.759,18.87,94.385,54.705,33.23,49.702,19,"T",33.469,43.307,"Class1"
"Y",19.189,19.661,99.337,46.35,31.578,33.905,20,"T",24.584,82.387,"Class1"
"Y",21.138,18.269,83.55,65.214,32.081,24.325,NA,"A",22.175,43.596,"Class1"
"D",16.671,19.162,78.701,57.334,32.456,-1.304,17,"E",4.841,67.018,"Class1"
"J",77.518,69.998,10.253,24.669,66.868,69.58,68,"E",73.969,65.726,"Class2"
"O",36.129,27.913,16.482,78.407,21.511,68.272,3,"D",60.496,82.774,"Class3"
"P",69.425,69.592,14.089,36.28,61.571,48.973,76,"E",76.673,53.932,"Class2"
NA,70.118,73.728,37.934,44.459,76.698,73.089,NA,"Y",83.248,27.316,"Class2"
"C",69.012,72.682,18.707,50.463,80.927,71.642,68,"Y",67.111,53.62,"Class2"
"C",75.048,71.891,17.133,36.913,72.643,59.822,53,"W",91.856,93.275,"Class2"
"C",72.939,67.671,32.416,36.258,69.775,62.401,83,"Y",76.392,66.699,"Class2"
"D",20.758,18.001,96.836,64.131,32.524,9.434,26,"T",21.675,82.501,"Class1"
"O",33.276,47.553,29.336,40.911,23.898,69.573,2,"S",53.416,86.014,"Class3"
"P",21.114,19.88,83.352,48.69,32.728,2.303,26,"U",26.065,55.891,"Class1"
"L",22.259,22.358,33.535,61.738,24.273,72.902,2,"G",57.202,91.6,"Class3"
"J",72.129,68.16,30.565,25.503,70.487,67.289,78,"W",67.925,65.362,"Class2"
"F",12.325,22.956,15.613,75.497,15.044,73.424,2,"G",59.609,91.503,"Class3"
"D",23.708,17.175,72.048,61.587,30.357,28.867,8,"S",4.918,64.671,"Class1"
"L",30.843,24.625,9.896,56.26,16.851,67.685,2,"G",62.811,81.531,"Class3"
"J",71.794,73.634,27.255,51.887,95.439,74.692,80,"Y",72.115,69.421,"Class2"
"H",22.385,23.87,17.245,39.91,16.103,67.396,3,"D",58.012,92.342,"Class3"
"G",26.773,31.356,16.874,40.408,18.138,72.63,2,"O",55.385,89.536,"Class3"
"H",32.542,25.012,19.053,50.299,13.15,72.809,4,"O",55.479,89.268,"Class3"
"F",32.569,47.452,17.428,46.419,18.048,72.637,3,"D",55.123,83.213,"Class3"
"P",77.771,65.655,35.612,55.432,62.059,65.869,72,"Q",75.114,83.38,"Class2"
"D",19.757,19.697,73.241,39.634,32.262,33.16,18,"S",34.402,63.253,"Class1"
"D",24.051,19.092,72.239,66.377,31.776,22.048,7,"A",25.947,69.006,"Class1"
"J",74.275,63.648,5.332,51.441,75.603,56.922,62,"E",69.215,89.872,"Class2"
"D",19.317,19.882,92.906,39.593,32.995,7.679,18,"S",33.983,76.948,"Class1"
"O",19.284,45.375,22.985,52.806,26.759,75.279,4,"S",60.868,92.077,"Class3"
"O",27.291,21.201,14.709,46.097,20.071,74.268,3,"D",63.035,86.73,"Class3"
"D",16.224,19.696,84.354,41.566,32.199,17.152,17,"E",21.299,55.716,"Class1"
"P",24.352,19.7,95.993,50.289,32.565,46.767,NA,"S",27.715,64.029,"Class1"
"X",19.521,19.594,78.395,65.642,31.34,21.313,21,"U",33.31,59.974,"Class1"
"C",71.941,70.888,27.136,49.248,79.203,59.977,70,"W",86.043,74.647,"Class2"
"P",22.265,19.272,86.074,58.251,32.597,7.809,15,"A",30.636,71.903,"Class1"
"L",23.117,21.554,19.526,79.147,18.738,67.184,4,"D",62.463,85.153,"Class3"
"P",79.364,64.101,29.579,48.697,61.098,54.418,84,"W",95.428,18.069,"Class2"
"H",33.927,47.668,22.024,54.98,29.057,66.195,4,"E",57.679,86.325,"Class3"
"H",25.251,46.049,23.062,80.162,25.395,69.53,2,"D",53.503,89.927,"Class3"
"P",69.82,68.929,20.141,38.628,67.695,61.728,79,"Q",72.779,46.841,"Class2"
"G",26.718,35.495,13.622,82.034,13.024,67.637,3,"O",58.663,82.973,"Class3"
NA,20.954,19.547,81.085,38.551,31.943,49.316,9,"S",31.523,77.679,"Class1"
"P",74.753,70.373,23.426,48.622,57.317,64.592,55,"W",63.881,62.498,"Class2"
"O",18.711,41.106,22.043,64.248,20.638,68.187,3,"D",54.643,91.697,"Class3"
"G",22.303,42.889,9.414,69.905,21.149,69.883,3,"G",56.643,82.047,"Class3"
"L",24.587,33.624,19.532,84.965,28.189,74.431,3,"D",57.148,85.736,"Class3"
"W",72.188,71.237,27.992,17.078,69.964,73.734,60,"Y",81.338,78.089,"Class2"
"W",67.1,67.598,27.507,49.136,72.69,65.169,74,"T",76.658,65.018,"Class2"
"M",67.131,68.784,0.051,19.406,64.656,65.378,82,"W",90.628,6.922,"Class2"
"P",71.775,72.021,40.194,44.252,72.837,63.97,71,"Y",95.553,88.132,"Class2"
"J",74.696,71.223,7.052,16.51,65.43,72.633,70,"W",77.753,69.465,"Class2"
"G",35.475,47.831,22.953,36.515,24.482,68.229,NA,"S",53.866,81.64,"Class3"
"C",71.97,73.959,23.313,17.687,70.775,68.394,61,"E",74.891,88.754,"Class2"
"P",21.446,19.344,74.165,57,32.971,24.836,3,"A",5.48,52.67,"Class1"
"F",22.097,40.969,16.513,25.317,23.49,74.087,4,"O",61.765,81.629,"Class3"
"J",76.009,63.641,28.434,22.46,84.179,72.284,NA,"T",80.487,89.683,"Class2"
"X",26.411,19.548,80.65,37.794,32.31,15.1,20,"E",1.362,70.616,"Class1"
"F",18.666,31.802,30.169,62.064,21.226,73.384,4,"O",60.282,89.428,"Class3"
"G",23,25.911,22.947,61.617,12.3,68.038,4,"E",62.751,83.757,"Class3"
"G",19.985,47.976,19.461,43.549,27.552,73.462,2,"G",61.851,82.029,"Class3"
"V",22.929,19.779,60.8,51.768,32.337,5.509,12,"T",4.629,52.478,"Class1"
"P",22.762,19.543,94.226,38.834,32.478,20.979,19,"U",9.235,75.751,"Class1"
"F",27.016,47.031,25.033,56.977,17.074,67.689,2,"O",54.288,90.67,"Class3"
"C",71.647,66.394,22.193,12.219,70.326,66.48,86,"Q",92.406,40.349,"Class2"
"H",16.003,24.246,14.914,81.371,22.683,72.093,3,"G",60.359,84.827,"Class3"
NA,59.719,66.022,34.78,29.946,76.684,57.487,68,"Q",81.137,78.298,"Class2"
"Y",21.924,19.134,85.327,49.367,32.29,-8.439,NA,"E",36.789,69.241,"Class1"
"G",22.429,40.449,12.462,79.011,9.438,71.476,4,"D",56.723,84.71,"Class3"
NA,72.102,72.973,13.997,49.215,101.398,71.197,59,"T",77.375,80.298,"Class2"
"C",76.19,63.265,23.216,42.41,73.544,71.262,52,"Q",91.88,71.889,"Class2"
"O",32.359,41.685,22.769,52.194,17.144,74.934,3,"S",55.198,87.212,"Class3"
"F",19.938,31.768,12.879,50.107,19.05,73.128,4,"E",54.904,82.942,"Class3"
"F",21.319,45.708,9.307,26.01,18.001,70.964,2,"S",63.95,90.143,"Class3"
"X",17.215,17.948,82.661,38.542,31.274,22.89,14,"U",27.68,57.073,"Class1"
"F",29.92,36.309,17.565,84.66,13.878,67.693,3,"G",56.216,87.562,"Class3"
"W",75.127,66.062,11.929,52.18,60.2,74.177,85,"Q",81.278,28.783,"Class2"
"F",23.65,30.767,12.11,28.267,22.931,65.668,3,"G",58.289,84.041,"Class3"
"G",15.994,41.981,17.553,61.438,24.137,73.365,3,"D",63.61,92.964,"Class3"
"O",24.716,22.295,19.755,82.856,20.51,71.657,3,"S",63.68,86.407,"Class3"
"C",69.684,68.381,32.167,12.547,84.042,67.504,57,"Q",69.841,84.87,"Class2"
"F",27.689,45.013,21.437,30.951,13.89,66.616,2,"S",61.043,89.956,"Class3"
"W",67.557,66.798,9.491,18.021,38.726,66.593,82,"Y",66.967,56.244,"Class2"
"L",25.717,22.573,23.435,68.816,25.632,69.848,4,"E",60.995,84.984,"Class3"
"V",24.811,18.303,80.011,66.539,31.957,38.765,3,"S",25.993,71.801,"Class1"
"G",31.882,49.068,18.915,30.447,18.429,70.958,4,"S",58.307,84.176,"Class3"
"M",70.515,71.364,15.725,32.636,78.038,54.844,65,"Q",85.956,40.405,"Class2"
"H",21.709,36.503,19.862,25.843,16.019,71.856,3,"S",57.195,86.58,"Class3"
"P",74.228,67.9,25.42,31.219,51.496,71.884,61,"Y",89.104,20.872,"Class2"
"P",20.806,19.861,57.421,42.704,30.983,-4.249,13,"A",34.728,47.767,"Class1"
"J",74.483,71.971,9.837,40.867,55.737,62.078,NA,"Y",85.83,11.841,"Class2"
"O",34.189,30.706,18.364,25.218,23.952,67.473,3,"S",59.202,88.766,"Class3"
"P",74.738,72.095,4.941,14.27,58.018,71.186,56,"Q",87.629,49.432,"Class2"
NA,75.356,66.79,20.122,24.209,68.95,63.422,86,"E",89.718,4.242,"Class2"
"L",28.415,34.141,16.173,45.266,19.893,73.223,3,"G",57.727,85.651,"Class3"
"P",21.03,19.859,82.302,36.835,32.368,10.259,8,"E",25.873,49.543,"Class1"
"P",22.675,17.595,81.358,66.017,30.771,31.573,11,"E",5.595,61.937,"Class1"
"X",23.325,18.761,103.427,70.753,33.509,35.126,15,"A",1.001,60.556,"Class1"
"P",66.839,63.657,24.384,51.312,53.422,74.204,81,"Y",79.967,5.051,"Class2"
"C",78.827,67.466,40.966,55.431,71.683,81.746,71,"W",81.084,71.269,"Class2"
"H",30.993,25.065,12.401,56.807,10.933,74.742,4,"O",53.4,84.524,"Class3"
"C",76.585,64.233,14.789,40.158,94.399,55.512,88,"E",74.783,7.752,"Class2"
"X",21.38,19.837,77.553,41.673,31.94,18.176,7,"T",36.216,84.52,"Class1"
"G",29.401,35.798,24.033,43.545,16.51,73.619,3,"D",57.664,83.082,"Class3"
"P",66.881,71.146,25.298,54.342,68.11,62.171,52,"E",89.269,48.461,"Class2"
"P",72.104,67.53,10.126,36.094,64.181,66.685,NA,"Y",66.402,5.202,"Class2"
"V",23.937,17.71,82.21,45.767,32.374,43.441,15,"E",11.054,61.273,"Class1"
"C",70.2,72.914,37.064,17.833,66.186,69.726,66,"W",80.313,40.838,"Class2"
"P",19.904,19.229,77.053,43.817,33.244,33.778,9,"A",33.682,49.832,"Class1"
NA,64.634,69.407,23.841,44.81,70.926,73.613,65,"E",64.841,66.359,"Class2"
"Y",20.088,17.117,81.177,43.848,31.973,37.918,9,"U",21.628,77.892,"Class1"
"P",71.935,65.443,33.701,19.194,71.226,70.644,72,"E",98.527,63.363,"Class2"
"W",74.739,70.536,10.415,42.016,66.121,61.878,56,"Q",99.242,32.056,"Class2"
"D",24.404,18.748,75.468,64.352,32.07,21.57,14,"A",9.671,72.052,"Class1"
"C",75.238,63.655,33.692,36.105,65.784,67.152,64,"T",88.857,45.082,"Class2"
"D",24.348,18.971,93.961,48.542,32.166,24.403,14,"S",15.983,67.877,"Class1"
"H",20.407,30.511,19.024,73.185,17.989,71.429,3,"D",56.261,88.718,"Class3"
"L",25.57,34.467,0.712,73.057,23.306,72.029,4,"O",55.05,83.249,"Class3"
"X",23.715,19.72,87.231,38.681,33.279,31.962,9,"U",19.392,78.847,"Class1"
"X",19.851,18.612,102.476,63.318,32.553,28.499,8,"T",15.112,69.472,"Class1"
"J",69.881,64.112,35.968,47.867,56.393,67.741,63,"E",71.352,53.059,"Class2"
"F",31.156,37.455,20.411,57.143,19.731,71.056,3,"S",55.386,81.227,"Class3"
"D",24.786,17.922,67.111,44.348,31.585,35.102,20,"U",33.068,44.632,"Class1"
"C",74.748,67.663,26.373,15.328,89.452,69.751,54,"E",96.244,75.822,"Class2"
"M",66.491,66.306,33.381,12.548,77.959,75.277,71,"Q",82.894,85.347,"Class2"
NA,75.595,66.912,29.96,50.018,72.952,81.009,53,"T",97.529,97.896,"Class2"
"Y",24.003,18.876,86.779,45.887,33.546,40.981,26,"S",34.71,83.556,"Class1"
"L",27.956,42.134,25.555,48.114,23.96,71.301,3,"O",61.738,86.39,"Class3"
"D",23.668,17.628,90.849,59.967,32.034,44.801,20,"S",19.567,47.704,"Class1"
"J",70.718,72.134,19.177,15.233,60.673,53.087,82,"E",69.587,41.937,"Class2"
"H",25.005,29.092,19.761,83.133,5.102,68.28,4,"G",60.199,85.292,"Class3"
"P",25.348,17.463,93.485,46.821,32.601,-3.457,21,"S",26.709,56.967,"Class1"
"W",70.519,63.636,29.599,46.821,79.308,66.524,90,"Q",87.703,80.963,"Class2"
"P",20.921,19.669,94.424,41.986,32.878,39.517,7,"T",2.179,64.82,"Class1"
"F",30.207,22.493,11.759,54.768,22.349,73.672,4,"O",53.671,84.533,"Class3"
"P",72.621,69.297,-1.719,37.176,64.213,58.371,79,"Y",86.428,84.957,"Class2"
"G",19.242,40.109,28.713,40.847,29.869,72.965,2,"G",55.069,86.43,"Class3"
"P",25.162,19.913,72.451,62.209,32.119,38.793,6,"T",17.771,43.818,"Class1"
"V",16.757,18.122,76.906,65.697,31.579,36.799,3,"E",29.488,48.527,"Class1"
"F",19.463,23.346,21.696,37.355,20.432,70.492,2,"O",57.049,90.41,"Class3"
"P",71.338,64.782,25.293,25.785,90.873,76.723,63,"Y",96.369,97.843,"Class2"
"X",22.589,17.499,62.377,62.433,31.712,25.59,6,"S",30.439,46.604,"Class1"
"W",66.601,71.083,1.846,41.117,85.991,56.187,91,"W",88.377,58.902,"Class2"
"W",67.581,71.893,6.34,32.66,80.679,86.402,64,"Q",79.333,20.304,"Class2"
"P",75.738,65.317,-3.96,45.098,48.205,74.874,69,"W",73.251,8.404,"Class2"
"D",18.953,19.199,76.262,59.848,31.707,2.983,24,"U",9.481,78.713,"Class1"
"D",19.649,17.697,94.236,63.208,30.947,14.951,17,"T",18.718,79.297,"Class1"
"D",22.628,17.481,98.957,63.503,32.158,22.092,4,"U",6.39,76.36,"Class1"
"J",72.583,66.199,11.878,24.362,92.888,72.492,57,"Y",71.403,74.007,"Class2"
"F",28.144,44.809,17.692,56.465,21.263,73.196,2,"O",59.573,88.607,"Class3"
"M",72.836,69.792,21.983,44.751,64.086,49.662,58,"T",67.688,34.557,"Class2"
"O",26.527,30.626,26.231,32.475,15.681,65.721,3,"E",56.737,92.513,"Class3"
"G",30.434,40.691,21.343,73.236,25.114,63.7,3,"D",56.273,86.622,"Class3"
"V",20.109,18.03,95.77,65.674,32.048,17.447,11,"S",11.711,55.534,"Class1"
"L",25.476,21.763,25.024,33.789,25.656,68.274,4,"O",56.899,81.53,"Class3"
"H",32.443,29.694,23.284,77.901,25.864,68.761,2,"E",56.653,91.513,"Class3"
"P",64.857,73.804,24.409,25.267,58.028,75.351,78,"T",73.212,71.274,"Class2"
"L",26.177,38.668,19.797,48.633,25.645,65.038,2,"S",62.006,83.935,"Class3"
"O",31.599,22.594,13.626,43.737,12.009,70.566,3,"S",57.295,84.385,"Class3"
"L",34.353,39.734,27.161,72.89,14.555,71.293,4,"G",58.832,90.653,"Class3"
"P",20.456,17.032,84.849,39.26,32.317,36.19,12,"A",5.128,79.026,"Class1"
"V",22.161,17.521,88.938,69.66,31.264,29.915,24,"U",25.753,78.845,"Class1"
"Y",22.361,19.904,76.998,68.852,33.037,14.825,3,"E",30.268,50.204,"Class1"
"F",27.979,27.165,20.009,78.787,16.815,66.226,3,"D",63,83.581,"Class3"
"J",75.537,73.435,35.25,52.19,79.39,65.518,91,"Y",92.026,6.757,"Class2"
"F",32.128,41.579,11.128,56.813,13.999,68.234,4,"G",61.101,82.289,"Class3"
"P",74.556,69.401,15.385,34.708,62.31,69.864,80,"T",89.964,94.186,"Class2"
"O",18.324,24.29,23.47,84.004,25.27,73.831,2,"S",58.378,82.512,"Class3"
"D",21.66,17.586,83.06,52.903,32.638,26.665,22,"S",23.865,48.553,"Class1"
