"DUW1","BSO2","YVC3","ATJ4","QCL5","Output24","IWX6","NQY7","CDB8","SOY9","AOF10","EXH11"
55.885,56.2,43.079,36.069,12,"Class1",10.311,37.06,7.205,5,"N",97.626
76.243,65.766,72.461,64.413,80,"Class2",24.036,91.153,17.415,86,"K",69.022
74.848,67.944,79.869,65.862,80,"Class2",23.382,87.189,14.236,90,"M",71.509
50.564,15.886,71.219,24.885,43,"Class1",16.983,86.987,7.312,21,"H",95.062
8.909,35.574,35.023,47.745,23,"Class4",84.999,28.392,74.91,66,"W",62.72
10.778,35.749,34.536,75.992,44,"Class4",86.468,11.724,54.997,67,"W",44.746
53.774,55.189,30.242,33.732,5,"Class1",11.661,56.054,8.081,27,"U",0.689
9.357,28.148,34.749,60.759,57,"Class4",64.289,60.008,11.553,73,"K",53.488
55.461,67.661,NA,57.705,80,"Class2",29.427,117.59,11.633,86,"J",74.796
46.633,14.347,62.416,36.572,9,"Class1",15.345,38.962,7.239,36,"H",10.465
8.295,35.894,35.617,19.67,86,"Class4",86.884,21.356,53.821,80,"K",57.687
38.729,63.782,69.145,69.611,80,"Class2",33.408,37.702,19.876,86,"J",80.348
80.763,82.823,41.501,19.598,27,"Class3",46.379,78.998,64.334,78,"H",92.534
73.596,77.837,41.621,12.155,34,"Class3",65.887,70.987,43.256,88,"W",49.814
46.729,-0.849,29.487,34.485,5,"Class1",15.909,60.287,7.668,11,"A",88.447
49.812,23.139,-11.531,21.076,58,"Class1",15.094,27.661,6.034,23,"W",25.391
NA,65.85,80.076,48.843,80,"Class2",21.377,66.253,31.115,84,"K",64.259
84.737,80.799,42.092,19.425,42,"Class3",46.678,83.462,69.457,83,"R",101.847
55.828,56.069,28.101,37.199,57,"Class1",14.619,63.509,8.263,17,"H",25.165
76.912,91.805,41.494,21.18,38,"Class3",58.875,70.115,76.477,81,"G",64.225
74.618,79.595,41.534,26.974,40,"Class3",57.22,77.148,52.609,95,"G",56.589
50.343,80.74,8.846,31.965,44,"Class1",13.409,50.951,8.368,36,"W",78.635
8.523,31.307,34.017,37.401,23,"Class4",61.133,34.366,29.948,84,"D",63.308
56.331,53.41,41.786,33.495,22,"Class1",16.71,89.524,6.527,30,"W",52.275
48.311,70.688,NA,38.948,16,"Class1",12.774,16.59,6.154,23,"U",84.246
63.698,69.781,70.812,62.372,80,"Class2",23.398,50.688,24.083,89,"K",62.917
84.462,61.033,79.417,23.531,80,"Class2",20.467,-18.866,41.664,81,"K",69.39
47.702,87.319,111.952,24.742,18,"Class1",12.741,43.046,8.989,21,"W",29.136
55.599,76.79,NA,38.631,6,"Class1",16.014,60.723,7.343,19,"A",67.411
NA,34.068,35.284,43.639,95,"Class4",73.296,90.463,18.174,71,"K",31.541
55.546,49.458,106.152,22.252,24,"Class1",13.952,55.418,6.607,28,"H",29.596
8.454,30.515,35.675,11.563,48,"Class4",76.578,35.216,4.482,67,"W",71.307
36.427,65.311,73.069,25.897,80,"Class2",22.418,29.865,35.895,80,"J",85.159
81.42,90.305,41.845,36.124,44,"Class3",46.202,74.663,21.213,88,"Y",52.5
70.035,83.241,41.685,35.318,32,"Class3",62.148,65.71,95.625,92,"R",45.251
NA,75.627,41.499,28.739,40,"Class3",46.561,91.891,21.474,94,"R",38.355
60.421,62.689,30.545,21.543,36,"Class1",10.593,36.965,6.758,21,"W",43.21
74.043,70.787,NA,43.629,80,"Class2",33.993,56.868,37.466,91,"M",74.245
10.722,29.788,37.724,39.525,35,"Class4",72.63,49.73,13.817,73,"K",18.464
78.058,89.739,41.198,27.486,35,"Class3",51.55,78.527,85.57,80,"G",104.574
78.113,76.245,41.688,28.973,49,"Class3",50.997,69.672,68.107,80,"R",30.176
58.126,32.121,82.965,21.987,23,"Class1",14.857,10.492,6.439,26,"N",57.347
46.538,32.028,61.79,32.723,44,"Class1",11.673,35.422,8.457,28,"N",33.69
58.95,60.188,67.031,34.963,80,"Class2",28.326,66.293,30.637,85,"O",66.589
10.301,29.883,34.412,39.136,80,"Class4",60.059,57.796,73.533,70,"D",46.624
79.405,78.567,41.645,17.09,28,"Class3",37.728,90.703,73.622,89,"W",77.768
8.4,30.022,36.359,16.624,38,"Class4",88.729,32.483,69.072,84,"D",68.61
49.454,32.254,66.187,30.083,11,"Class1",14.943,35.846,7.716,25,"H",69.893
50.07,35.766,67.078,23.275,10,"Class1",16.868,55.748,8.974,9,"H",35.597
83.841,83.186,41.579,15.653,27,"Class3",87.608,62.886,71.992,94,"H",76.09
60.948,35.311,13.45,29.08,6,"Class1",11.478,47.711,7.663,8,"H",87.326
8.247,34.11,34.928,93.4,64,"Class4",71.984,51.034,13.271,74,"B",81.466
NA,68.371,84.257,53.703,79,"Class2",21.996,74.479,11.037,90,"Z",81.283
10.005,29.879,35.864,99.472,46,"Class4",65.042,51.12,49.619,83,"K",19.501
9.584,29.84,36.799,70.353,53,"Class4",84.095,33.203,10.513,82,"B",64.834
NA,68.312,79.373,39.215,80,"Class2",34.566,65.088,13.711,91,"J",79.101
10.318,31.067,NA,54.526,42,"Class4",59.264,12.854,10.729,71,"K",69.424
78.066,69.349,41.939,18.021,28,"Class3",68.787,78.563,58.749,87,"H",41.411
53.565,68.338,82.763,22.663,79,"Class2",15.448,33.033,31.173,91,"K",60.277
10.742,29.49,34.907,95.12,54,"Class4",74.162,65.257,4.473,75,"B",59.742
82.447,78.523,41.54,19.12,40,"Class3",64.056,70.843,70.76,83,"W",86.656
51.02,54.892,-1.384,38.886,39,"Class1",13.323,67.88,8.811,11,"H",35.329
57.31,63.8,69.286,60.215,79,"Class2",15.855,46.516,34.994,88,"K",79.894
84.635,83.966,41.805,21.819,36,"Class3",56.328,64.587,36.54,100,"R",51.905
69.486,74.137,41.01,26.169,45,"Class3",39.113,66.411,11.905,99,"H",63.214
NA,79.889,NA,36.84,23,"Class3",54.989,64.151,41.934,77,"H",79.3
76.245,63.252,83.416,36.392,79,"Class2",27.955,24.773,26.37,82,"M",72.928
55.575,75.595,70.953,25.652,18,"Class1",12.933,16.809,7.104,9,"A",78.97
46.309,44.276,52.809,31.573,9,"Class1",14.5,9.993,8.968,4,"H",24.858
75.511,84.234,41.191,12.774,45,"Class3",36.802,72.811,22.328,77,"H",43.911
78.314,80.171,41.455,12.942,28,"Class3",36.051,76.75,80.052,100,"W",51.536
47.796,49.999,41.688,35.043,17,"Class1",13.229,56.003,8.95,27,"W",67.674
51.445,81.108,100.254,23.069,57,"Class1",10.22,33.073,6.613,9,"H",49.52
73.264,71.103,41.582,36.414,36,"Class3",87.995,68.471,46.114,99,"R",48.211
76.047,82.289,41.161,28.801,45,"Class3",34.755,89.568,34.424,97,"G",61.218
58.253,5.853,25.792,32.813,25,"Class1",11.146,14.267,7.788,29,"W",88.422
73.144,70.817,77.383,36.504,80,"Class2",25.676,80.363,27.415,88,"O",69.978
60.802,64.707,71.545,28.971,79,"Class2",32.82,84.656,31.114,87,"M",68.767
9.473,30.655,34.472,73.513,46,"Class4",63.8,15.914,27.405,67,"K",70.986
74.296,86.403,41.594,14.706,28,"Class3",36.53,82.58,40.853,89,"W",57.094
50.589,54.283,10.909,30.51,50,"Class1",11.756,23.964,6.812,17,"U",14.452
10.179,35.669,35.672,59.258,87,"Class4",77.377,105.279,35.392,68,"K",21.057
8.282,33.143,35.267,71.497,25,"Class4",69.846,-4.409,53.471,67,"B",55.05
34.101,60.276,68.225,33.858,79,"Class2",25.543,111.678,26.926,81,"Z",72.428
49.804,57.463,92.513,37.998,16,"Class1",11.463,71.583,6.27,20,"H",61.092
50.405,30.076,35.07,34.386,13,"Class1",14.819,67.097,8.112,34,"A",51.374
10.351,34.075,36.7,37.972,21,"Class4",87.071,129.894,31.336,82,"H",26.611
48.475,38.916,80.629,24.699,19,"Class1",13.388,52.862,7.547,18,"H",63.692
61.095,68.029,68.153,25.826,80,"Class2",14.828,50.625,35.407,87,"K",64.225
9.429,29.227,35.271,75.918,85,"Class4",83.137,19.231,67.32,74,"H",44.579
79.785,87.805,41.262,35.621,47,"Class3",77.424,61.323,9.527,77,"Y",11.535
67.464,61.026,72.794,64.925,80,"Class2",33.3,77.892,21.848,81,"Z",73.996
59.295,42.102,77.373,30.23,57,"Class1",14.134,45.373,6.546,20,"U",12.675
73.908,60.947,70.106,23.51,80,"Class2",26.411,93.376,32.376,82,"K",70.448
NA,54.694,82.728,27.884,22,"Class1",12.953,31.586,8.626,9,"H",87.675
NA,60.743,79.873,34.024,79,"Class2",33.898,37.674,28.164,88,"O",67.085
46.034,28.414,88.243,29.116,33,"Class1",11.754,88.87,8.806,16,"A",34.524
73.209,75.61,41.201,12.516,35,"Class3",56.024,80.807,63.461,84,"H",66.262
60.849,30.021,77.333,23.565,43,"Class1",11.896,37.74,8.701,10,"U",12.7
74.448,74.313,41.493,32.239,50,"Class3",70.536,95.987,55.893,81,"W",103.63
72.82,62.973,77.565,30.574,80,"Class2",32.6,52.183,12.113,86,"K",70.876
9.264,32.163,36.434,97.086,42,"Class4",79.158,50.322,21.899,68,"K",48.446
10.492,31.151,36.127,71.845,48,"Class4",84.201,19.55,20.476,73,"W",73.221
9.791,32.919,36.956,51.849,97,"Class4",70.803,85.555,74.862,71,"D",43.058
8.993,25.624,34.999,64.409,33,"Class4",72.374,79.301,18.488,77,"W",52.359
10.265,33.148,34.212,43.173,59,"Class4",60.076,24.726,19.205,79,"B",77.947
82.643,68.681,41.285,36.834,39,"Class3",65.852,63.998,78.535,81,"H",71.191
9.818,39.374,35.638,10.638,48,"Class4",79.228,5.762,26.578,86,"D",31.634
83.17,62.111,73.157,30.774,80,"Class2",21.636,92.054,9.982,83,"O",73.343
9.3,32.727,35.051,11.661,62,"Class4",85.924,37.73,11.539,80,"K",57.788
NA,65.34,72.867,28.572,80,"Class2",30.12,94.359,19.396,89,"K",80.476
8.145,31.028,33.729,76.109,81,"Class4",62.099,-13.701,56.398,79,"W",23.144
53.034,61.292,68.044,36.394,79,"Class2",21.144,59.946,23.702,91,"M",70.108
55.548,64.181,78.781,63.68,79,"Class2",23.82,22.568,41.854,89,"K",65.158
8.153,29.66,34.778,93.238,29,"Class4",65.512,98.435,61.402,74,"D",43.788
8.613,32.583,36.987,47.435,36,"Class4",73.332,31.308,51.896,68,"B",59.636
