"GKT1","EVL2","TVU3","KAM4","OMD5","Output5","UVT6","KTN7","JQW8","FJI9","XOR10","GDI11"
"X",40.212,55.974,43.388,75.327,"Class2",52,84.668,65.96,88.055,64.91,"H"
"E",2.013,49.712,25.627,NA,"Class1",62,31.641,46.646,45.647,65.381,"D"
"E",30.78,23.096,49.51,66.176,"Class3",51,84.391,39.843,30.823,46.66,"E"
"W",25.507,26.407,38.774,22.877,"Class3",52,82.662,58.218,9.615,54.559,"U"
"J",17.874,25.438,37.536,50.714,"Class1",68,36.687,44.428,42.934,58.033,"M"
"M",44.024,55.017,37.126,43.89,"Class2",28,81.049,70.715,95.346,71.193,"B"
"G",35.635,50.29,38.084,40.527,"Class2",29,71.994,55.886,84.423,69.443,"H"
"F",18.858,25.545,37.631,25.573,"Class3",58,83.584,29.16,59.498,56.56,"E"
"X",35.386,52.02,32.322,67.136,"Class2",39,70.748,66.599,93.284,68.643,"E"
"X",26.291,48.773,48.288,40.967,"Class2",35,75.737,21.156,92.09,21.513,"H"
"E",16.444,60.856,31.873,53.022,"Class1",63,36.844,44.62,27.273,70.742,"E"
"E",6.392,60.242,22.157,82.361,"Class1",60,40.912,48.844,43.791,79.979,"E"
"M",38.641,48.577,36.626,80.296,"Class2",44,85.902,36.725,84.108,23.621,"H"
"W",20.422,18.996,60.582,54.972,"Class3",51,79.805,55.002,22.104,42.648,"U"
"M",27.951,53.619,25.025,48.111,"Class2",49,85.341,17.808,94.031,5.996,"B"
"E",10.954,40.356,43.446,44.397,"Class1",58,33.409,48.6,43.057,81.79,"E"
"V",33.092,44.511,48.577,37.885,"Class3",81,83.897,60.654,52.573,43.569,"P"
"F",8.873,36.97,27.63,66.984,"Class1",65,41.923,47.674,30.537,65.687,"M"
"H",22.987,49.599,52.497,45.569,"Class2",41,79.434,38.378,86.423,11.552,"H"
"G",15.59,55.179,35.167,48.691,"Class2",37,78.028,20.26,91.569,17.313,"H"
"W",27.973,30.852,41.893,17.584,"Class3",68,80.864,71.936,64.338,56.205,"U"
"X",2.596,23.348,46.414,28.284,"Class1",68,32.874,49.05,29.428,59.198,"B"
"E",5.946,56.215,33.332,11.055,"Class1",52,31.736,48.067,41.409,64.793,"D"
"E",5.85,44.334,46.492,59.734,"Class1",65,36.184,46.19,36.78,64.172,"D"
"J",21.819,31.357,47.875,57.86,"Class3",45,79.515,52.483,29.306,48.684,"V"
"F",33.959,23.98,49.115,46.107,"Class3",53,82.579,31.361,31.116,55.452,"V"
"E",11.747,26.992,45.331,14.36,"Class1",68,46.902,48.71,41.514,52.032,"E"
"J",10.525,28.558,39.054,62.365,"Class1",53,31.594,47.553,36.551,84.339,"B"
"F",26.203,42.992,29.825,25.807,"Class3",65,77.671,33.245,26.93,52.781,"P"
"W",31.46,9.236,48.093,56.949,"Class3",81,77.679,58.618,57.756,45.463,"U"
"H",15.358,55.234,37.727,80.059,"Class2",36,73.99,52.205,91.294,66.611,"M"
"W",24.347,28.769,46.042,38.692,"Class3",85,82.97,53.957,54.316,40.573,"P"
"X",26.496,50.18,35.764,76.438,"Class2",47,76.497,41.278,82.266,11.779,"E"
"M",19.934,52.301,34.687,84.647,"Class2",30,87.919,16.907,89.353,49.717,"B"
"E",11.878,43.341,53.844,NA,"Class1",71,36.402,48.506,50.968,51.728,"E"
"F",4.463,56.917,31.786,38.561,"Class1",64,15.092,49.094,20.512,54.418,"D"
