"VZB1","RDU2","QGJ3","QKH4","WKR5","MVA6","Output1","YEX7","RZG8","QIG9","BJL10","NLD11"
"Y",76.806,50.91,67,55.288,33.87,"Class3",91.129,46.182,77,96.095,42.546
"N",11.244,76.711,44,40.54,80.853,"Class1",29.526,81.05,15,38.935,70.337
"B",62.747,74.808,47,31.842,81.698,"Class1",26.853,71.148,34,44.179,66.084
"E",66.348,76.423,54,35.414,NA,"Class2",61.255,59.333,82,8.188,36.89
"J",59.897,35.7,51,47.198,34.724,"Class3",93.498,61.696,85,95.077,63.07
"B",48.971,77.914,46,40.31,79.545,"Class1",20.643,26.457,32,60.091,66.204
"B",59.05,73.686,45,43.387,80.482,"Class1",47.979,54.029,12,68.192,72.999
"L",88.969,13.814,63,75.674,NA,"Class3",83.501,46.474,73,96.753,45.531
"C",17.951,82.63,53,36.839,79.204,"Class1",58.934,69.85,32,75.299,59.266
"S",63.227,59.085,57,33.121,72.966,"Class2",71.631,56.87,58,86.2,79.257
"V",20.876,79.843,46,28.822,80.331,"Class1",53.348,50.659,20,48.127,61.604
"F",41.4,58.658,61,34.823,33.054,"Class3",69.222,6.906,75,98.443,30.932
"C",39.998,79.095,39,34.712,83.431,"Class1",50.444,54.391,27,30.581,68.021
"Q",64.128,49.876,60,56.128,22.357,"Class2",59.594,62.222,63,45.652,30.088
"J",49.686,53.277,66,72.182,36.725,"Class3",75.718,16.395,83,98.743,67.462
"Q",62.496,38.688,51,39.737,35.634,"Class2",77.376,57.055,72,41.58,38.408
"J",58.437,46.78,58,75.785,35.575,"Class3",72.09,41.182,86,97.589,29.931
"V",62.82,84.262,46,38.018,78.941,"Class1",-6.568,52.108,30,42.051,72.692
"N",56.509,75.897,37,46.472,78.498,"Class1",38.464,66.288,14,72.565,67.611
"G",62.572,54.067,64,54.662,36.301,"Class3",86.996,31.909,71,97.276,66.293
"O",67.63,80.463,62,34.672,23.118,"Class2",73.734,59.081,69,92.643,72.405
"S",66.023,57.506,58,39.261,29.524,"Class2",49.873,54.17,63,86.548,70.783
"C",35.24,77.001,56,40.056,78.536,"Class1",30.807,28.843,10,37.034,77.337
"S",65.489,52.967,53,44.344,76.964,"Class2",86.136,41.593,76,22.482,84.505
"D",66.87,77.296,53,38.517,64.809,"Class2",72.806,57.54,57,72.589,54.584
"L",35.502,44.426,67,50.125,34.013,"Class3",97.245,33.064,75,97.835,26.711
"V",11.768,71.381,44,37.775,78.354,"Class1",33.687,77.406,38,65.109,75.496
"C",30.396,82.12,51,41.904,82.832,"Class1",56.003,58.714,12,28.708,76.472
"J",61.897,12.898,60,37.158,34.297,"Class3",79.156,37.123,81,93.339,50.294
"C",49.836,70.859,65,41.749,82.7,"Class1",18.119,62.85,15,43.366,59.83
"C",62.458,74.691,47,31.406,79.225,"Class1",36.582,36.637,32,44.995,70.864
"Y",84.571,37.844,53,63.291,35.756,"Class3",100.592,42.467,76,97.378,37.348
"Q",61.536,57.723,54,44.358,23.168,"Class2",67.304,64.606,70,19.162,45.597
NA,63.909,42.979,51,29.926,62.675,"Class2",59.09,50.749,67,81.132,42.604
"Y",71.965,18.548,62,35.242,33.795,"Class3",81.099,37.852,78,94.234,29.762
"E",61.526,52.036,51,42.169,29.964,"Class2",55.631,52.796,57,98.354,43.806
"C",26.839,75.705,38,47.87,78.203,"Class1",42.888,60.187,20,75.63,60.401
"E",67.514,73.601,56,47.17,60.118,"Class2",56.837,66.84,58,92.555,43.338
"J",51.465,47.57,52,45.127,35.46,"Class3",78.439,30.411,73,93.201,39.77
"N",11.027,77.422,62,41.164,83.6,"Class1",83.79,54.011,34,28.576,76.589
"Y",60.661,50.287,70,94.649,34.407,"Class3",72.051,23.949,80,97.223,47.987
"F",61.608,66.52,56,31.001,36.799,"Class3",88.813,34.053,76,98.175,33.21
"M",65.625,81.31,51,38.039,81.5,"Class1",113.051,77.999,5,78.498,67.76
"E",62.789,33.662,63,17,26.312,"Class2",75.227,59.517,70,73.526,71.639
"S",63.828,84.15,60,39.448,78.281,"Class2",66.784,57.45,58,62.596,36.609
"J",36.541,51.867,65,28.295,34.319,"Class3",82.429,56.184,73,98.008,41.254
"B",22.112,73.619,65,43.253,83.135,"Class1",40.156,30.564,31,31.401,68.931
"C",30.172,78.087,61,40.315,83.6,"Class1",61.919,51.51,30,67.711,60.849
"D",61.297,31.077,58,38.041,79.417,"Class2",77.145,58.922,62,19.092,43.93
"V",12.084,72.481,66,33.568,83.681,"Class1",15.744,57.275,16,24.371,76.909
"O",62.135,53.29,56,54.292,39.325,"Class2",73.922,48.078,59,48.006,24.838
"S",67.75,116.999,64,34.544,23.035,"Class2",62.681,55.147,59,20.945,37.267
"G",85.343,45.777,61,61.661,NA,"Class3",81.663,-12.488,77,93.715,45.245
"O",61.756,0.283,53,34.987,60.693,"Class2",62.338,53.206,79,16.4,23.877
"D",67.934,69.666,51,42.238,58.488,"Class2",76.663,57.453,66,14.546,66.193
"S",63.92,75.567,55,25.836,22.443,"Class2",62.353,53.871,72,34.471,82.527
NA,71.179,42.002,51,65.526,36.085,"Class3",77.782,18.11,80,93.323,57.395
"F",48.582,55.742,53,47.913,33.177,"Class3",93.257,37.806,78,93.885,30.666
"N",41.902,73.533,58,36.808,81.261,"Class1",44.231,55.61,13,53.974,60.285
"O",63.409,22.621,63,40.978,47.981,"Class2",73.693,66.869,71,73.093,40.952
"J",47.186,15.474,57,12.932,36.456,"Class3",83.758,16.242,85,93.182,70.657
"G",77.265,33.267,61,45.388,36.092,"Class3",81.861,43.793,71,97.328,65.817
"N",64.812,72.668,37,35.472,80.253,"Class1",10.434,58.003,33,27.934,77.668
"G",52.412,50.146,55,73.592,35.65,"Class3",70.902,39.857,78,98.937,48.67
"S",67.552,57.595,53,30.476,43.902,"Class2",66.96,51.045,81,33.799,37.588
NA,37.644,19.42,52,75.365,34.627,"Class3",91.209,16.933,71,93.291,26.942
"J",85.004,42.159,63,98.328,33.936,"Class3",68.499,51.051,81,95.954,52.273
"Y",79.063,54.443,68,44.306,33.932,"Class3",78.316,28.114,84,96.355,30.411
"S",66.003,14.591,57,32.974,21.644,"Class2",61.875,61.538,77,72.604,27.817
"S",63.949,73.819,50,41.016,77.678,"Class2",80.498,55.335,63,71.438,85.531
"S",62.945,12.945,66,56.93,74.363,"Class2",61.77,52.853,58,7.385,26.867
"O",63.816,81.81,51,40.531,34.841,"Class2",57.924,50.735,61,37.751,85.948
NA,87.701,49.496,55,55.689,34.519,"Class3",82.035,53.857,77,97.897,47.508
"C",45.912,70.709,41,38.94,78.432,"Class1",35.042,67.279,22,42.236,61.165
"E",61.931,90.438,65,47.86,35.546,"Class2",81.23,63.821,65,87.599,65.535
"G",83.952,50.514,57,25.091,33.036,"Class3",88.627,67.479,74,93.108,28.456
"O",65.219,64.086,54,52.536,23.537,"Class2",78.64,58.284,77,72.575,68.912
"V",20.108,77.706,42,35.333,82.477,"Class1",67.162,68.577,20,39.749,66.488
"E",63.125,52.278,65,62.92,28.045,"Class2",73.713,50.286,74,74.143,50.517
NA,82.941,85.754,71,78.243,34.938,"Class3",79.284,11.981,82,98.539,59.315
"S",64.576,57.969,54,41.003,38.534,"Class2",60.793,51.105,63,79.241,47.611
"J",47.275,26.349,53,23.934,36.562,"Class3",86.016,29.804,72,95.7,41.813
"L",65.957,22.947,68,31.338,34.407,"Class3",87.097,38.057,73,97.546,53.144
"N",50.364,73.601,52,36.234,79.919,"Class1",42.839,44.436,22,75.701,69.387
"J",48.658,63.985,64,49.237,34.694,"Class3",86.445,25.535,80,95.216,54.094
"C",37.946,77.896,64,36.512,78.556,"Class1",67.713,46.43,21,61.755,75.883
"E",65.314,73.837,60,48.534,56.567,"Class2",79.975,46.897,65,93.965,73.469
"M",67.476,79.999,48,39.461,83.706,"Class1",71.835,65.065,7,34.511,76.806
"D",64.762,70.565,60,40.376,52.966,"Class2",67.062,68.863,56,82.886,49.462
"D",64.319,81.986,61,56.505,43.847,"Class2",67.692,62.034,59,61.102,57.564
"G",65.493,18.233,55,60.795,33.755,"Class3",80.256,41.757,79,97.407,43.364
"S",66.565,74.414,57,21.509,56.577,"Class2",69.99,49.821,59,31.585,32.629
"D",63.931,59.798,51,26.946,37.266,"Class2",72.93,50.353,65,52.904,84.392
"F",59.842,61.966,64,46.566,35.811,"Class3",96.511,42.177,86,95.097,64.378
"G",47.184,20.076,65,48.663,33.22,"Class3",67.09,49.097,79,93.584,28.887
"G",49.253,65.381,67,16.216,36.068,"Class3",87.758,47.591,76,95.95,28.467
NA,67.401,38.456,66,44.092,56.411,"Class2",62.388,54.984,73,47.345,71.071
"B",25.626,76.621,43,44.999,83.682,"Class1",82.199,41.494,37,21.151,74.55
"L",49.506,41.488,57,19.631,33.963,"Class3",78.349,45.792,76,98.269,45.316
"G",57.843,55.91,51,56.759,36.548,"Class3",86.449,44.18,82,94.926,44.866
"Q",61.26,40.276,63,56.206,66.78,"Class2",64.223,59.013,55,73.081,24.948
NA,71.93,42.23,67,49.891,NA,"Class3",79.356,51.397,74,94.669,53.27
"J",54.888,26.906,65,56.111,36.36,"Class3",103.193,58.486,84,95.735,66.261
"N",53.2,77.969,60,42.12,79.689,"Class1",7.019,49.783,32,43.678,62.058
"Y",35.524,45.615,58,69.343,33.23,"Class3",94.17,17.949,73,98.079,62.875
"F",45.978,55.228,65,48.163,35.682,"Class3",65.978,40.75,83,98.959,34.358
"D",64.735,63.036,67,48.727,45.563,"Class2",75.206,53.395,58,79.708,34.087
"F",71.567,28.707,55,61.676,36.846,"Class3",78.8,52.43,72,94.064,68.85
"D",61.953,77.317,51,50.278,35.333,"Class2",67.233,54.966,69,47.328,70.802
"O",66.486,46.346,64,40.259,51.142,"Class2",71.197,57.163,55,47.437,82.963
"M",37.02,70.632,49,37.409,81.827,"Class1",57.327,47.918,11,35.095,63.272
"Q",64.656,-12.194,50,48.67,75.828,"Class2",67.124,59.627,60,58.635,48.263
"D",66.777,45.004,60,55.028,47.868,"Class2",77.159,52.395,72,58.448,54.575
"E",62.062,85.385,59,43.06,41.984,"Class2",63.985,59.353,65,49.7,26.386
"S",61.246,57.789,53,36.05,70.854,"Class2",61.779,51.664,80,8.073,29.43
"M",31.818,77.241,52,42.795,83.362,"Class1",65.383,83.446,40,35.264,59.159
"V",25.225,84.036,66,32.163,78.871,"Class1",-1.064,44.699,37,48.155,64.112
"D",63.957,20.001,64,41.129,79.826,"Class2",87.507,53.712,55,18.539,35.891
"D",66.465,79.549,61,47.065,67.529,"Class2",92.467,45.842,65,21.162,69.723
"C",24.759,76.141,39,38.555,78.647,"Class1",41.41,53.504,24,75.89,64.051
NA,36.514,75.36,59,40.805,78.575,"Class1",77.176,35.312,25,43.347,62.864
"L",46.124,63.451,67,75.418,36.179,"Class3",89.63,35.125,77,94.521,61.139
"G",65.405,28.832,58,24.128,36.345,"Class3",106.249,65.914,85,93.424,38.371
"J",42.121,31.454,54,75.641,34.422,"Class3",81.081,1.509,72,95.247,59.701
"M",33.594,73.678,35,41.403,81.839,"Class1",17.485,39.046,6,30.408,63.851
NA,50.882,38.109,66,32.311,36.732,"Class3",69.664,45.349,80,95.614,30.559
"B",61.963,76.405,46,37.331,79.612,"Class1",65.984,41.721,17,23.732,77.051
"E",65.243,55.709,53,34.208,36.144,"Class2",67.831,65.911,65,65.098,42.149
"J",39.509,54.811,54,46.349,33.869,"Class3",78.916,39.918,82,96.98,55.97
NA,36.965,67.304,68,86.069,36.729,"Class3",84.301,25.572,86,98.405,34.38
"B",46.394,80.243,65,36.955,80.501,"Class1",85.608,56.138,15,70.513,60.845
"Q",67.584,28.337,57,49.327,52.648,"Class2",74.646,66.441,80,25.17,59.127
"G",37.658,42.864,71,76.681,35.43,"Class3",87.369,61.136,85,97.207,33.366
"M",55.402,72.512,62,45.04,83.605,"Class1",32.585,55.74,5,41.707,62.941
"Y",47.873,57.089,71,19.537,34.532,"Class3",86.473,30.339,75,98.775,48.032
"S",67.075,71.782,65,33.306,64.832,"Class2",77.614,56.183,78,98.604,39.772
"E",63.166,52.243,58,44.191,53.601,"Class2",68.77,57.896,66,73.439,41.169
"M",27.702,75.527,36,29.726,82.463,"Class1",45.186,79.039,35,58.476,59.209
NA,61.8,92.498,60,38.444,22.651,"Class2",80.271,52.48,71,30.427,27.852
"S",64.673,80.358,56,33.213,NA,"Class2",75.051,60.611,68,92.056,31.464
"C",26.267,71.639,54,37.306,78.271,"Class1",46.207,81.075,23,65.567,71.25
"D",65.361,11.304,54,39.957,33.006,"Class2",74.262,56.022,72,56.212,72.569
"F",82.018,53.125,53,78.277,33.37,"Class3",103.152,48.081,75,98.601,44.855
"L",58.906,52.671,58,47.683,36.284,"Class3",85.546,57.985,86,94.446,67.082
"N",12.574,79.032,60,42.594,81.218,"Class1",-0.638,50.019,35,77.519,60.106
"F",37.572,67.871,53,63.025,35.047,"Class3",79.68,27.529,74,98.094,48.314
"E",65.452,30.869,65,40.769,63.798,"Class2",61.928,53.16,78,5.672,77.434
"L",43.62,68.966,68,57.727,36.155,"Class3",72.989,37.182,84,96.774,55.559
NA,48.722,61.323,54,110.675,34.226,"Class3",87.755,40.74,74,94.802,51.734
"C",35.779,75.926,52,38.26,81.088,"Class1",-0.595,60.294,30,19.152,71.439
"V",21.311,79.31,66,39.566,79.566,"Class1",47.805,58.856,7,54.292,71.236
"E",66.148,80.38,66,30.062,76.621,"Class2",67.195,53.637,68,27.751,45.495
"O",63.051,41.107,66,32.595,65.384,"Class2",63.029,51.83,67,78.154,31.545
"N",19.581,82.548,63,36.643,81.752,"Class1",88.298,48.338,10,79.04,73.005
"O",61.857,76.123,65,34.98,68.647,"Class2",70.351,61.781,76,5.44,45.753
"F",67.677,37.54,54,63.949,34.07,"Class3",81.52,22.746,86,97.79,39.229
"J",86.344,63.689,69,30.54,34.59,"Class3",88.805,12.553,72,96.88,56.128
"B",46.754,78.971,47,39.102,83.675,"Class1",100.887,49.751,12,76.736,64.363
"L",65.68,40.61,61,95.462,35.982,"Class3",82.588,37.568,75,98.038,50.396
"O",64.266,49.379,54,38.869,36.587,"Class2",43.956,59.061,63,16.118,50.966
"B",35.099,73.372,43,39.136,80.071,"Class1",15.837,38.895,31,64.973,59.68
"Y",89.643,16.389,62,73.116,34.527,"Class3",69.267,50.612,80,96.553,36.866
"D",61.338,50.313,63,34.91,33.565,"Class2",63.108,64.457,72,50.655,28.615
"E",62.262,44.21,52,39.488,77.956,"Class2",72.848,64.521,61,94.107,36.139
"L",44.108,41.904,54,70.183,34.815,"Class3",81.567,66.067,71,93.714,58.687
"Y",54.206,77.791,57,49.333,33.575,"Class3",87.033,18.967,75,96.52,41.326
"F",66.119,63.402,59,55.951,33.867,"Class3",83.7,48.698,73,96.58,68.084
"O",64.65,86.847,52,33.98,57.827,"Class2",87.638,57.244,72,48.772,54.164
"O",66.174,24.043,62,20.797,74.932,"Class2",83.604,51.377,77,11.471,65.737
"E",63.48,81.383,60,35.018,53.498,"Class2",86.284,53.138,76,61.079,68.349
"C",61.859,75.124,47,37.385,78.117,"Class1",2.416,49.842,24,55.694,64.839
"L",58.391,26.579,54,45.669,33.369,"Class3",71.441,9.419,80,94.654,63.742
"V",54.582,77.155,56,37.436,NA,"Class1",81.125,60.548,39,33.435,63.811
"E",61.309,-5.994,62,52.618,57.712,"Class2",87.42,56.564,70,21.716,39.884
"V",48.393,77.333,47,26.553,79.96,"Class1",20.411,46.111,9,47.151,77.699
"B",47.843,79.53,51,43.986,NA,"Class1",79.572,68.04,12,39.305,69.791
"N",12.68,70.3,34,39.766,81.543,"Class1",1.147,74.952,9,44.742,76.911
"E",67.032,55.595,63,50.674,55.89,"Class2",79.334,51.74,64,85.053,41.484
"S",62.453,73.883,60,38.922,37.222,"Class2",52.453,57.932,57,16.952,58.722
"J",39.388,58.682,62,64.719,36.228,"Class3",90.177,60.724,76,97.707,43.527
"F",39.155,31.13,67,46.554,33.458,"Class3",89.231,11.571,77,94.821,35.333
"M",55.235,68.95,45,41.315,82.973,"Class1",21.964,54.98,8,28.468,65.089
"E",63.857,81.116,64,33.565,77.811,"Class2",83.244,56.249,70,96.405,85.981
"M",55.75,79.661,44,42.623,78.609,"Class1",18.778,62.828,19,63.429,71.811
"Q",67.941,55.762,61,23.144,50.356,"Class2",60.145,55.331,58,98.113,38.005
"D",66.451,30.157,61,35.645,NA,"Class2",71.547,45.325,55,52.833,33.071
"Y",77.892,45.953,69,58.992,34.995,"Class3",71.68,59.626,83,95.87,32.84
"Q",64.678,93.197,58,19.648,38.902,"Class2",75.473,51.219,60,81.659,74.351
"V",53.46,80.887,66,38.439,NA,"Class1",21.831,73.769,20,74.923,63.364
"M",55.666,73.12,37,40.718,81.595,"Class1",8.366,75.635,35,31.044,77.369
"J",63.747,42.999,69,49.466,NA,"Class3",91.17,3.31,71,93.698,35.464
"O",65.812,68.672,64,37.47,35.621,"Class2",86.592,57.616,75,68.66,40.052
"N",50.561,76.295,42,43.749,82.464,"Class1",67.511,55.414,40,40.919,72.729
NA,87.312,43.204,51,82.959,33.313,"Class3",65.982,15.706,77,96.264,36.115
"V",26.722,78.465,39,39.806,79.307,"Class1",21.838,66.171,30,42.34,77.553
"E",64.738,95.172,61,42.57,27.637,"Class2",78.644,60.925,56,22.187,78.072
"F",72.798,59.515,64,37.214,34.191,"Class3",89.395,29.784,81,94.08,41.266
"Q",61.255,57.604,66,50.027,70.165,"Class2",80.035,58.402,63,34.231,35.025
"O",62.352,85.78,50,29.257,29.843,"Class2",82.967,56.328,75,55.898,35.37
"E",61.129,55.615,53,37.754,49.919,"Class2",77.183,52.652,60,16.523,77.185
"S",64.918,61.43,65,56.009,NA,"Class2",66.823,59.73,71,99.177,51.429
"J",76.105,40.334,53,49.196,NA,"Class3",82.429,31.101,76,94.486,64.772
NA,65.363,62.486,58,41.424,39.052,"Class2",71.491,57.8,64,34.684,69.439
"J",71.931,36.031,70,34.177,34.35,"Class3",79.123,56.215,84,94.725,47.885
NA,53.347,78.515,54,50.274,83.995,"Class1",27.056,70.229,5,70.786,59.1
"E",61.096,53.887,58,35.283,33.942,"Class2",52.907,56.177,76,27.529,78.089
"F",65.463,29.026,52,41.992,33.056,"Class3",66.361,42.279,77,94.536,45.946
"O",64.277,79.969,67,39.884,63.359,"Class2",66.286,54.456,70,89.027,28.344
"B",29.552,79.066,41,44.97,81.013,"Class1",48.778,75.777,29,71.519,72.557
"J",89.146,80.587,70,49.565,36.461,"Class3",83.566,42.158,74,96.126,36.798
"O",65.519,58.669,55,29.102,63.346,"Class2",79.055,54.286,69,3.39,37.385
"G",55.499,50.76,61,16.099,NA,"Class3",75.33,25.116,79,98,32.33
"Q",67.738,103.361,67,28.723,NA,"Class2",87.123,56.65,75,57.419,32.836
"M",23.83,73.435,44,36.868,78.145,"Class1",-31.345,5.074,13,66.85,63.501
"E",62.552,47.537,57,32.855,60.411,"Class2",77.85,57.42,72,37.618,49.805
"Q",64.76,43.323,61,47.042,36.968,"Class2",86.462,57.066,66,84.004,77.283
NA,56.426,73.245,33,43.294,83.569,"Class1",-15.783,51.358,5,65.99,68.131
"J",69.165,35.886,60,-3.57,34.376,"Class3",86.801,45.284,85,98.579,56.921
"B",60.155,75.874,37,36.555,79.497,"Class1",93.245,61.984,39,40.291,73.784
"S",63.58,20.05,59,35.456,42.86,"Class2",66.086,61.023,78,31.492,33.056
"G",56.41,49.027,64,47.887,NA,"Class3",81.95,26.456,75,94.444,51.709
"M",43.259,75.061,42,43.379,82.576,"Class1",81.268,82.165,37,29.682,76.953
"J",34.812,45.223,56,49.26,33.731,"Class3",83.45,73.257,85,95.078,47.557
"N",31.625,82.31,54,44.758,82.476,"Class1",18.277,58.377,14,62.199,64.353
"Q",66.704,95.639,55,44.1,34.989,"Class2",77.718,56.307,81,91.57,52.946
"Y",58.253,44.413,54,61.944,34.22,"Class3",88.99,33.131,80,95.176,47.32
"S",64.281,61.283,58,52.069,74.604,"Class2",79.618,58.722,71,72.981,76.92
"E",65.681,87.932,54,38.014,NA,"Class2",75.428,58.358,76,15.664,44.108
"J",71.664,39.875,54,73.32,NA,"Class3",84.973,17.429,72,97.605,52.7
"M",20.107,76.742,41,44.791,81.54,"Class1",50.703,44.796,19,48.985,72.86
"D",64.98,78.661,51,45.584,68.205,"Class2",70.08,52.736,76,96.235,33.889
"S",67.672,28.029,55,45.913,55.57,"Class2",77.964,60.313,61,73.614,51.488
"G",82.757,39.713,71,52.066,36.681,"Class3",73.908,55.603,79,98.191,63.349
"B",22.433,77.481,50,34.252,83.866,"Class1",-6.764,81.917,28,75.62,62.055
"O",64.604,8.28,60,41.761,51.044,"Class2",37.568,51.725,76,86.803,28
"F",79.462,26.968,65,29.23,35.63,"Class3",95.194,38.719,82,96.347,67.381
"Y",61.168,53.652,57,82.243,33.929,"Class3",77.895,38.476,77,93.428,30.244
"L",34.467,41.733,70,65.583,33.447,"Class3",70.092,16.816,71,98.471,30.154
"C",57.403,75.723,60,42.633,80.905,"Class1",44.068,48.624,20,55.653,76.179
"O",67.971,50.375,67,45.984,25.754,"Class2",60.354,57.468,75,3.082,72.828
NA,47.084,73.445,57,43.629,81.66,"Class1",30.124,83.538,20,26.602,68.398
"V",60.351,80.07,51,41.266,82.423,"Class1",111.625,24.057,12,53.33,66.698
"V",68.841,78.423,64,41.057,82.156,"Class1",59.877,52.499,36,43.092,70.463
"N",63.938,70.066,55,41.432,83.943,"Class1",78.218,56.099,23,25.425,60.324
NA,65.483,2.155,52,44.343,66.865,"Class2",97.084,53.521,79,21.134,32.276
"M",32.519,79.969,56,40.371,82.715,"Class1",-15.13,74.968,6,25.593,64.88
"L",55.192,18.183,54,51.871,33.504,"Class3",87.21,21.254,71,98.368,41.29
"N",9.61,77.335,46,37.618,82.014,"Class1",43.933,74.158,23,72.696,65.503
"B",20.487,71.864,52,38.732,79.148,"Class1",51.176,57.35,11,24.247,63.016
"D",67.726,58.458,61,49.152,71.964,"Class2",74.732,61.741,55,88.496,63.277
"G",78.226,21.766,57,41.876,34.726,"Class3",110.444,65.758,73,93.964,63.865
"S",63.087,20.376,59,21.049,38.013,"Class2",70.958,53.791,57,51.355,76.59
"M",11.797,75.06,67,33.698,80.577,"Class1",89.358,45.563,34,74.181,60.369
"O",61.867,34.722,57,45.948,58.771,"Class2",83.342,58.305,63,15.41,53.963
"F",85.551,61.87,64,56.205,34.919,"Class3",82.954,40.065,77,93.402,39.184
"N",50.955,72.717,37,41.747,80.059,"Class1",52.031,77.903,35,48.912,77.481
"M",57.522,76.051,63,45.337,79.386,"Class1",38.156,54.469,29,20.034,77.022
"E",65.867,44.012,60,48.538,70.953,"Class2",59.124,54.679,68,59.088,40.018
"F",76.113,55.499,51,14.663,35.668,"Class3",81.293,-13.829,82,97.281,62.495
"O",64.334,32.987,59,35.253,29.405,"Class2",59.982,54.486,76,11.634,27.157
"J",79.309,44.991,54,61.37,NA,"Class3",89.652,43.877,82,93.623,49.155
"O",63.962,67.481,57,53.596,49.259,"Class2",57.707,59.783,72,34.118,60.116
"L",38.569,38.411,63,33.324,33.529,"Class3",80.405,46.31,86,94.655,31.028
"Q",62.26,67.259,61,48.664,62.618,"Class2",75.863,58.727,74,59.921,54.27
"E",62.381,28.279,64,41.195,74.461,"Class2",75.418,61.014,74,43.376,68.998
"J",35.473,50.289,70,49.894,36.012,"Class3",88.306,49.727,80,96.726,40.427
"V",43.608,76.424,32,33.169,81.517,"Class1",76.488,51.213,29,48.713,67.12
"F",66.028,27.288,55,69.738,36.026,"Class3",91.431,45.322,83,95.606,57.924
"C",47.963,79.057,50,43.875,NA,"Class1",73.353,87.826,33,57.642,75.952
"Q",66.356,68.623,51,40.142,76.854,"Class2",80.907,55.656,71,76.885,67.576
"Y",62.938,57.086,71,66.903,36.498,"Class3",78.307,19.833,86,97.32,51.783
"F",68.243,59.347,66,77.713,36.871,"Class3",75.44,20.142,80,96.438,64.951
"Y",39.379,21.922,67,43.89,34.435,"Class3",82.649,49.673,79,94.607,28.089
"D",62.771,86.338,61,43.482,47.038,"Class2",51.516,54.526,80,57.664,50.03
NA,44.548,79.524,42,42.703,82.175,"Class1",11.217,74.987,16,75.755,60.434
"C",39.736,82.384,46,42.056,78.374,"Class1",103.874,40.583,39,30.008,65.451
"F",45.961,29.758,60,73.326,36.887,"Class3",91.348,46.082,84,95.554,41.291
"S",67.686,118.287,50,44.045,58.897,"Class2",76.103,52.835,58,15.753,76.831
"B",25.706,72.35,45,42.637,83.303,"Class1",74.251,67.485,15,76.368,65.962
"G",52.179,37.529,56,39.125,36.419,"Class3",82.382,33.387,81,98.316,60.998
"L",59.293,52.903,68,48.867,33.875,"Class3",81.01,43.625,80,97.143,55.739
"L",78.94,53.091,52,55.393,33.485,"Class3",82.322,56.166,73,98.053,30.777
"B",58.49,70.454,39,33.484,83.324,"Class1",41.118,37.538,7,73.078,67.521
"Y",51.672,44.741,65,48.875,36.547,"Class3",85.808,41.756,78,94.914,46.748
"M",15.082,70.927,52,43.303,81.109,"Class1",35.933,45.412,39,25.094,69.138
"L",61.369,40.861,59,121.806,34.998,"Class3",98.408,29.734,85,93.985,67.294
"L",87.481,59.051,54,83.262,35.058,"Class3",88.639,5.462,72,93.821,38.561
"O",66.07,74.7,62,38.191,41.255,"Class2",79.327,53.018,73,82.374,73.547
"Y",72.747,43.721,59,90.275,36.441,"Class3",90.249,24.694,75,93.334,59.493
"Y",65.055,40.936,62,75.925,33.962,"Class3",86.376,41.54,86,93.592,40.806
"D",62.953,26.386,53,35.272,47.626,"Class2",67.896,60.905,67,44.358,50.852
NA,66.65,37.843,55,51.839,52.995,"Class2",75.626,56.457,61,96.339,62.009
"D",67.564,65.498,62,42.542,NA,"Class2",65.818,63.291,71,8.692,40.615
"B",29.215,78.563,38,35.692,82.419,"Class1",-4.398,47.98,38,66.681,68.228
"J",64.66,17.094,68,43.724,33.523,"Class3",77.456,42.615,75,94.816,54.28
"N",13.974,68.7,53,35.636,80.922,"Class1",53.815,47.194,32,49.862,62.525
