"RVM1","WRJ2","XBE3","Output19","QPJ4","QET5","BQX6","EZA7","WEP8","RMF9","GZF10","LAG11"
71.53,62,23.845,"Class1",32.346,102.859,"G",82.023,6.361,97.305,41.41,"B"
74.91,80,23.45,"Class1",10.965,96.235,"Q",81.47,11.777,98.285,36.672,"L"
75.454,83,89.227,"Class2",85.472,23.409,"C",30.709,77.477,49.385,94.367,"K"
53.146,75,89.269,"Class2",56.82,56.846,"K",39.261,56.45,46.374,86.329,"G"
80.328,56,23.425,"Class1",11.032,76.792,"Q",82.201,2.805,97.968,33.228,"X"
66.022,48,25.831,"Class1",54.545,45.406,"T",82.304,33.267,94.9,14.291,"X"
52.299,73,89.403,"Class2",71.689,25.629,"R",49.29,90.468,42.772,99.103,"K"
50.966,78,89.2,"Class2",65.771,52.05,"T",28.951,62.734,49.452,83.54,"K"
85.055,55,23.921,"Class1",44.275,96.302,"P",81.77,10.384,96.948,36.718,"X"
34.965,44,89.845,"Class2",73.71,60.319,"K",20.648,39.478,54.488,58.496,"K"
40.728,22,89.843,"Class2",71.612,46.615,"T",29.491,47.458,40.011,NA,"H"
65.754,69,24.776,"Class1",50.58,53.715,"T",81.598,25.532,97.268,NA,"U"
53.523,89,26.417,"Class1",51.977,96.292,"P",81.335,12.471,98.578,35.618,"B"
32.494,27,89.092,"Class2",78.63,16.222,"C",50.408,86.256,53.602,73.912,"K"
71.198,33,89.595,"Class2",71.025,26.388,"K",50.591,80.695,40.741,50.917,"I"
34.079,46,89.588,"Class2",71.458,20.639,"K",41.674,30.945,50.837,75.517,"I"
67.96,36,89.816,"Class2",71.765,54.933,"T",42.085,79.626,47.499,88.429,"I"
40.89,87,89.782,"Class2",72.219,25.801,"T",23.557,73.549,49.094,70.678,"H"
63.354,51,89.748,"Class2",59.168,5.241,"K",49.17,49.856,45.204,65.407,"I"
39.306,52,18.535,"Class1",39.119,77.719,"Q",81.435,33.181,96.662,28.115,"H"
46.41,70,89.364,"Class2",56.474,30.095,"R",26.018,83.816,41.015,59.635,"K"
54.446,72,20.553,"Class1",19.015,79.024,"Q",81.692,15.021,97.276,76.389,"B"
48.283,61,27.77,"Class1",22.948,86.144,"P",82.19,9.535,95.177,43.427,"B"
79.591,76,89.992,"Class2",69.097,51.013,"I",21.337,46.171,48.862,77.668,"H"
51.742,65,26.524,"Class1",40.101,92.03,"P",81.936,29.015,102.09,31,"U"
72.948,79,89.33,"Class2",69.495,38.59,"K",38.668,24.051,55.121,64.669,"K"
61.366,26,89.721,"Class2",67.421,47.124,"C",44.13,92.038,50.121,73.926,"K"
52.872,73,89.88,"Class2",64.124,18.832,"R",NA,46.443,47.553,80.17,"K"
28.961,89,89.245,"Class2",80.523,31.362,"K",25.198,32.553,47.661,90.502,"L"
28.698,36,89.409,"Class2",72.899,33.556,"R",46.315,81.151,35.829,63.864,"L"
60.014,21,89.052,"Class2",82.34,37.286,"C",30.404,88.512,46.153,70.799,"K"
20.851,60,22.183,"Class1",31.029,62.919,"Q",82.47,31.937,97.031,54.44,"L"
29.748,39,89.456,"Class2",78.461,49.225,"T",41.734,88.964,52.261,95.918,"I"
51.378,58,89.33,"Class2",67.885,85.647,"T",39.076,41.944,45.603,77.342,"K"
40.028,66,89.973,"Class2",71.073,33.087,"T",43.134,38.189,38.971,68.892,"I"
40.653,89,28.97,"Class1",15.296,87.108,"Q",82.387,27.333,100.599,43.232,"H"
59.49,55,19.286,"Class1",46.396,93.147,"S",81.649,22.631,96.675,21.165,"L"
44.641,52,18.034,"Class1",21.062,88.982,"Q",81.473,37.486,96.747,32.064,"X"
51.027,44,89.54,"Class2",75.057,53.603,"T",21.74,71.436,47.769,81.797,"K"
37.453,59,22.036,"Class1",41.371,78.429,"T",82.541,11.847,98.271,65.48,"U"
61.36,55,16.894,"Class1",49.247,84.031,"Q",81.313,17.554,97.219,24.342,"U"
31.489,88,89.943,"Class2",58.752,4.33,"C",32.71,21.423,45.84,64.376,"G"
69.964,70,20.607,"Class1",30.56,85.012,"G",81.477,12.523,99.232,46.695,"L"
64.458,88,89.245,"Class2",65.518,20.303,"T",35.42,21.102,47.741,87.487,"I"
79.504,47,89.075,"Class2",79.817,41.411,"R",43.579,57.813,42.839,73.257,"L"
48.623,81,23.644,"Class1",32.395,66.362,"P",82.035,10.41,97.41,51.587,"U"
66.349,73,23.544,"Class1",34.117,53.324,"S",81.468,2.1,97.041,63.567,"X"
54.226,90,24.887,"Class1",53.169,91.951,"T",81.498,24.692,97.349,61.182,"B"
20.065,64,89.1,"Class2",76.467,59.323,"I",33.826,61.43,50.546,64.437,"H"
67.147,70,89.471,"Class2",81.266,66.502,"K",27.682,31.753,54.783,73.252,"G"
60.566,67,89.036,"Class2",58.542,26.432,"R",44.792,84.765,47.551,76.52,"H"
8.462,63,89.411,"Class2",64.403,40.476,"R",20.508,40.571,41.684,59.325,"I"
47.679,77,18.531,"Class1",13.343,48.963,"P",82.189,15.865,97.955,46.95,"L"
31.249,74,27.815,"Class1",43.203,92.792,"S",81.892,31.428,97.554,55.548,"X"
43.049,92,24.059,"Class1",15.367,78.692,"S",82.184,20.091,98.616,39.249,"H"
30.496,57,17.257,"Class1",22.6,80.835,"Q",82.139,16.918,98.794,58.393,"H"
18.381,23,89.62,"Class2",59.93,34.673,"T",42.692,85.865,39.093,59.487,"I"
33.053,58,22.39,"Class1",42.365,103.229,"Q",82.309,4.089,96.334,41.46,"U"
76.186,77,21.827,"Class1",11.454,98.024,"P",81.286,8.67,100.186,30.218,"H"
60.535,72,25.16,"Class1",33.702,96.95,"T",81.905,31.856,98.656,59.531,"L"
55.462,56,89.848,"Class2",78.361,22.211,"I",32.583,58.121,48.794,85.684,"H"
33.849,45,89.422,"Class2",70.419,67.292,"C",25.67,77.65,45.287,92.776,"G"
64.826,59,89.216,"Class2",71.519,34.065,"K",31.072,88.263,34.588,82.212,"I"
33.427,28,89.263,"Class2",73.984,54.778,"R",40.321,42.057,47.099,67.74,"L"
34.094,65,22.393,"Class1",42.636,93.133,"T",82.135,24.891,96.94,21.5,"L"
36.099,83,89.67,"Class2",63.81,40.399,"K",44.262,25.215,48.77,NA,"L"
74.444,53,89.855,"Class2",76.508,68.853,"K",19.665,23.632,56.965,99.556,"H"
47.72,54,16.636,"Class1",52.483,75.21,"G",82.24,29.244,99.724,42.341,"L"
60.881,68,15.042,"Class1",31.791,48.688,"G",82.221,29.899,100.137,61.66,"L"
58.872,75,21.966,"Class1",49.395,71.586,"G",82.792,20.999,98.273,45.613,"B"
55.59,58,24.123,"Class1",10.139,77.354,"G",82.554,25.162,98.36,NA,"L"
21.263,78,89.49,"Class2",67.711,28.2,"I",30.258,79.173,51.158,56.321,"I"
60.008,59,17.825,"Class1",41.986,63.61,"S",81.873,36.562,97.339,53.136,"U"
81.008,84,15.575,"Class1",43.403,101.771,"Q",82.96,19.882,96.737,48.836,"U"
53.208,89,89.107,"Class2",72.881,49.5,"R",30.742,62.464,48.9,60.827,"K"
9.358,91,89.642,"Class2",65.711,-2.845,"I",37.488,59.479,50.595,96.855,"I"
18.086,31,89.685,"Class2",56.69,20.251,"I",44.517,29.403,47.912,98.626,"G"
42.411,79,26.984,"Class1",52.221,97.94,"S",82.315,25.701,95.188,52.764,"L"
31.268,66,89.135,"Class2",57.983,18.785,"T",45.558,76.812,44.775,100.438,"I"
47.375,40,89.515,"Class2",59.907,74.785,"I",28.037,69.145,45.684,81.578,"L"
32.034,62,89.372,"Class2",69.639,13.18,"C",25.928,38.141,41.071,76.49,"L"
40.9,53,23.317,"Class1",28.059,59.759,"T",82.333,37.209,95.904,61.28,"L"
77.902,54,15.087,"Class1",37.223,73.59,"Q",82.957,2.518,98.803,54.647,"B"
41.205,74,89.483,"Class2",70.059,31.433,"R",NA,64.703,46.323,68.541,"G"
58.529,19,89.277,"Class2",57.661,14.235,"T",33.312,47.748,51.557,65.754,"H"
74.832,63,89.088,"Class2",75.022,36.372,"R",26.095,35.267,53.494,66.083,"I"
69.354,62,21.144,"Class1",12.73,62.809,"S",81.42,14.953,96.938,NA,"U"
20.14,86,28.921,"Class1",27.594,68.295,"T",82.121,36.567,97.169,54.784,"B"
30.604,69,23.387,"Class1",52.332,66.961,"P",82.659,29.808,97.601,10.833,"H"
62.745,42,89.531,"Class2",66.758,12.247,"I",40.104,27.465,53.213,78.296,"G"
39.651,53,25.161,"Class1",30.46,106.131,"S",NA,17.475,96.424,78.113,"B"
82.284,68,89.486,"Class2",80.154,49.761,"K",32.058,47.869,54.209,58.155,"K"
17.936,83,16.868,"Class1",14.991,70.823,"S",81.003,11.216,97.301,51.183,"B"
55.438,92,25.325,"Class1",22.377,86.134,"G",82.964,8.58,97.871,42.016,"L"
58.635,86,89.67,"Class2",56.239,62.858,"T",41.348,53.771,44.869,43.688,"L"
65.893,52,20.347,"Class1",51.118,93.045,"G",82.735,1.593,96.591,49.736,"B"
56.628,67,89.009,"Class2",56.256,22.531,"R",32.785,30.586,47.868,76.572,"I"
28.681,47,89.967,"Class2",81.964,31.599,"T",26.756,24.999,40.781,63.644,"K"
38.657,81,28.158,"Class1",47.65,108.572,"Q",82.675,27.617,100.149,56.723,"U"
53.826,75,89.649,"Class2",71.388,-3.179,"I",24.32,21.948,41.066,56.96,"I"
78.148,18,89.524,"Class2",68.628,36.059,"C",48.918,81.017,52.597,70.798,"K"
-6.566,83,26.359,"Class1",52.918,58.134,"P",NA,1.373,96.557,39.633,"H"
34.59,74,28.312,"Class1",33.465,71.542,"P",82.372,15.007,99.113,5.32,"X"
84.329,87,20.185,"Class1",23.187,56.658,"G",82.891,24.7,98.893,NA,"B"
34.53,62,19.365,"Class1",48.385,88.476,"T",81.53,23.393,96.369,58.17,"L"
33.41,74,89.995,"Class2",58.333,55.418,"I",35.051,84.226,48.078,86.69,"K"
25.272,68,89.565,"Class2",76.407,49.441,"K",40.766,47.434,52.715,48.686,"G"
9.448,49,89.557,"Class2",59.888,20.925,"I",36.961,88.474,49.449,63.246,"K"
79.025,61,16.724,"Class1",26.15,90.488,"G",82.079,11.117,97.838,38.72,"B"
39.68,61,22.499,"Class1",13.927,66.802,"Q",81.774,28.922,97.636,37.521,"U"
67.123,56,22.483,"Class1",43.006,44.892,"G",82.714,34.905,97.286,38.187,"U"
49.661,92,27.549,"Class1",50.114,93.021,"P",81.164,36.863,98.663,NA,"L"
22.647,35,89.955,"Class2",68.548,23.455,"I",33.016,36.774,45.782,70.859,"G"
34.964,33,89.858,"Class2",66.436,45.817,"T",48.765,47.175,45.244,90.833,"G"
62.645,68,24.312,"Class1",33.859,106.255,"Q",82.126,33.533,97.361,40.339,"B"
44.796,76,89.74,"Class2",81.403,16.507,"R",50.359,59.165,42.942,59.15,"H"
25.78,79,27.651,"Class1",50.334,77.772,"T",81.64,5.436,95.723,35.437,"U"
56.297,69,15.405,"Class1",33.597,48.795,"T",82.144,19.183,99.547,70.393,"U"
65.569,18,89.591,"Class2",67.547,29.607,"T",29.117,46.755,52.953,72.105,"I"
20.954,81,20.146,"Class1",14.535,72.258,"T",82.828,8.831,99.955,56.872,"L"
17.998,21,89.334,"Class2",74.15,40.584,"C",33.46,64.306,48.066,52.594,"H"
31.264,24,89.021,"Class2",66.358,41.823,"T",33.245,72.127,47.463,66.419,"K"
55.864,56,22.373,"Class1",24.745,85.186,"Q",82.033,35.545,96.036,53.58,"L"
2.527,78,89.446,"Class2",76.12,40.675,"R",NA,39.906,43.886,63.044,"K"
34.333,80,23.605,"Class1",22.764,78.179,"T",82.086,2.79,97.428,30.009,"H"
68.335,48,28.273,"Class1",11.51,77.7,"P",82.495,29.142,97.695,36.672,"L"
43.554,61,17.573,"Class1",47.584,49.736,"P",81.757,19.132,96.854,33.127,"L"
49.582,83,89.867,"Class2",82.894,20.964,"T",27.394,82.477,40.912,60.105,"I"
64.854,67,17.159,"Class1",39.491,49.327,"S",82.622,19.029,98.908,53.009,"U"
72.81,35,89.027,"Class2",81.398,52.123,"K",44.714,93.119,51.859,67.764,"I"
52.054,55,15.558,"Class1",40.721,85.525,"Q",81.059,3.423,96.958,48.666,"H"
70.176,89,24.293,"Class1",46.673,100.717,"P",81.404,16.081,96.554,48.561,"B"
83.687,69,89.661,"Class2",80.272,31.636,"T",39.756,35.092,50.347,70.546,"H"
38.484,23,89.311,"Class2",66.763,37.949,"T",48.555,22.825,51.244,91.652,"K"
64.613,59,15.121,"Class1",43.581,62.324,"P",82.357,8.599,100.658,56.056,"H"
33.886,88,21.238,"Class1",25.926,83.932,"G",81.55,21.196,96.88,35.718,"U"
49.739,84,89.97,"Class2",75.883,28.052,"R",27.738,27.76,43.977,47.833,"G"
44.806,50,89.673,"Class2",85.173,42.321,"R",32.253,68.741,51.41,72.615,"K"
32.882,53,26.931,"Class1",25.368,58.842,"G",81.797,32.689,98.524,51.764,"L"
22.272,88,17.113,"Class1",24.054,85.371,"Q",82.506,19.02,95.792,11.385,"H"
27.986,64,21.72,"Class1",11.647,69.477,"P",81.834,29.001,98.832,57.853,"X"
49.517,50,89.067,"Class2",55.872,65.346,"K",49.219,32.126,31.179,75.776,"L"
52.255,51,89.203,"Class2",76.114,69.172,"C",44.487,59.564,43.688,50.427,"H"
45.471,51,16.987,"Class1",46.161,71.573,"S",82.79,32.506,95.047,NA,"H"
47.714,67,18.249,"Class1",11.941,100.77,"Q",81.521,30.817,97.884,58.135,"B"
63.552,78,25.697,"Class1",40.189,70.987,"P",82.025,10.107,100.094,44.754,"B"
36.059,50,28.21,"Class1",36.19,65.154,"P",81.133,21.341,100.705,74.637,"L"
50.007,89,89.156,"Class2",68.807,38.718,"T",23.443,64.387,47.978,84.846,"L"
48.77,36,89.125,"Class2",75.154,49.282,"K",38.955,57.134,44.95,79.387,"H"
38.68,58,89.268,"Class2",72.091,29.858,"R",47.457,28.391,47.794,78.939,"K"
44.812,91,15.65,"Class1",38.843,66.206,"G",81.185,20.407,100.152,8.51,"U"
31.637,91,18.464,"Class1",50.587,62.146,"Q",82.483,18.161,95.626,31.355,"L"
18.781,61,24.314,"Class1",23.179,83.863,"Q",81.929,27.709,98.992,65.774,"L"
29.307,64,89.563,"Class2",69.117,8.508,"R",27.258,34.204,48.82,48.74,"K"
82.985,44,89.451,"Class2",59.006,47.103,"T",20.018,34.182,44.019,76.502,"G"
25.574,27,89.409,"Class2",82.606,63.374,"R",35.862,83.862,41.724,NA,"I"
53.552,75,19.872,"Class1",37.142,89.709,"P",81.431,31.391,98.735,32.59,"H"
69.876,57,15.253,"Class1",41.85,84.491,"T",82.912,20.374,97.072,40.485,"H"
66.238,87,23.616,"Class1",34.916,87.865,"T",81.971,13.872,97.427,43.525,"U"
21.317,90,21.197,"Class1",43.604,124.803,"T",81.013,21.455,100.204,48.2,"X"
47.066,64,89.499,"Class2",68.904,35.054,"I",NA,45.868,55.701,93.534,"H"
67.963,80,89.547,"Class2",60.684,5.403,"K",33.017,92.23,47.775,69.926,"H"
66.3,49,28.307,"Class1",29.167,77.58,"G",82.005,35.092,97.928,57.177,"L"
62.134,85,22.926,"Class1",50.464,83.1,"Q",81.985,19.201,100.849,41.537,"B"
20.464,67,89.995,"Class2",65.667,58.144,"C",49.591,76.77,42.503,86.01,"H"
31.334,81,27.533,"Class1",23.129,84.37,"P",81.089,37.666,99.913,41.53,"B"
67.026,52,24.324,"Class1",23.821,71.971,"G",81.816,6.338,97.146,33.274,"B"
61.318,87,89.946,"Class2",81.572,29.702,"C",21.289,76.253,46.054,64.858,"G"
62.307,55,15.266,"Class1",36.494,88.313,"Q",82.529,25.5,98.604,55.412,"X"
35.626,56,22.657,"Class1",22.806,82.547,"T",82.974,6.987,98.484,41.156,"B"
65.091,69,89.931,"Class2",83.025,22.878,"T",44.644,24.741,43.079,86.649,"K"
46.984,62,89.24,"Class2",70.141,49.934,"K",39.527,44.14,39.26,75.265,"K"
41.388,62,18.933,"Class1",45.141,84.306,"T",81.737,35.313,100.156,23.651,"X"
32.105,77,25.908,"Class1",54.615,79.176,"T",82.638,36.431,99.577,24.488,"H"
96.57,89,28.977,"Class1",42.953,85.447,"G",81.361,19.096,97.989,37.476,"U"
74.215,83,27.347,"Class1",49.12,60.742,"G",81.272,8.861,96.94,21.244,"X"
54.956,44,89.692,"Class2",58.898,-3.463,"C",50.463,37.855,47.272,NA,"H"
70.635,37,89.469,"Class2",63.699,42.175,"C",39.481,65.842,51.388,76.826,"H"
26.977,90,89.449,"Class2",71.843,40.928,"I",20.436,25.813,43.742,86.243,"H"
43.587,76,89.58,"Class2",78.837,49.232,"I",48.997,43.786,45.413,86.51,"K"
51.672,19,89.108,"Class2",74.068,30.416,"K",18.356,56.783,40.771,58.366,"G"
29.692,78,20.083,"Class1",51.786,74.44,"T",82.447,23.794,99.97,52.578,"H"
2.424,58,89.199,"Class2",55.288,29.828,"I",43.338,23.433,46.038,85.634,"L"
87.082,77,15.096,"Class1",37.935,82.431,"S",82.367,2.428,96.427,64.51,"U"
66.41,51,89.436,"Class2",68.492,33.16,"C",24.05,52.079,51.904,80.087,"H"
33.509,51,21.983,"Class1",28.354,94.823,"P",82.532,5.815,97.988,53.085,"U"
53.369,74,89.738,"Class2",55.345,42.544,"K",20.584,93.863,47.635,85.165,"H"
55.513,75,89.163,"Class2",76.321,18.771,"R",33.138,52.763,42.397,63.412,"I"
81.915,73,26.701,"Class1",52.983,68.725,"S",NA,25.948,98.675,38.13,"X"
80.082,55,89.02,"Class2",74.444,33.187,"I",22.441,54.375,48.284,75.952,"G"
26.203,88,89.265,"Class2",81.899,31.822,"C",24.086,37.707,49.18,73.583,"L"
43.661,51,89.942,"Class2",74.06,47.023,"C",35.824,48.329,51.052,69.638,"G"
53.667,82,18.106,"Class1",37.931,81.651,"P",81.214,30.839,99.383,59.957,"X"
45.659,56,17.061,"Class1",10.736,57.983,"G",82.836,7.657,97.894,50.568,"B"
61.455,58,20.829,"Class1",36.131,81.003,"S",82.728,28.831,96.893,42.821,"H"
39.42,78,26.612,"Class1",38.617,87.024,"P",82.344,6.02,96.483,38.665,"X"
67.644,64,24.926,"Class1",44.949,76.358,"P",82.28,15.706,100.641,38.356,"X"
68.231,36,89.968,"Class2",73.34,38.493,"T",37.866,49.236,42.344,67.319,"K"
25.675,69,89.359,"Class2",79.03,42.074,"R",40.015,33.758,48.855,65.797,"I"
24.263,78,18.188,"Class1",27.266,76.747,"G",82.279,15.299,97.493,48.821,"L"
14.486,63,89.679,"Class2",63.339,0.904,"I",35.658,21.462,47.613,63.697,"K"
55.776,39,89.133,"Class2",70.129,27.405,"C",48.755,31.913,39.7,61.955,"I"
51.814,55,89.405,"Class2",77.21,20.53,"R",20.401,31.276,47.32,76.637,"G"
91.761,64,21.238,"Class1",50.616,54.117,"T",81.292,16.246,97.277,40.454,"U"
43.641,76,19.863,"Class1",24.517,69.926,"P",81.288,37.256,97.492,60.598,"H"
26.083,43,89.481,"Class2",56.999,28.61,"K",23.228,45.319,39.606,78.07,"H"
52.057,40,89.787,"Class2",68.555,-2.34,"T",50.76,30.491,42.361,79.456,"L"
31.812,18,89.077,"Class2",84.99,25.414,"C",20.783,87.837,52.904,71.181,"H"
-1.629,85,89.21,"Class2",79.155,25.719,"I",46.275,81.235,39.804,63.25,"H"
79.136,55,22.622,"Class1",48.303,83.067,"S",81.714,14.861,99.09,6.555,"L"
76.823,64,89.627,"Class2",70.039,33.128,"C",49.682,77.083,44.065,72.328,"L"
66.77,65,17.635,"Class1",31.756,90.362,"T",82.166,25.146,98.179,64.471,"X"
57.682,66,24.512,"Class1",21.573,76.525,"P",82.643,24.313,100.094,55.03,"L"
59.099,85,19.797,"Class1",35.307,68.255,"P",81.727,11.24,98.976,42.9,"X"
59.044,62,28.277,"Class1",47.901,76.211,"P",82.393,37.884,98.168,69.308,"U"
51.462,87,20.707,"Class1",39.861,66.501,"S",81.156,29.943,96.717,62.725,"X"
40.771,78,15.478,"Class1",44.81,89.006,"G",82.012,25.502,98.396,24.14,"L"
76.218,88,16.689,"Class1",32.533,76.273,"P",82.098,30.376,99.477,25.488,"B"
28.917,86,89.83,"Class2",75.869,40.845,"C",23.025,56.52,40.255,57.757,"I"
51.237,53,89.956,"Class2",83.238,28.511,"I",26.36,74.823,59.47,68.267,"H"
35.633,91,89.089,"Class2",83.124,37.516,"K",39.498,27.52,47.93,84.102,"H"
64.686,40,89.199,"Class2",71.493,43.619,"R",47.868,68.189,43.848,78.557,"L"
31.254,68,89.024,"Class2",72.393,8.943,"C",45.718,90.135,49.942,77.271,"L"
38.326,61,22.371,"Class1",27.76,72.636,"G",82.997,24.788,97.089,46.604,"B"
18.539,92,24.504,"Class1",19.24,64.22,"G",81.154,1.134,97.513,53.354,"H"
40.386,50,26.492,"Class1",20.184,50.781,"G",82.983,23.514,97.459,57.255,"H"
41.354,58,15.602,"Class1",38.967,68.218,"P",82.454,1.144,98.941,61.901,"X"
77.84,59,23.718,"Class1",51.03,113.896,"Q",82.107,32.736,97.119,32.752,"X"
62.932,82,17.206,"Class1",42.909,87.711,"Q",81.354,21.641,95.911,60.571,"X"
4.05,61,21.092,"Class1",18.281,81.356,"G",82.867,26.006,98.167,54.268,"L"
76.793,54,17.615,"Class1",48.42,77.931,"S",81.218,10.531,98.517,60.067,"X"
24.947,59,16.941,"Class1",41.249,58.078,"P",81.363,12.428,98.663,56.824,"B"
34.526,84,22.069,"Class1",54.329,81.494,"Q",81.989,11.72,95.018,39.169,"H"
-5.807,32,89.675,"Class2",85.918,37.709,"C",20.495,82.459,56.725,86.696,"I"
14.818,55,15.777,"Class1",33.494,68.145,"Q",81.033,26.328,97.945,26.992,"X"
22.656,42,89.728,"Class2",62.734,24.179,"T",43.566,76.571,41.668,55.73,"I"
55.742,75,89.421,"Class2",55.383,14.971,"C",35.286,51.761,50.26,87.661,"I"
35.904,48,89.874,"Class2",75.525,33.927,"T",25.226,61.407,42.92,84.674,"K"
81.797,92,16.716,"Class1",35.76,86.211,"Q",82.772,26.968,99.153,36.94,"L"
108.089,66,15.104,"Class1",37.067,74.701,"G",81.341,30.945,97.737,71.627,"H"
88.339,67,28.155,"Class1",47.01,68.893,"T",82.828,22.835,98.108,59.288,"U"
85.397,87,26.327,"Class1",44.848,65.479,"G",82.432,34.915,99.693,69.909,"U"
26.891,61,22.27,"Class1",40.886,93.018,"S",81.952,16.452,98.483,38.297,"U"
71.578,80,20.63,"Class1",49.91,75.055,"P",82.561,23.485,100.22,38.074,"U"
69.058,64,22.522,"Class1",46.854,101.503,"Q",81.162,27.216,99.009,30.366,"U"
56.605,41,89.684,"Class2",63.464,64.152,"T",35.896,93.629,45.996,81.033,"I"
56.891,23,89.072,"Class2",75.932,30.139,"R",39.393,88.716,54.054,72.88,"K"
48.801,24,89.368,"Class2",55.824,54.049,"T",48.234,76.633,47.068,53.165,"K"
22.793,68,26.825,"Class1",33.725,119.927,"G",81.594,24.421,100.693,56.99,"U"
39.889,51,27.761,"Class1",23.658,80.638,"G",82.931,16.411,96.685,31.394,"L"
30.72,45,89.998,"Class2",56.937,31.834,"T",37.233,68.614,44.835,55.919,"L"
-21.946,81,18.085,"Class1",16.313,71.229,"G",82.075,19.173,96.689,41.037,"H"
25.299,59,28.325,"Class1",36.552,111.144,"Q",82.424,32.666,98.228,41.52,"L"
39.405,90,89.229,"Class2",81.623,42.286,"K",44.51,32.385,53.961,74.431,"K"
37.279,74,26.822,"Class1",30.272,74.754,"P",81.899,8.69,97.733,57.043,"B"
93.2,62,23.818,"Class1",46.748,57.772,"S",81.904,13.549,99.144,45.019,"U"
58.537,48,24.456,"Class1",20.404,66.097,"S",NA,34.158,99.063,30.961,"X"
47.72,52,15.629,"Class1",45.024,53.385,"G",81.024,21.158,99.413,57.723,"L"
44.847,74,28.815,"Class1",23.702,66.14,"P",81.098,21.263,95.762,43.411,"U"
29.499,83,27.273,"Class1",34.052,74.315,"Q",82.93,30.705,96.287,22.543,"B"
44.29,76,89.975,"Class2",64.006,71.117,"K",30.259,87.16,48.611,70.351,"L"
81.304,79,17.441,"Class1",28.939,70.936,"S",82.721,29.034,98.145,62.817,"U"
63.807,54,17.22,"Class1",40.912,66.169,"S",82.958,2.759,95.722,65.481,"U"
67.378,37,89.029,"Class2",57.618,52.755,"R",27.045,70.621,39.331,74.1,"L"
74.412,78,20.863,"Class1",34.624,71.851,"G",82.011,23.926,96.841,31.323,"U"
49.13,60,19.163,"Class1",41.814,90.39,"Q",81.747,36.526,96.792,73.894,"X"
48.085,53,19.101,"Class1",32.731,96.465,"P",82.822,14.965,98.707,64.796,"X"
45.487,57,18.458,"Class1",21.425,70.271,"T",NA,26.171,97.796,37.223,"B"
46.685,60,20.765,"Class1",29.378,71.2,"S",81.413,6.244,100.368,69.491,"X"
59.084,74,28.333,"Class1",42.713,83.209,"T",82.585,33.43,95.031,20.528,"X"
70.116,81,27.758,"Class1",26.741,104.361,"T",82.122,35.248,100.005,50.289,"B"
84.457,52,22.144,"Class1",17.569,64.17,"S",81.973,22.196,97.618,49.538,"B"
64.443,27,89.495,"Class2",77.419,38.997,"C",43.514,26.56,44.64,76.999,"L"
43.775,23,89.445,"Class2",59.752,28.576,"K",23.242,90.979,44.336,76.873,"G"
47.748,72,21.591,"Class1",25.754,88.12,"G",82.784,8.777,98.999,48.498,"H"
56.448,76,15.423,"Class1",44.113,78.817,"P",81.249,18.417,96.869,52.272,"L"
41.143,59,18.472,"Class1",32.063,57.927,"G",81.182,15.817,96.917,21.982,"L"
16.48,73,18.826,"Class1",43.102,86.5,"G",81.646,15.426,98.5,65.74,"H"
79.208,39,89.165,"Class2",72.611,21.59,"R",23.841,23.241,46.878,62.135,"H"
60.935,56,20.204,"Class1",35.061,80.23,"T",NA,27.627,97.61,57.952,"B"
70.321,59,89.753,"Class2",76.851,20.869,"C",48.138,37.957,48.146,57.471,"G"
23.303,88,89.308,"Class2",76.994,4.282,"I",32.209,77.154,45.807,57.508,"K"
53.354,77,16.656,"Class1",52.679,86.239,"G",82.618,25.597,99.532,70.381,"B"
36.601,71,89.674,"Class2",84.149,25.825,"R",44.759,67.438,48.676,94.239,"I"
52.942,75,16.068,"Class1",41.667,84.438,"Q",82.018,21.91,97.895,48.807,"B"
73.928,63,28.875,"Class1",19.495,91.823,"P",81.296,9.716,97.008,67.639,"L"
23.497,63,20.282,"Class1",32.223,108.141,"G",82.056,19.757,96.583,21.002,"L"
56.926,83,19.017,"Class1",14.096,94.051,"Q",82.579,29.286,98.188,76.776,"L"
63.662,74,19.68,"Class1",51.531,52.985,"S",82.92,18.388,97.923,62.264,"B"
69.553,62,27.461,"Class1",14.567,84.352,"Q",82.664,22.122,96.124,29.491,"H"
104.781,59,24.427,"Class1",31.966,73.834,"S",82.838,22.525,98.653,54.554,"U"
35.567,37,89.876,"Class2",59.063,8.857,"T",28.783,52.906,50.313,72.97,"G"
43.573,35,89.851,"Class2",70.816,31.741,"T",39.806,49.065,44.47,54.785,"I"
77.72,83,89.452,"Class2",67.277,36.262,"C",49.434,93.673,42.387,71.945,"I"
16.724,53,19.331,"Class1",12.248,84.241,"T",81.243,3.412,98.899,50.326,"X"
80.826,62,28.683,"Class1",28.079,89.376,"G",NA,15.833,97.401,59.667,"X"
40.663,85,24.889,"Class1",15.357,93.727,"S",82.273,32.703,99.426,43.816,"X"
34.333,45,89.743,"Class2",60.246,16.452,"C",27.607,89.396,49.502,70.99,"H"
50.209,67,18.991,"Class1",41.888,81.352,"Q",81.348,26.633,93.282,39.418,"B"
73.998,51,22.368,"Class1",52.947,91.588,"T",82.213,9.695,96.53,41.184,"H"
57.747,68,89.706,"Class2",74.594,51.466,"C",29.435,81.223,52.647,71.131,"G"
