"LKQ1","Output19","WVR2","KLZ3","VEO4","EWA5","AWO6","HJY7","WUI8","LGQ9","UIV10"
27,"Class2",90.624,35.883,49.706,66.658,36.582,"R",14.317,68.55,63
73,"Class3",48.61,16.06,83.64,59.695,45.196,"U",86.702,39.147,33
43,"Class2",86.682,14.568,68.24,66.409,-3.812,"F",29.736,85.301,64
33,"Class2",86.713,34.783,39.371,65.919,30.351,"N",27.023,62.601,61
26,"Class2",86.309,18.061,51.941,66.553,19.468,"P",35.23,61.783,64
67,"Class1",52.573,77.334,75.545,49.111,26.612,"X",106.908,26.514,61
58,"Class1",21.183,73.791,76.771,32.011,32.036,"W",-2.133,58.467,59
32,"Class2",90.061,32.5,77.181,66.606,6.036,"K",5.821,63.015,58
61,"Class1",24.749,76.928,76.25,47.757,28.617,"W",67.073,-1.161,61
70,"Class1",30.728,NA,74.389,30.107,31.817,"B",46.978,16.794,62
68,"Class2",90.325,40.238,52.843,64.987,19.263,"P",7.588,89.614,62
77,"Class3",27.397,16.582,70.27,68.856,41.222,"E",91.027,40.834,26
73,"Class3",86.257,15.943,90.802,63.676,41.281,"T",94.349,28.408,29
73,"Class3",50.333,16.48,72.466,71.137,41.009,"E",89.309,41.881,30
66,"Class2",87.522,28.605,65.608,67.917,13.006,"N",21.11,59.084,64
47,"Class1",58.984,80.44,76.963,57.397,35.313,"X",37.297,53.566,58
74,"Class3",26.632,17.55,65.724,75.033,51.151,NA,84.197,28.817,15
50,"Class1",25.94,NA,75.261,52.575,36.805,"X",46.295,36.119,56
80,"Class3",54.202,15.261,86.611,66.999,36.695,"A",91.955,21.11,45
48,"Class2",88.989,9.628,92.591,66.619,3.781,"R",26.184,81.36,59
47,"Class1",38.238,79.581,75.696,58.005,24.707,"C",46.882,54.715,57
65,"Class2",89.741,29.126,84.44,67.191,9.848,"R",31.066,67.683,61
71,"Class1",33.801,NA,75.913,35.762,28.103,"C",120.967,-58.635,55
46,"Class1",31.537,76.201,76.138,25.966,31.051,"X",18.687,41.619,59
26,"Class2",90.855,NA,53.591,67.211,14.484,"P",34.793,63.85,58
69,"Class1",53.661,78.003,74.618,15.875,39.064,"Q",20.055,50.283,59
54,"Class2",87.729,10.779,72.558,66.39,17.951,"R",30.801,87.029,60
74,"Class3",29.462,15.387,72.289,68.083,34.976,"T",89.255,30.099,21
73,"Class3",72.753,15.728,93.503,68.289,39.191,"T",91.633,36.897,47
64,"Class2",89.524,28.153,27.836,66.581,29.716,NA,23.198,75.251,63
74,"Class1",16.285,77.713,76.206,43.779,31.048,"Q",45.228,72.652,59
74,"Class1",57.952,76.545,75.088,31.95,30.84,NA,43.113,28.622,58
49,"Class1",55.824,74.306,75.909,37.693,32.386,"Q",33.558,51.319,58
73,"Class3",35.106,17.1,66.187,62.152,38.102,"A",83.67,34.201,21
57,"Class1",35.139,79.627,74.71,26.889,29.179,"W",98.53,33.636,63
35,"Class2",89.219,4.354,87.707,66.331,35.668,"R",32.449,76.732,63
46,"Class1",38.924,80.683,75.46,1.317,33.771,"X",43.278,11.668,64
75,"Class3",79.384,15.957,92.762,69.481,55.62,"E",92.781,21.773,20
59,"Class1",37.426,77.81,76.47,27.484,27.267,"C",32.782,45.182,57
75,"Class3",84.785,17.333,80.357,71.634,45.613,"R",85.259,30.013,22
79,"Class3",58.243,16.587,68.439,72.679,37.935,"A",93.245,16.367,38
80,"Class3",41.244,17.825,70.854,78.457,45.133,"E",84.376,31.588,41
79,"Class3",41.681,16.551,91.678,69.956,40.855,"T",84.443,22.952,37
52,"Class1",39.356,79.555,75.718,42.881,31.766,"B",48.369,60.551,57
78,"Class3",72.591,17.169,67.985,67.714,53.941,"E",90.43,25.987,48
52,"Class1",69.986,77.225,75.73,30.236,35.466,"X",4.09,27.12,55
79,"Class3",78.094,15.824,80.068,58.405,57.697,"E",84.408,36.771,16
58,"Class1",40.456,79.54,75.646,30.409,31.275,"W",23.334,44.404,64
78,"Class3",40.734,15.534,74.238,68.348,34.903,"E",82.814,35.668,19
70,"Class1",14.75,76.778,76.028,52.16,29.968,"B",37.863,19.876,62
46,"Class1",69.629,76.912,74.683,24.091,37.905,"B",66.779,25.254,62
79,"Class3",83.663,15.952,76.557,66.326,44.245,NA,81.291,18.41,36
56,"Class2",86.08,7.127,65.876,65.413,19.325,NA,19.018,69.976,64
80,"Class3",23.357,17.613,76.312,75.971,44.524,"T",90.837,38.098,34
52,"Class2",87.976,22.867,56.364,67.727,15.203,"K",23.321,69.933,63
77,"Class3",50.43,17.518,86.13,69.872,45.484,"A",92.851,31.675,15
65,"Class2",86.35,30.269,42.659,66.597,26.463,"N",33.075,76.624,60
