"UAZ1","IMG2","POB3","GLF4","HMU5","LVK6","RYA7","NVU8","Output21","PWB9","JCR10","OTJ11"
"S",60,49.05,41.407,89.006,57,67.013,81.601,"Class5",31.415,48.719,25.612
"O",66,36.867,64.124,51.829,29,2.17,-4.085,"Class2",76.585,52.269,68.045
"W",48,80.133,37.525,NA,58,58.929,82.655,"Class5",27.995,78.585,25.94
"T",76,88.087,86.029,63.341,32,82.812,16.268,"Class4",83.923,41.621,27.723
"S",44,78.831,50.834,87.02,62,69.619,82.374,"Class5",27.994,73.691,27.046
"I",63,25.978,17.522,81.082,72,70.641,38.931,"Class1",35.329,58.164,39.485
"L",60,59.74,72.763,NA,32,32.105,21.122,"Class2",86.834,41.183,51.808
"U",52,86.515,70.469,66.029,32,81.979,65.417,"Class4",75.66,68.805,36.929
"S",39,62.248,42.796,90.705,55,70.807,81.647,"Class5",28.504,55.727,35.952
"G",74,60.705,18.157,31.152,16,18.138,28.19,"Class3",80.662,29.332,29.469
"M",47,61.451,51.496,88.475,61,37.099,82.54,"Class5",26.187,49.254,36.654
"W",27,67.456,15.756,84.826,55,70.723,81.669,"Class5",34.236,95.13,31.591
"M",87,64.529,25.404,36.152,20,17.043,25.932,"Class3",102.382,71.232,29.983
"Y",64,45.937,70.735,56.211,25,56.243,26.503,"Class2",80.754,41.667,57.238
"Z",25,83.611,84.444,70.487,28,79.37,25.593,"Class4",84.66,63.269,30.97
"I",41,69.742,35.656,92.06,57,54.636,81.5,"Class5",26.756,61.765,31.365
"Y",61,37.992,80.361,55.947,33,46.872,26.523,"Class2",84.788,24.629,51.589
"W",29,91.205,36.658,86.13,58,41.466,79.267,"Class5",26.846,52.602,36.152
"M",8,80.387,94.006,75.753,37,85.472,11.129,"Class4",78.73,40.971,44.572
"M",87,55.657,12.821,38.679,25,17.029,38.176,"Class3",74.753,92.854,28.244
"L",65,25.973,79.24,58.046,27,68.051,2.969,"Class2",83.307,48.573,66.26
"X",79,42.548,14.539,30.181,26,17.316,41.274,"Class3",71.873,67.024,29.597
"I",64,25.588,18.776,82.41,47,78.626,62.142,"Class1",27.373,62.871,40.569
"T",62,25.067,19.226,80.524,59,80.263,58.86,"Class1",31.26,62.045,73.032
"O",73,22.546,1.739,NA,23,17.831,40.67,"Class3",62.666,8.518,28.122
"I",63,81.517,26.162,89.668,53,73.48,81.801,"Class5",23.769,58.866,34.081
"S",43,80.852,29.142,89.697,56,67.519,81.327,"Class5",31.37,29.599,28.405
"Y",63,31.538,46.933,59.673,33,15.601,28.509,"Class2",80.022,41.533,60.419
"Y",59,46.493,69.096,58.848,22,11.526,32.722,"Class2",78.065,49.779,45.47
"S",44,79.85,17.082,90.989,64,40.818,80.723,"Class5",31.824,94.613,36.162
"O",86,42.764,27.615,54.84,9,17.519,13.015,"Class3",70.359,99.851,28.475
"X",74,60.159,4.569,40.517,9,17.792,31.261,"Class3",67.259,55.346,30.021
"O",76,48.581,10.149,32.512,18,17.895,34.228,"Class3",87.54,27.011,28.861
"S",55,79.326,12.802,87.926,59,34.374,81.295,"Class5",28.32,36.694,27.127
"G",32,26.005,14.208,80.005,30,9.982,54.977,"Class1",41.003,62.665,21.852
"O",86,60.424,5.737,54.849,18,18.261,42.38,"Class3",74.519,92.622,30.775
"G",84,41.445,18.293,28.405,24,18.419,44.59,"Class3",75.476,99.046,29.492
"M",49,74.986,11.633,84.33,57,78.122,81.603,"Class5",34.665,67.176,29.462
"G",86,62.067,19.378,40.055,22,17.003,38.843,"Class3",58.295,78.877,28.17
"S",28,69.206,53.484,88.465,60,40.968,81.724,"Class5",29.601,66.503,31.732
"O",83,59.553,21.293,37.386,9,17.508,27.276,"Class3",73.875,88.446,29.991
"G",10,25.597,17.757,79.472,33,85.696,47.169,"Class1",33.69,62.114,44.966
"F",71,85.723,86.315,63.054,32,80.158,18.564,"Class4",90.675,58.529,32.99
"M",86,54.697,27.696,35.65,14,17.943,61.648,"Class3",75.868,99.397,30.71
"I",67,27.432,16.005,61.12,53,63.497,53.772,"Class1",34.104,60.034,78.336
"W",61,56.065,33.107,83.434,65,47.046,82.479,"Class5",29.894,74.329,29.444
"L",62,35.462,77.689,NA,36,48.696,-8.213,"Class2",88.204,50.052,78.939
"L",66,40.885,65.635,61.006,32,35.89,NA,"Class2",84.321,46.257,45.983
"W",25,89.757,37.008,86.778,51,61.759,80.118,"Class5",24.838,99.619,35.269
"T",46,82.291,93.708,64.041,27,79.879,9.155,"Class4",93.658,67.556,40.974
"L",61,45.752,78.507,55.102,29,59.975,9.379,"Class2",80.843,57.792,42.515
"M",83,52.899,6.034,31.939,19,18.314,41.633,"Class3",65.165,93.626,28.961
"B",21,25.455,18.446,75.073,64,76.022,47.07,"Class1",40.102,62.776,38.066
"M",29,68.21,20.719,87.311,55,72.661,81.767,"Class5",26.528,52.19,28.221
"D",77,59.772,2.697,NA,15,17.699,30.562,"Class3",83.286,97.557,30.084
"Y",61,34.63,76.504,61.598,28,48.192,5.654,"Class2",80.481,49.176,59.355
"O",61,60.122,72.966,57.937,17,36.141,11.804,"Class2",86.067,26.481,51.548
"M",84,45.453,42.386,37.268,14,17.365,31.551,"Class3",68.574,67.071,29.554
"M",26,81.871,79.137,65.29,42,79.253,16.974,"Class4",82.023,53.447,38.294
"Z",59,46.468,74.375,58.866,21,25.037,27.07,"Class2",78.884,38.737,41.269
"X",85,54.337,38.962,40.236,11,18.829,40.796,"Class3",76.049,45.679,29.412
"X",81,28.154,13.511,49.034,18,17.416,45.818,"Class3",97.185,44.059,28.913
"S",68,77.217,24.454,85.39,51,56.33,80.846,"Class5",31.589,46.792,31.225
"T",41,26.682,22.423,105.092,42,16.138,60.842,"Class1",31.202,61.087,54.513
"Z",59,84.398,96.97,69.16,34,86.581,26.122,"Class4",79.819,68.187,31.248
"D",73,42.052,13.987,37.435,23,18.284,1.753,"Class3",80.069,63.08,30.525
"X",59,52.737,61.133,56.263,15,2.012,14.71,"Class2",77.242,48.611,73.162
"M",20,58.87,43.781,89.366,64,59.482,79.984,"Class5",36.71,28.332,34.565
"D",69,79.765,13.752,85.524,58,72.048,79.796,"Class5",30.064,65.579,29.93
"D",77,48.13,9.559,42.094,24,18.782,29.348,"Class3",70.899,18.408,29.257
"G",31,26.05,27.671,98.688,81,78.019,57.88,"Class1",47.204,61.547,22.95
"W",45,60.091,11.08,91.787,57,78.668,80.364,"Class5",27.229,94.129,33.182
"T",50,25.246,18.646,67.345,46,5.359,53.219,"Class1",34.877,62.697,53.806
"D",44,68.553,44.059,90.571,59,34.502,81.646,"Class5",29.679,70.97,27.717
"Y",62,37.127,79.536,60.8,18,17.659,12.734,"Class2",81.489,47.327,65.102
"B",19,27.351,13.7,82.433,70,80.824,41.593,"Class1",35.275,59.733,94.528
"L",65,29.917,58.248,57.063,35,6.836,5.258,"Class2",84.154,24.988,36.944
"U",62,85.74,81.605,66.977,47,78.104,37.703,"Class4",86.406,69.686,34.541
"I",57,41.071,9.913,NA,58,45.576,82.354,"Class5",27.449,71.973,26.317
"U",55,81.999,68.919,67.141,30,87.737,25.865,"Class4",91.048,36.433,41.598
"I",19,26.095,14.282,56.49,68,61.884,53.057,"Class1",38.448,60.568,32.564
"F",14,86.05,80.199,71.814,45,81.793,10.757,"Class4",97.163,44.421,38.216
"L",64,27.172,72.467,54.703,32,11.568,36.899,"Class2",78.34,31.065,78.379
"M",46,65.944,14.378,83.016,64,59.108,80.618,"Class5",30.933,69.857,31.07
"W",63,71.238,49.415,86.869,58,43.788,78.894,"Class5",32.419,62.053,36.281
"G",10,27.204,13.906,100.214,41,29.421,48.066,"Class1",31.551,62.713,25.711
"M",39,84.303,80.507,66.188,40,86.04,-1.026,"Class4",87.627,59.193,42.95
"X",81,47.399,5.347,34.766,24,18.465,19.963,"Class3",77.335,66.97,29.563
"M",29,83.779,69.288,57.551,46,82.325,12.37,"Class4",89.856,62.661,29.25
"D",61,59.06,41.521,88.436,53,69.906,78.989,"Class5",38.194,51.686,28.345
"T",68,83.932,78.001,68.544,47,79.748,19.723,"Class4",95.417,53.178,43.226
"U",28,83.329,86.765,73.078,45,81.192,-5.354,"Class4",99.065,41.462,40.297
"G",53,24.591,17.698,54.984,66,19.282,55.066,"Class1",40.16,62.656,57.827
"Z",61,48.964,55.995,65.685,34,59.789,10.182,"Class2",81.05,15.032,83.556
"D",86,48.905,36.066,44.227,24,17.174,NA,"Class3",83.141,39.037,29.802
"M",23,49.054,12.148,90.138,64,45.212,82.001,"Class5",30.011,97.743,25.247
"S",48,57.554,46.493,88.353,57,78.775,81.743,"Class5",29.448,35.015,30.259
"O",59,33.048,43.498,59.779,18,71.841,-8.162,"Class2",85.44,48.897,83.133
"Z",62,46.131,68.603,58.606,17,80.626,13.788,"Class2",86.26,44.023,42.864
"M",71,52.918,40.981,52.223,11,18.733,52.772,"Class3",85.649,52.034,29.476
"O",71,36.653,36.515,38.892,22,18.855,32.244,"Class3",91.812,94.735,28.118
"F",79,81.547,66.234,79.271,34,83.075,52.444,"Class4",82.665,55.719,40.428
"M",84,52.751,33.447,37.029,18,17.069,39.437,"Class3",49.118,34.067,30.171
"Z",59,35.523,70.356,56.901,27,71.602,40.285,"Class2",78.384,41.345,53.923
"D",75,38.523,18.814,54.896,20,18.574,14.487,"Class3",84.278,64.682,28.482
"L",65,36.023,55.798,60.284,33,86.609,24.111,"Class2",85.52,31.189,79.078
"M",34,67.617,30.336,NA,54,51.848,NA,"Class5",26.053,61.768,28.142
"G",64,26.017,15.075,79.235,62,12.105,50.896,"Class1",29.445,59.276,36.856
"B",26,26.385,16.482,88.519,64,50.002,55.426,"Class1",40.542,59.923,30.672
"Z",63,51.594,68.384,60.811,26,33.821,31.441,"Class2",74.961,20.614,56.753
"X",74,47.73,11.054,25.018,12,17.044,35.445,"Class3",73.211,89.945,29.345
"T",23,83.668,80.517,80.596,26,84.2,23.462,"Class4",80.602,53.653,35.82
"D",85,48.386,6.563,36.345,18,18.686,43.716,"Class3",76.492,48.444,30.035
"Z",62,55.956,52.326,59.117,15,59.478,6.723,"Class2",86.101,42.654,76.26
"D",57,60.616,48.091,89.263,55,35.789,82.865,"Class5",30.258,51.08,36.675
"Z",65,55.95,64.343,66.271,27,9.365,24.301,"Class2",81.676,48.989,34.301
"M",86,47.404,17.036,NA,14,17.06,41.903,"Class3",74.277,29.831,29.302
"M",85,51.701,28.125,32.027,10,17.93,10.64,"Class3",59.394,48.118,29.447
"W",23,81.948,10.074,88.074,56,52.307,81.333,"Class5",28.255,44.127,34.536
"Z",62,83.122,66.011,70.948,28,84.632,13.514,"Class4",96.547,51.659,41.479
"X",71,60.993,17.095,31.676,24,18.281,46.905,"Class3",73.549,31.773,28.506
"I",39,64.26,27.293,NA,60,38.226,82.141,"Class5",26.37,46.302,35.149
"U",79,83.403,97.35,75.839,29,88.669,47.03,"Class4",91.135,61.9,33.106
"T",23,25.511,25.097,NA,76,42.053,51.574,"Class1",32.342,58.542,70.255
"S",55,62.349,21.435,90.022,64,54.07,79.748,"Class5",33.999,63.178,31.866
"G",87,54.47,25.77,48.228,19,17.877,35.188,"Class3",51.334,74.255,30.883
"D",39,76.882,43.518,87.476,51,65.556,79.402,"Class5",27.009,89.712,31.167
"F",87,79.807,72.838,64.118,45,84.811,30.51,"Class4",94.181,49.568,29.262
"I",64,25.924,16.224,76.381,47,89.848,41.326,"Class1",31.561,61.769,31.332
"O",81,45.334,30.01,44.451,17,18.966,34.733,"Class3",67.58,61.853,29.386
"B",21,25.41,23.323,NA,36,82.357,55.791,"Class1",31.092,59.403,76.563
"J",52,26.018,22.755,70.06,39,18.734,52.884,"Class1",34.461,60.966,60.467
"T",41,25.857,27.834,74.053,62,14.441,54.797,"Class1",46.096,61.325,70.642
"U",18,85.736,95.111,NA,39,83.238,48.18,"Class4",91.936,47.685,35.563
"Y",60,27.058,75.648,63.805,30,17.234,13.66,"Class2",85.045,32.306,62.612
"G",72,71.519,15.438,60.436,25,17.297,15.306,"Class3",82.705,14.463,28.939
"O",62,45.497,66.016,58.863,34,19.049,32.036,"Class2",87.23,14.473,47.288
"G",70,25.306,24.361,90.957,66,80.817,61.823,"Class1",31.387,59.111,92.828
"T",19,80.402,89.998,74.655,31,84.035,12.394,"Class4",73.002,37.169,36.149
"U",64,82.536,91.47,62.724,35,88.462,2.523,"Class4",89.985,43.521,32.346
"X",60,39.775,73.926,55.732,22,85.77,-5.943,"Class2",73.622,30.514,63.694
"O",77,51.9,25.794,34.015,24,17.627,45.527,"Class3",84.032,10.631,28.088
"X",66,41.9,70.309,53.341,20,80.082,14.821,"Class2",74.305,49.852,66.288
"G",78,59.698,38.613,36.286,12,18.014,43.651,"Class3",72.447,68.944,29.727
"J",16,26.496,13.477,64.046,71,25.715,46.899,"Class1",45.727,59.056,86.442
"M",20,58.02,46.181,87.015,65,41.694,81.155,"Class5",34.791,82.525,25.629
"X",74,51.733,19.473,52.374,10,18.095,45.047,"Class3",62.547,86.233,30.718
"G",77,44.843,13.525,45.301,16,18.801,44.781,"Class3",86.471,93.145,28.322
"T",62,83.041,79.328,54.689,47,77.014,13.777,"Class4",87.441,66.273,43.439
"Z",30,82.857,75.692,72.536,47,87.669,46.927,"Class4",80.916,36.543,35.924
"Y",60,28.907,39.079,63.12,22,1.035,13.735,"Class2",77.652,23.616,66.812
"I",60,25.611,17.165,64.069,47,43.557,51.197,"Class1",36.193,62.087,55.574
"D",40,55.66,54.827,84.225,56,64.101,81.88,"Class5",31.15,65.792,28.553
"Y",63,32.516,79.455,59.939,34,33.072,21.954,"Class2",84.315,57.459,52.055
"Z",61,87.03,72.059,72.409,31,87.348,23.823,"Class4",91.135,46.701,35.266
"X",75,52.172,15.308,35.814,19,18.418,15.393,"Class3",77.512,73.393,29.911
"O",66,51.929,77.512,58.009,15,67.15,19.854,"Class2",83.583,50.529,80.55
"Y",65,43.284,51.236,57.064,31,34.323,19.818,"Class2",90.087,45.848,83.278
"O",61,50.368,38.834,61.132,22,44.782,19.247,"Class2",92.872,38.12,31.442
"F",38,82.267,78.497,69.359,31,81.983,29.901,"Class4",95.859,38.766,32.437
"Z",77,81.804,89.545,77.257,41,77.208,18.811,"Class4",92.58,46.453,40.067
"D",52,76.96,32.268,88.686,61,56.464,79.884,"Class5",28.243,59.789,33.974
"M",84,46.074,32.42,38.07,13,18.646,41.376,"Class3",71.405,29.708,28.499
"B",39,26.622,24.972,89.361,69,39.223,55.63,"Class1",40.194,59.95,31.882
"I",79,25.203,24.647,82.919,41,64.224,48.394,"Class1",29.099,58.092,56.187
"X",74,61.689,41.102,37.053,13,18.611,45.299,"Class3",79.331,78.904,30.041
"T",21,86.899,74.856,69.454,41,83.806,NA,"Class4",84.399,57.568,44.876
"Z",71,84.608,81.858,72.716,42,83.719,20.864,"Class4",84.783,48.392,30.399
"T",10,24.955,25.132,73.325,42,70.255,46.44,"Class1",37.006,59.381,26.333
"B",33,26.409,21.157,84.723,55,23.079,47.158,"Class1",29.171,61.82,19.591
"D",79,59.528,13.573,30.056,12,17.782,17.398,"Class3",102.357,58.836,28.769
"I",52,55.406,30.947,88.807,55,40.674,80.803,"Class5",35.53,32.127,34.852
"G",77,42.25,23.111,38.858,18,17.685,49.175,"Class3",87.994,68.071,28.61
"S",63,67.97,18.097,87.246,56,36.662,82.184,"Class5",27.889,43.372,27.358
"X",65,42.452,73.939,55.233,18,76.122,15.666,"Class2",83.522,44.788,50.023
"X",76,53.388,2.549,40.571,25,17.461,45.911,"Class3",88.439,72.67,28.552
"X",61,34.525,56.509,64.053,32,33.544,5.615,"Class2",71.884,24.021,80.264
"M",86,54.943,12.441,56.416,24,17.149,36.402,"Class3",79.245,56.076,28.62
"D",23,92.143,36.252,92.35,65,78.691,82.062,"Class5",28.688,64.53,26.329
"G",85,59.729,3.51,39.017,23,18.792,57.373,"Class3",73.645,97.704,28.07
"G",87,61.661,17.986,34.62,17,17.368,33.168,"Class3",91.634,39.372,29.138
"D",22,53.641,22.493,88.63,61,71.855,83.219,"Class5",29.737,73.37,33.85
"X",72,35.91,30.379,40.537,27,17.509,61.057,"Class3",61.768,37.586,30.953
"L",63,56.148,67.93,60.952,28,51.058,6.279,"Class2",78.509,39.216,54.329
"I",55,24.98,12.159,64.897,60,35.508,51.093,"Class1",37.699,62.342,39.87
"D",69,64.773,20.64,87.183,56,34.263,82.712,"Class5",30.966,45.125,33.592
"S",68,68.166,17.671,88.539,61,42.007,81.363,"Class5",29.127,84.363,32.487
"F",53,82.053,84.08,68.923,27,83.373,34.364,"Class4",75.515,49.098,44.596
"I",38,26.069,26.922,61.99,79,72.94,50.872,"Class1",42.899,60.238,63.096
"F",27,86.497,90.103,57.021,29,88.598,56.5,"Class4",93.603,65.04,28.359
"D",32,67.927,46.829,94.808,52,40.035,82.34,"Class5",28.244,75.752,27.587
"I",38,57.146,12.128,87.306,53,66.672,83.905,"Class5",26.48,29.821,25.476
"G",1,26.456,24.206,92.313,82,54.555,61.387,"Class1",31.603,58.612,53.678
"W",53,79.18,32.677,86.52,63,47.758,78.659,"Class5",21.333,52.803,33.711
"W",32,35.53,17.188,84.802,52,38.782,81.189,"Class5",43.595,96.16,32.623
"W",48,87.12,38.342,89.767,63,45.159,80.384,"Class5",27.857,51.701,31.97
"U",13,86.122,81.829,68.978,37,88.434,29.726,"Class4",94.368,61.065,39.178
"G",68,24.873,19.897,81.633,35,54.64,56.9,"Class1",40.815,61.083,93.728
"L",64,49.475,79.298,NA,31,7.83,27.375,"Class2",81.627,29.778,38.326
"J",76,25.787,25.075,61.355,31,78.532,52.555,"Class1",38.879,62.145,54.217
"D",73,45.903,5.913,41.12,24,17.434,53.447,"Class3",81.298,81.235,29.274
"Z",59,42.071,65.183,55.81,21,85.75,28.713,"Class2",87.789,21.56,76.05
"M",71,41.753,6.26,35.015,19,18.119,44.762,"Class3",79.571,43.288,30.048
"L",66,35.646,39.113,54.573,26,58.682,11.711,"Class2",83.8,50.565,55.346
"S",50,75.304,30.961,87.218,65,35.691,80.945,"Class5",36.043,91.579,29.49
"J",15,24.829,17.263,91.186,81,82.517,63.802,"Class1",39.71,62.079,53.853
"L",62,44.807,59.608,54.899,28,56.276,6.879,"Class2",84.557,46.015,56.798
"F",50,82.648,81.945,66.925,43,81.673,12.248,"Class4",93.712,45.24,40.116
"W",69,83.331,22.951,87.256,51,52.404,82.904,"Class5",29.811,27.501,25.935
"I",18,25.272,14.814,65.098,41,63.157,51.367,"Class1",32.052,62.705,84.509
"M",42,76.672,25.131,89.468,56,73.341,83.419,"Class5",23.877,58.337,33.793
"M",27,51.442,42.987,87.027,60,76.997,80.087,"Class5",32.485,54.967,28.044
"W",37,64.628,39.367,91.366,59,71.902,81.031,"Class5",25.428,52.716,28.942
"F",80,82.774,89.617,67.223,33,78.344,37.755,"Class4",90.304,68.846,33.965
"D",22,71.868,52.64,85.123,65,57.065,80.307,"Class5",33.769,43.704,34.112
"I",1,26.737,22.409,89.381,35,21.696,52.614,"Class1",32.192,61.897,85.57
"I",50,44.271,21.516,90.599,52,64.886,80.828,"Class5",27.534,92.9,29.573
"I",67,60.799,54.681,91.176,59,40.31,81.696,"Class5",27.352,72.184,31.607
"I",37,42.237,22.723,91.54,60,45.414,81.28,"Class5",26.783,59.265,36.062
"X",64,38.323,57.629,55.067,28,43.09,32.986,"Class2",83.231,18.739,50.82
"M",44,83.134,13.426,87.756,52,41.582,80.47,"Class5",28.439,89.288,36.133
"U",86,87.443,81.699,66.116,44,84.661,3.911,"Class4",80.769,44.711,27.618
"T",45,80.01,82.159,67.919,26,84.52,13.318,"Class4",93.63,60.742,43.578
"G",55,25.568,19.767,62.898,32,26.579,59.26,"Class1",30.387,59.723,93.178
"G",80,62.841,3.482,43.375,23,17.155,NA,"Class3",99.725,83.394,30.488
"X",79,38.588,25.458,30.164,25,17.428,11.861,"Class3",81.085,72.767,28.653
"G",88,66.151,1.492,44.943,18,18.987,54.344,"Class3",103.722,62.981,29.597
"O",59,48.409,63.452,57.632,20,23.423,25.958,"Class2",78.27,29.77,34.148
"I",38,95.269,11.742,86.741,62,65.619,84.929,"Class5",26.533,33.969,35.58
"I",26,26.371,15.181,78.827,83,23.753,57.803,"Class1",37.776,61.554,23.088
"M",60,67.606,44.726,87.663,59,40.308,80.464,"Class5",35.696,58.043,26.619
"M",49,82.571,96.003,67.741,38,79.048,12.572,"Class4",84.507,46.195,35.022
"T",23,81.22,92.256,68.443,33,81.926,3.897,"Class4",89.929,55.533,37.23
"O",61,44.362,39.045,56.356,34,61.453,27.119,"Class2",76.927,57.029,50.578
"G",59,27.917,22.29,81.402,67,6.673,44.661,"Class1",33.562,58.753,25.455
"X",61,40.816,78.871,64.605,18,91.59,-0.666,"Class2",82.822,17.293,46.995
"T",76,25.681,18.277,82.649,52,73.551,58.434,"Class1",38.317,60.047,41.941
"T",67,24.865,22.567,55.507,66,8.725,53.188,"Class1",32.048,60.326,46.297
"X",71,50.147,36.402,30.748,10,18.513,37.076,"Class3",69.402,39.23,30.649
"Z",36,87.773,71.996,72.174,30,85.862,9.455,"Class4",76.68,44.958,30.047
"D",59,53.338,20.114,90.808,64,47.893,80.483,"Class5",25.101,74.536,28.541
"B",74,25.744,20.551,77.522,83,19.946,57.298,"Class1",38.566,61.546,91.856
"M",85,64.745,12.722,42.964,15,17.769,44.204,"Class3",52.121,49.029,28.937
"M",55,87.791,72.923,67.611,32,82.208,24.945,"Class4",84.723,69.506,31.427
"I",47,26.395,25.729,81.003,76,57.917,48.151,"Class1",42.969,62.441,79.716
"G",75,34.341,16.233,47.478,22,18.53,13.977,"Class3",75.806,82.385,28.422
"X",82,50.927,24.944,49.031,17,18.169,23.426,"Class3",80.993,81.542,29.586
"M",32,85.558,91.641,66.645,32,83.208,35.462,"Class4",90.442,67.61,38.553
"D",74,38.406,34.769,37.471,19,17.154,70.416,"Class3",70.878,54.284,28.087
"X",84,42.45,41.794,57.645,10,17.196,33.952,"Class3",70.937,76.817,30.694
"Y",66,44.462,40.755,59.003,23,40.486,15.51,"Class2",78.437,19.076,56.963
"T",17,84.389,98.214,68.055,43,83.239,0.51,"Class4",70.801,67.368,33.43
"D",84,42.062,28.02,31.586,24,17.182,25.076,"Class3",91.414,85.218,29.603
"F",72,85.575,80.978,68.771,44,80.769,31.548,"Class4",78.887,49.243,42.966
"I",25,64.642,50,91.578,55,66.772,79.81,"Class5",29.925,93.261,28.273
"X",86,49.631,41.544,48.71,9,17.475,39.115,"Class3",92.886,71.261,28.018
"S",24,72.383,20.491,86.207,51,41.984,77.717,"Class5",30.404,33.143,27.995
"J",66,26.609,15.393,78.202,70,41.011,58.272,"Class1",44.449,62.967,36.958
"X",83,47.806,31.417,38.771,14,17.901,30.139,"Class3",82.958,78.697,30.683
"I",52,59.525,37.808,90.225,54,52.78,82.907,"Class5",27.649,35.821,30.176
"O",87,51.887,21.697,50.458,23,17.058,27.312,"Class3",74.258,92.904,29.278
"M",11,85.791,72.901,72.565,47,83.201,26.523,"Class4",80.535,49.444,37.752
"O",78,30.065,38.589,36.829,13,18.611,44.652,"Class3",77.059,71.728,29.869
"O",75,39.4,35.767,NA,20,17.284,9.555,"Class3",73.598,70.726,28.221
"X",87,39.764,39.371,35.176,17,18.398,39.963,"Class3",88.75,87.425,28.383
"X",64,51.11,72.87,57.869,18,70.214,-4.801,"Class2",80.928,18.232,84.514
"G",60,24.539,18.609,79.521,75,46.45,57.568,"Class1",39.804,61.107,58.889
"L",59,48.143,60.54,57.025,17,53.55,18.982,"Class2",81.015,33.968,80.162
"U",78,85.131,74.41,65.648,35,78.111,52.339,"Class4",91.03,41.55,27.003
"G",17,25.473,12.455,72.313,37,2.454,56.443,"Class1",38.269,59.334,21.709
"X",60,43.239,46.397,61.707,29,21.363,33.026,"Class2",82.145,49.471,79.897
"F",33,82.525,91.726,78.861,35,77.284,24.074,"Class4",86.298,46.137,41.993
"X",63,40.648,77.298,61.094,32,74.596,21.826,"Class2",92.906,14.206,32.847
"M",69,89.586,82.82,NA,46,87.328,15.31,"Class4",90.65,36.677,39.753
"G",15,25.837,21.41,NA,66,66.048,64.52,"Class1",30.899,59.024,39.778
"T",59,26.024,23.28,103.616,48,18.51,56.404,"Class1",28.824,60.766,64.249
"F",26,84.7,78.045,68.397,42,86.932,10.305,"Class4",87.885,68.051,30.751
"S",61,72.003,10.921,91.223,56,47.169,81.969,"Class5",30.944,84.916,36.229
"D",34,53.391,39.467,86.975,52,34.438,79.624,"Class5",27.194,54.798,36.899
"M",76,40.466,3.903,25.543,22,18.095,44.067,"Class3",58.654,24.854,30.191
"X",61,33.647,52.291,55.854,21,62.415,9.023,"Class2",78.801,44.827,58.48
"L",64,44.249,45.233,63.203,36,86.908,29.31,"Class2",87.94,29.51,55.479
"I",28,25.846,16.322,68.089,81,86.62,60.926,"Class1",34.783,61.784,63.5
"O",66,45.842,38.512,54.654,17,79.017,18.003,"Class2",88.335,26.878,40.808
"S",26,84.953,25.386,89.359,58,38.374,NA,"Class5",26.951,75.426,26.206
"T",32,79.689,97.568,70.808,42,86.157,12.793,"Class4",75.816,42.992,39.692
"D",49,55.253,30.809,86.494,65,60.896,81.764,"Class5",35.325,86.72,36.604
"O",63,39.593,78.098,48.735,19,90.289,14.594,"Class2",85.856,51.889,34.047
"M",65,73.765,18.678,90.645,58,44.354,81.771,"Class5",31.373,32.469,27.745
"O",64,31.326,49.79,59.579,17,4.388,20.774,"Class2",95.873,55.738,37.898
"M",79,50.444,14.983,41.389,23,17.652,26.559,"Class3",71.101,17.068,29.592
"T",12,85.056,77.066,65.03,29,80.545,5.145,"Class4",81.184,64.003,32.415
"Y",61,39.805,75.866,57.434,25,24.386,8.545,"Class2",84.179,18.252,58.635
"Z",60,30.275,71.157,61.391,25,81.78,18.456,"Class2",78.89,32.383,38.108
"M",74,84.587,68.435,71.981,44,78.986,20.613,"Class4",95.087,55.049,27.003
"J",6,25.702,18.456,74.612,34,89.883,45.895,"Class1",37.525,61.97,22.957
