"NIR1","BCV2","DTG3","RYA4","WVT5","OFL6","YPK7","Output9","YAD8","JVN9","IWF10","BUI11","PRQ12"
66.652,86.238,44.337,"R",37,86.576,8,"Class2",36.813,39.18,82.084,61.956,"B"
71.501,39.042,47.191,"V",NA,89.926,16,"Class5",56.135,59.417,78.829,43.459,"G"
55.764,34.224,54.518,"H",16,31.102,53,"Class3",20.089,76.653,71.292,57.246,"D"
85.974,53.996,29.521,"G",93,72.27,40,"Class4",29.178,78.472,27.002,17.594,"V"
48.138,37.53,50.944,"J",71,76.429,2,"Class5",54.736,59.984,78.844,44.077,"C"
67.247,28.757,54.544,"A",19,69.642,2,"Class5",56.66,73.361,64.867,57.293,"F"
78.013,94.837,47.742,"T",34,89.903,12,"Class2",34.095,73.755,80.818,80.869,"B"
57.285,31.545,62.017,"H",48,28.741,49,"Class3",15.215,64.93,63.747,58.139,"O"
58.71,80.176,43.41,"R",25,87.381,9,"Class2",34.003,91.698,62.121,82.345,"V"
16.146,51.993,18.016,"C",16,54.603,34,"Class1",68.861,43.337,33.855,23.045,"N"
65.912,78.383,43.866,"S",25,89.543,13,"Class2",56.152,69.995,74.736,67.728,"A"
